CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
69094;Grézieu-la-Varenne;1877;134;40;394;160;448;230;216;781;50;174
69095;Grézieu-le-Marché;278;25;6;40;27;51;35;13;120;5;40
69096;Grigny;3089;660;105;283;119;243;144;127;888;62;191
69097;Les Haies;263;20;3;62;16;52;21;24;167;5;20
69098;Les Halles;157;8;2;9;4;25;5;10;89;7;22
69099;Haute-Rivoire;430;23;13;35;44;75;41;32;231;9;55
69100;Irigny;2422;450;67;553;187;620;361;216;1176;73;225
69102;Joux;272;25;5;25;17;30;18;13;123;9;25
69103;Juliénas;280;14;11;41;23;77;43;25;134;6;41
69104;Jullié;117;8;3;16;10;27;18;13;73;3;21
69105;Lacenas;330;31;6;67;18;106;51;31;130;10;44
69106;Lachassagne;289;29;7;98;39;123;85;51;180;15;42
69107;Lamure-sur-Azergues;318;16;5;44;17;49;42;17;155;10;42
69108;Lancié;292;25;9;48;22;66;21;34;182;9;39
69109;Lantignié;313;24;2;34;12;40;48;26;146;8;42
69110;Larajasse;633;35;7;89;43;114;67;42;306;12;83
69111;Légny;181;14;10;39;19;53;33;16;103;6;20
69112;Lentilly;1812;174;39;477;243;594;366;168;866;43;217
69113;Létra;241;30;12;29;30;53;41;18;113;6;42
69115;Limas;1450;184;31;246;97;331;186;134;609;30;125
69116;Limonest;1030;83;13;178;91;375;276;195;538;21;75
69117;Lissieu;1004;79;12;162;64;313;238;143;434;22;112
69118;Loire-sur-Rhône;861;85;27;92;31;149;76;89;500;15;77
69119;Longes;243;17;12;45;29;45;15;32;183;2;34
69120;Longessaigne;209;9;6;22;16;41;20;13;74;3;27
69121;Lozanne;887;90;12;165;97;213;117;95;419;20;85
69122;Lucenay;623;39;5;104;48;192;107;64;339;18;56
69123;Lyon;108042;31885;2549;34896;20758;29296;17444;10051;24976;2416;11339
69124;Marchampt;155;15;3;22;17;38;11;12;73;14;23
69125;Marcilly-d'Azergues;307;25;3;66;38;95;51;33;134;13;35
69126;Marcy;221;12;7;53;21;87;66;32;140;3;25
69127;Marcy-l'Etoile;814;124;20;294;98;320;165;115;384;22;117
69130;Meaux-la-Montagne;86;1;2;14;0;15;13;2;49;0;9
69131;Messimy;986;70;13;195;117;264;161;107;624;32;126
69132;Meys;267;16;8;30;15;44;32;19;144;1;31
69133;Millery;1336;84;36;260;109;423;232;122;510;37;102
69134;Moiré;65;9;3;14;8;32;16;7;39;2;13
69135;Deux-Grosnes;573;49;12;61;52;129;72;51;272;15;79
69136;Montagny;910;65;17;132;43;217;118;105;517;29;83
69137;Montmelas-Saint-Sorlin;122;17;2;27;23;30;22;14;45;6;26
69138;Montromant;143;12;7;26;15;40;15;13;48;4;23
69139;Montrottier;413;20;2;88;36;96;42;39;247;5;74
69140;Morancé;679;39;9;146;69;234;134;77;352;14;83
69141;Mornant;1773;171;48;474;243;532;370;169;862;34;236
69142;La Mulatière;1839;283;39;282;126;318;238;170;443;37;109
69143;Neuville-sur-Saône;2293;338;51;394;212;411;279;148;639;62;184
69145;Odenas;233;28;6;35;21;67;30;31;114;7;38
69148;Orliénas;714;65;9;200;92;218;143;82;404;20;88
69149;Oullins-Pierre-Bénite;10747;2082;364;2077;1139;1542;928;625;2880;209;1062
69151;Le Perréon;427;46;10;51;16;96;69;37;298;14;64
69153;Poleymieux-au-Mont-d'Or;263;11;8;91;48;126;85;66;105;8;39
69154;Pollionnay;703;65;11;131;86;191;107;81;332;18;83
69155;Pomeys;398;32;9;74;26;85;47;28;170;8;49
69156;Pommiers;689;51;18;178;87;294;182;101;313;24;84
69157;Vindry-sur-Turdine;1771;117;30;200;103;365;219;127;813;47;157
69159;Porte des Pierres Dorées;1251;92;10;219;90;303;187;139;616;22;116
69160;Poule-les-Echarmeaux;360;25;6;49;20;67;41;34;176;9;65
69161;Propières;182;6;3;22;4;24;14;18;98;2;24
69162;Quincié-en-Beaujolais;414;14;5;57;19;127;49;47;199;11;55
69163;Quincieux;1020;86;29;167;92;218;129;85;613;41;122
69164;Ranchal;117;12;0;27;7;30;8;8;51;8;16
69165;Régnié-Durette;279;26;9;67;37;93;59;37;198;4;27
69166;Riverie;74;15;1;14;8;24;11;2;29;9;8
69167;Rivolet;141;34;6;33;14;50;24;15;91;2;22
69168;Rochetaillée-sur-Saône;373;46;4;106;39;122;78;48;131;16;39
69169;Ronno;198;12;0;23;11;46;24;37;144;4;39
69170;Rontalon;383;41;8;62;46;66;49;37;153;9;58
69171;Sain-Bel;826;72;26;138;74;120;61;51;283;17;79
69172;Salles-Arbuissonnas-en-Beaujolais;197;10;12;44;20;53;40;19;144;8;39
69173;Sarcey;289;15;7;54;21;61;47;33;156;2;41
69174;Les Sauvages;173;20;2;25;14;50;27;31;91;2;36
69175;Savigny;606;51;13;122;37;150;98;67;338;13;73
69176;Soucieu-en-Jarrest;1500;94;37;293;143;357;170;94;620;26;154
69177;Sourcieux-les-Mines;611;77;14;158;85;146;60;42;288;12;107
69178;Souzy;215;13;3;26;12;27;31;24;131;5;20
69179;Beauvallon;1289;94;24;232;113;334;153;109;629;30;128
69180;Saint-André-la-Côte;66;11;1;17;7;20;18;10;47;4;12
69181;Saint-Appolinaire;48;7;2;12;9;13;5;5;40;4;6
69182;Saint-Bonnet-des-Bruyères;146;10;4;13;9;15;16;6;89;1;9
69183;Saint-Bonnet-le-Troncy;95;7;7;21;6;13;8;11;54;3;18
69184;Sainte-Catherine;280;18;6;33;34;61;39;20;153;8;41
69186;Saint-Clément-de-Vers;68;0;1;8;3;16;10;6;65;1;9
69187;Saint-Clément-les-Places;179;25;3;38;25;37;17;17;105;4;28
69188;Saint-Clément-sur-Valsonne;289;21;6;32;16;31;19;18;123;10;34
69189;Sainte-Colombe;589;59;12;127;41;133;88;43;279;20;61
69190;Sainte-Consorce;573;68;8;151;76;194;133;90;280;22;50
69191;Saint-Cyr-au-Mont-d'Or;1824;107;28;380;171;899;595;302;623;33;163
69192;Saint-Cyr-le-Chatoux;29;7;1;12;6;17;12;7;37;4;5
69193;Saint-Cyr-sur-le-Rhône;358;19;9;99;23;133;68;51;241;8;48
69194;Saint-Didier-au-Mont-d'Or;1887;135;48;441;141;1008;817;432;673;46;161
69196;Saint-Didier-sur-Beaujeu;228;23;6;23;13;35;19;13;99;3;20
69197;Saint-Etienne-des-Oullières;790;33;13;105;41;152;89;53;413;11;59
69198;Saint-Etienne-la-Varenne;231;14;3;30;16;53;31;22;157;7;37
69199;Saint-Fons;5066;1462;62;222;72;189;79;109;658;63;226
69200;Saint-Forgeux;566;23;8;38;41;103;56;49;271;9;53
69201;Sainte-Foy-l'Argentière;421;22;6;30;15;74;32;35;202;5;27
69202;Sainte-Foy-lès-Lyon;5803;693;123;1621;593;2197;1483;716;1831;142;572
69203;Saint-Genis-l'Argentière;305;34;3;32;10;56;32;37;145;7;52
69204;Saint-Genis-Laval;5574;871;158;1386;611;1742;949;558;2040;138;580
69205;Saint-Genis-les-Ollières;1405;140;28;421;206;509;282;172;498;38;153
69206;Saint-Georges-de-Reneins;1603;93;27;169;57;257;150;125;821;26;114
69207;Saint-Germain-au-Mont-d'Or;947;115;30;252;164;190;100;74;250;16;65
69208;Saint-Germain-Nuelles;688;74;11;148;70;185;122;58;322;15;86
69209;Saint-Igny-de-Vers;236;7;1;19;6;25;21;23;120;1;17
69212;Saint-Jean-des-Vignes;148;7;5;30;7;37;23;21;66;4;24
69214;Saint-Jean-la-Bussière;363;30;10;49;22;65;40;30;221;10;41
69215;Saint-Julien;265;9;4;57;18;76;29;48;172;8;26
69216;Saint-Julien-sur-Bibost;175;10;5;35;14;37;30;24;74;6;30
69217;Saint-Just-d'Avray;218;16;4;32;25;68;59;12;122;4;32
69218;Saint-Lager;315;10;5;42;16;50;42;36;196;4;24
69219;Saint-Laurent-d'Agny;703;57;16;206;92;186;104;69;275;19;64
69220;Saint-Laurent-de-Chamousset;569;22;13;73;41;129;87;56;232;9;62
69225;Saint-Marcel-l'Eclairé;159;18;7;27;17;40;25;11;107;5;35
69227;Saint-Martin-en-Haut;1328;91;17;160;119;320;284;107;489;25;186
69228;Chabanière;1291;75;21;247;162;293;205;102;620;36;208
69229;Saint-Nizier-d'Azergues;237;13;6;29;15;36;32;13;139;5;27
69230;Sainte-Paule;121;6;3;18;9;20;21;12;41;2;29
69231;Saint-Pierre-la-Palud;959;82;23;178;89;164;106;70;371;22;98
69233;Saint-Romain-au-Mont-d'Or;335;40;2;122;61;112;67;40;121;10;33
69234;Saint-Romain-de-Popey;524;48;9;89;54;128;85;44;253;13;67
69235;Saint-Romain-en-Gal;582;70;23;124;37;129;51;64;253;17;85
69236;Saint-Romain-en-Gier;211;24;3;18;8;18;9;15;93;6;15
69238;Saint-Symphorien-sur-Coise;1189;77;16;170;83;221;115;83;552;23;89
69239;Saint-Vérand;376;22;8;67;47;98;66;45;216;8;39
69240;Saint-Vincent-de-Reins;229;12;11;21;13;38;25;17;123;1;26
69241;Taluyers;817;51;9;155;80;213;89;76;416;22;80
69242;Taponas;403;37;4;34;8;35;22;18;176;7;24
69243;Tarare;3725;382;39;298;97;418;223;165;1054;70;197
69244;Tassin-la-Demi-Lune;6010;592;89;1279;456;1875;1536;764;1995;127;526
69245;Ternand;229;22;10;34;22;54;30;17;123;8;40
69246;Theizé;318;46;3;108;62;114;81;40;145;9;49
69248;Thizy-les-Bourgs;1997;162;22;153;56;245;139;124;850;35;168
69249;Thurins;1018;61;19;164;96;267;126;92;504;26;98
69250;La Tour-de-Salvagny;1062;86;23;296;144;550;347;164;563;28;137
69252;Trèves;249;20;6;31;15;44;16;19;123;4;43
69253;Tupin-et-Semons;211;14;5;33;8;50;29;12;123;5;33
69254;Valsonne;303;32;2;26;18;46;18;20;137;9;40
69255;Vaugneray;1860;145;38;386;191;505;273;176;781;38;202
69256;Vaulx-en-Velin;16196;4040;216;579;282;508;170;296;1503;89;705
69257;Vaux-en-Beaujolais;416;37;1;47;28;56;33;36;198;5;30
69258;Vauxrenard;99;16;3;14;6;25;22;12;58;1;16
69259;Vénissieux;17233;5332;482;994;458;958;350;395;2592;144;923
69260;Vernaison;1330;153;22;280;111;392;247;109;521;20;94
69261;Vernay;25;0;0;3;2;3;6;0;13;1;0
69263;Villechenève;313;11;4;25;19;61;32;28;143;4;23
69264;Villefranche-sur-Saône;9971;1486;150;1134;476;1301;752;559;2588;174;642
69265;Ville-sur-Jarnioux;221;15;4;70;49;64;40;28;150;10;39
69266;Villeurbanne;44752;11792;738;7779;4647;5040;2746;2252;7832;691;3273
69267;Villié-Morgon;741;42;37;88;58;145;92;74;387;21;67
69268;Vourles;1095;85;16;200;80;361;212;125;485;24;97
69269;Yzeron;265;23;8;67;33;74;40;26;136;7;56
69270;Chaponnay;1295;99;24;218;105;385;250;148;813;42;127
69271;Chassieu;3497;444;53;588;226;793;417;340;1522;58;281
69272;Communay;1342;121;29;316;122;353;145;128;693;40;135
69273;Corbas;3238;496;100;463;185;546;268;275;1512;84;259
69275;Décines-Charpieu;8653;2039;177;931;390;958;615;552;3077;152;640
69276;Feyzin;3504;679;74;362;83;301;148;129;1082;59;178
69277;Genas;4215;353;50;806;277;1230;622;444;2114;79;355
69278;Genay;1762;203;29;281;129;396;216;152;726;30;123
69279;Jonage;1874;308;34;281;91;418;214;181;1118;53;172
69280;Jons;526;47;11;43;13;56;36;37;275;11;29
69281;Marennes;490;37;13;100;43;146;89;64;397;20;43
69282;Meyzieu;11434;2209;195;1399;573;1542;754;626;3478;173;850
69283;Mions;4346;685;91;570;203;693;460;265;1919;81;278
69284;Montanay;784;74;23;244;144;387;246;85;377;23;109
69285;Pusignan;1438;159;23;110;33;162;83;103;707;23;88
69286;Rillieux-la-Pape;8627;1844;130;975;341;1224;613;443;2033;132;554
69287;Saint-Bonnet-de-Mure;2078;167;43;300;109;454;272;232;1200;57;158
69288;Saint-Laurent-de-Mure;1902;207;29;223;85;369;174;164;1159;50;157
69289;Saint-Pierre-de-Chandieu;1681;127;38;205;83;344;134;122;974;43;131
69290;Saint-Priest;16500;3397;274;1330;497;1551;848;683;4153;216;947
69291;Saint-Symphorien-d'Ozon;1826;134;48;312;111;325;156;165;806;35;162
69292;Sathonay-Camp;1996;229;45;313;141;305;170;149;778;44;148
69293;Sathonay-Village;734;54;7;185;79;253;148;98;346;25;60
69294;Sérézin-du-Rhône;772;91;23;197;48;201;82;80;429;26;107
69295;Simandres;540;39;13;87;30;123;65;69;368;16;88
69296;Solaize;923;85;19;158;56;201;150;88;487;24;92
69297;Ternay;1532;178;36;287;103;410;140;102;879;31;137
69298;Toussieu;881;60;14;140;72;207;133;116;555;30;89
69299;Colombier-Saugnieu;847;48;16;97;33;120;91;99;630;24;50
70001;Abelcourt;100;0;2;10;3;9;12;7;71;5;5
70002;Aboncourt-Gesincourt;54;3;3;12;8;15;6;9;52;0;2
70003;Achey;18;1;1;1;3;3;2;2;25;2;1
70004;Adelans-et-le-Val-de-Bithaine;62;7;2;13;5;3;10;9;80;5;10
70005;Aillevans;27;1;3;6;1;8;3;4;34;2;13
70006;Aillevillers-et-Lyaumont;465;24;4;52;15;69;34;16;305;16;39
70007;Ailloncourt;98;4;0;13;5;16;3;11;74;3;8
70008;Ainvelle;33;0;0;7;0;11;4;7;56;0;4
70009;Aisey-et-Richecourt;34;0;0;1;1;8;4;0;34;0;6
70010;Alaincourt;34;1;1;3;1;6;4;1;33;0;6
70011;Amage;75;2;3;27;1;28;8;4;58;7;15
70012;Amance;183;10;6;48;11;35;8;2;155;4;19
70013;Ambiévillers;31;1;1;7;0;6;2;1;11;6;6
70014;Amblans-et-Velotte;116;7;1;37;4;24;6;6;86;3;6
70015;Amoncourt;85;1;1;4;0;12;5;5;78;1;4
70016;Amont-et-Effreney;45;5;2;9;1;13;8;2;32;1;7
70017;Anchenoncourt-et-Chazel;73;1;1;2;3;15;10;6;75;0;6
70018;Ancier;129;3;5;19;5;24;20;10;100;8;14
70019;Andelarre;56;4;2;16;1;9;8;5;38;0;3
70020;Andelarrot;65;8;0;10;7;15;7;9;47;1;14
70021;Andornay;54;1;2;6;5;11;5;3;40;5;8
70022;Angirey;31;8;1;3;3;1;3;3;32;1;9
70023;Anjeux;59;1;3;5;7;11;5;5;35;2;4
70024;Apremont;146;6;9;15;4;31;4;9;131;6;7
70025;Arbecey;95;3;0;3;3;6;9;1;72;6;11
70026;Arc-lès-Gray;891;46;23;108;22;136;56;41;451;28;49
70027;Argillières;31;0;0;4;1;8;0;2;17;2;2
70028;Aroz;45;5;3;6;2;11;5;3;34;0;10
70029;Arpenans;72;2;3;5;7;10;7;1;58;2;6
70030;Arsans;23;0;0;1;0;5;1;2;6;0;3
70031;Athesans-Etroitefontaine;185;10;9;15;6;38;24;13;154;8;23
70032;Attricourt;13;1;0;2;2;3;4;2;6;0;1
70035;Augicourt;52;0;2;3;1;10;8;3;41;0;4
70036;Aulx-lès-Cromary;41;2;1;6;4;8;1;3;33;2;3
70037;Autet;83;5;2;17;3;14;7;9;78;4;18
70038;Authoison;96;3;2;15;0;15;8;10;73;3;15
70039;Autoreille;92;4;0;24;3;14;6;4;92;6;13
70040;Autrey-lès-Cerre;76;7;1;9;1;15;7;6;69;3;8
70041;Autrey-lès-Gray;164;1;2;12;4;17;7;7;85;5;14
70042;Autrey-le-Vay;16;1;0;3;1;9;2;3;24;3;4
70043;Auvet-et-la-Chapelotte;105;8;4;8;3;10;9;11;59;2;13
70044;Auxon;116;13;4;17;13;27;12;16;81;5;17
70045;Avrigney-Virey;133;10;1;24;12;28;10;9;90;3;14
70046;Les Aynans;126;9;3;13;7;12;12;9;73;2;15
70047;Baignes;41;0;2;3;0;2;4;5;21;4;6
70048;Bard-lès-Pesmes;37;0;0;2;4;6;7;5;34;4;5
70049;Barges;31;2;0;3;0;5;2;4;22;1;3
70050;La Barre;23;2;0;3;3;4;6;0;23;1;5
70051;La Basse-Vaivre;21;0;0;1;6;0;0;2;20;0;3
70052;Bassigney;61;2;0;3;0;5;2;6;40;2;7
70053;Les Bâties;36;2;0;4;1;3;4;3;18;0;1
70054;Battrans;63;6;8;11;9;16;10;7;44;2;4
70055;Baudoncourt;186;4;4;11;5;26;12;19;137;1;17
70056;Baulay;94;0;4;13;0;21;7;4;96;3;14
70057;Bay;31;4;0;4;3;2;4;9;41;0;8
70058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;259;12;4;33;15;40;26;23;228;3;26
70059;Beaumotte-Aubertans;133;20;4;28;12;19;19;7;94;6;28
70060;Beaumotte-lès-Pin;60;5;7;11;11;23;18;4;51;4;11
70061;Belfahy;29;2;4;7;0;8;2;9;14;2;8
70062;Belmont;38;1;1;12;13;5;5;3;25;1;5
70063;Belonchamp;63;4;2;13;1;19;7;5;43;3;11
70064;Belverne;41;8;2;2;0;7;4;4;32;1;16
70065;Besnans;24;0;2;6;0;3;2;3;20;3;0
70066;Betaucourt;35;4;3;8;0;8;4;2;40;0;10
70067;Betoncourt-lès-Brotte;12;3;2;3;0;1;1;3;26;2;8
70069;Betoncourt-Saint-Pancras;14;0;0;2;3;4;1;2;17;0;3
70070;Betoncourt-sur-Mance;12;0;0;8;1;0;1;0;1;2;2
70071;Beulotte-Saint-Laurent;28;0;0;0;2;4;2;1;13;0;1
70072;Beveuge;20;1;0;6;1;5;3;3;26;0;4
70074;Blondefontaine;78;4;3;10;2;11;2;10;48;1;12
70075;Bonboillon;68;3;3;8;5;9;2;6;44;1;4
70076;Bonnevent-Velloreille;109;5;2;15;13;21;17;6;63;3;12
70077;Borey;85;11;4;14;3;18;10;6;33;3;5
70078;Bougey;36;0;1;2;1;5;4;4;24;1;0
70079;Bougnon;128;13;6;31;8;26;27;11;120;7;13
70080;Bouhans-et-Feurg;79;0;2;9;3;14;3;4;67;2;8
70081;Bouhans-lès-Lure;75;3;3;9;1;12;14;10;75;2;5
70082;Bouhans-lès-Montbozon;28;5;1;13;3;7;4;2;24;1;8
70083;Bouligney;148;8;2;10;5;20;11;13;120;1;12
70084;Boulot;156;8;3;38;14;49;25;3;126;6;16
70085;Boult;185;19;5;26;15;32;12;13;117;3;15
70086;Bourbévelle;34;0;1;6;0;1;2;0;19;0;0
70087;Bourguignon-lès-Conflans;39;5;2;4;2;13;2;2;32;2;7
70088;Bourguignon-lès-la-Charité;24;0;2;5;2;2;6;4;41;1;5
70089;Bourguignon-lès-Morey;14;1;0;4;1;7;0;0;5;1;5
70090;Boursières;24;1;1;6;0;1;2;1;15;0;3
70091;Bousseraucourt;15;1;0;0;2;4;0;3;12;0;1
70092;Bresilley;61;4;1;7;3;10;4;6;36;2;4
70093;Breuches;260;3;6;26;6;24;13;7;173;8;20
70094;Breuchotte;99;8;7;25;0;12;9;1;54;0;16
70095;Breurey-lès-Faverney;175;6;3;26;10;18;6;18;154;6;22
70096;Brevilliers;199;15;6;37;10;31;18;11;127;7;21
70097;Briaucourt;67;2;3;10;1;14;12;9;73;3;12
70098;Brotte-lès-Luxeuil;48;4;0;5;1;7;2;13;69;2;8
70099;Brotte-lès-Ray;20;1;0;0;0;2;8;1;16;3;2
70100;Broye-les-Loups-et-Verfontaine;27;1;1;6;3;3;4;2;19;0;4
70101;Broye-Aubigney-Montseugny;166;7;5;19;12;19;14;15;119;12;25
70102;Brussey;95;15;4;10;8;10;15;8;58;2;10
70103;La Bruyère;62;3;4;18;0;16;7;8;48;2;5
70104;Bucey-lès-Gy;160;15;11;31;5;46;22;8;127;5;21
70105;Bucey-lès-Traves;53;1;0;6;0;10;4;5;34;4;3
70106;Buffignécourt;31;0;1;3;1;2;0;2;43;1;11
70107;Bussières;112;8;7;29;12;22;7;4;78;7;22
70109;Buthiers;80;2;3;14;9;25;9;7;46;5;10
70111;Calmoutier;86;1;7;13;6;7;10;1;60;1;8
70112;Cemboing;52;3;0;6;1;12;6;5;60;1;5
70113;Cenans;37;2;1;6;0;10;8;1;22;0;4
70114;Cendrecourt;61;3;7;4;5;6;7;3;40;3;7
70115;Cerre-lès-Noroy;66;3;4;7;0;16;30;1;54;4;5
70116;Chagey;216;16;8;41;20;23;15;34;137;4;15
70117;Châlonvillars;400;44;13;46;25;77;31;31;289;7;49
70118;Chambornay-lès-Bellevaux;59;6;1;8;4;13;9;2;28;3;10
70119;Chambornay-lès-Pin;111;3;4;34;6;22;7;9;76;7;18
70120;Champagney;1318;62;31;139;26;120;78;100;813;49;114
70121;Champey;273;8;11;45;6;38;20;19;174;8;33
70122;Champlitte;577;28;14;64;28;97;49;38;341;15;61
70124;Champtonnay;31;4;0;3;0;3;1;2;16;1;0
70125;Champvans;66;4;0;4;1;8;11;4;45;3;8
70126;Chancey;54;8;3;7;4;7;6;8;41;1;11
70127;Chantes;30;0;0;3;0;8;5;3;22;0;1
70128;La Chapelle-lès-Luxeuil;155;8;0;12;1;12;6;6;83;5;21
70129;La Chapelle-Saint-Quillain;42;1;3;9;3;10;3;1;34;2;6
70130;Charcenne;103;3;3;10;7;31;17;1;66;1;10
70132;Chargey-lès-Gray;194;9;8;28;7;47;17;22;153;5;20
70133;Chargey-lès-Port;69;3;1;9;10;15;4;7;76;1;7
70134;Chariez;54;4;1;25;6;12;10;4;40;5;10
70135;Charmes-Saint-Valbert;9;3;0;4;1;0;2;1;9;0;1
70136;Charmoille;142;4;4;19;11;27;15;13;103;2;12
70137;Chassey-lès-Montbozon;79;1;0;10;2;13;7;4;73;4;15
70138;Chassey-lès-Scey;24;2;1;4;0;7;4;3;38;2;6
70140;Châteney;19;0;1;0;0;0;8;1;21;2;1
70141;Châtenois;43;0;2;20;4;4;7;2;30;2;4
70142;Chaumercenne;46;3;1;5;2;10;9;5;44;3;6
70143;Chauvirey-le-Châtel;30;0;0;0;0;2;5;5;36;2;1
70144;Chauvirey-le-Vieil;14;0;0;4;2;2;1;0;14;0;3
70145;Chaux-la-Lotière;153;14;4;56;10;26;9;6;79;4;22
70146;Chaux-lès-Port;29;3;0;8;2;3;3;2;46;1;11
70147;Chavanne;63;7;5;9;6;5;4;2;47;2;10
70148;Chemilly;18;0;0;5;0;9;5;4;20;0;6
70149;Chenebier;244;17;15;27;21;35;14;16;154;14;39
70150;Chenevrey-et-Morogne;87;12;2;21;2;15;4;9;43;2;13
70151;Chevigney;13;2;2;0;1;4;7;0;8;0;3
70152;Choye;150;12;1;25;8;11;15;16;81;7;17
70153;Cintrey;34;2;0;3;0;15;2;1;23;1;1
70154;Cirey;100;8;3;11;12;21;15;5;71;8;18
70155;Citers;272;7;12;45;17;33;20;20;206;8;16
70156;Citey;20;2;2;6;1;4;2;4;43;3;4
70157;Clairegoutte;110;6;9;25;10;5;6;8;92;6;9
70158;Clans;43;0;1;5;0;2;3;2;24;0;4
70159;Cognières;25;1;0;8;4;7;1;4;27;0;6
70160;Coisevaux;121;12;0;13;5;12;6;6;99;8;12
70162;Colombe-lès-Vesoul;110;6;4;33;11;39;39;11;89;10;17
70163;Colombier;102;11;3;26;5;22;18;15;67;6;19
70164;Colombotte;10;3;0;2;1;5;4;1;18;0;1
70165;Combeaufontaine;137;7;7;16;4;37;13;7;140;6;14
70166;Comberjon;39;9;4;11;0;20;3;7;24;1;7
70167;Conflandey;123;5;4;23;10;19;4;3;90;4;9
70168;Conflans-sur-Lanterne;170;12;7;6;5;30;22;23;154;6;17
70169;Confracourt;69;5;1;10;9;2;8;4;49;4;10
70170;Contréglise;28;1;1;6;2;2;1;2;29;4;4
70171;Corbenay;482;22;8;49;7;64;32;23;283;14;35
70172;La Corbière;25;0;0;14;0;3;2;2;24;3;3
70174;Cordonnet;30;3;1;16;1;12;5;5;29;0;6
70175;Cornot;37;0;0;7;5;9;2;2;46;0;4
70176;Corravillers;84;2;1;3;3;7;4;2;48;2;6
70177;Corre;191;7;5;20;5;25;23;12;138;8;17
70178;La Côte;160;5;8;8;1;30;13;7;164;4;16
70179;Coulevon;32;16;3;10;6;14;10;4;29;4;14
70180;Courchaton;123;11;5;18;13;25;11;18;96;4;17
70181;Courcuire;40;3;3;6;1;7;4;3;30;2;4
70182;Courmont;27;5;2;4;4;8;1;1;23;2;10
70183;Courtesoult-et-Gatey;18;0;1;4;1;3;0;1;17;1;12
70184;Couthenans;234;19;13;35;8;40;13;12;137;4;28
70185;Cresancey;62;0;0;1;1;14;7;3;55;2;5
70186;La Creuse;27;0;1;3;0;9;0;6;9;0;2
70187;Crevans-et-la-Chapelle-lès-Granges;67;2;3;9;0;14;7;9;70;1;8
70188;Creveney;16;0;0;3;1;5;2;0;15;0;0
70189;Cromary;74;4;2;25;14;18;7;9;36;1;9
70190;Cubry-lès-Faverney;39;5;3;5;0;12;3;2;35;2;7
70192;Cugney;65;2;1;8;2;16;16;4;43;0;6
70193;Cult;56;4;2;19;4;12;7;4;43;0;6
70194;Cuve;53;4;0;3;0;3;2;3;40;1;5
70195;Dambenoît-lès-Colombe;88;12;2;9;9;10;14;11;56;4;17
70196;Dampierre-lès-Conflans;83;2;2;15;9;21;10;8;52;2;6
70197;Dampierre-sur-Linotte;217;25;6;28;19;42;24;19;148;10;40
70198;Dampierre-sur-Salon;312;10;9;41;11;43;40;37;221;13;38
70199;Dampvalley-lès-Colombe;32;3;1;8;0;2;2;1;21;2;8
70200;Dampvalley-Saint-Pancras;16;0;0;2;1;2;0;4;17;0;3
70201;Delain;53;1;0;3;1;9;7;7;57;2;7
70202;Demangevelle;113;3;3;6;6;11;1;5;62;0;12
70203;La Demie;20;2;2;8;12;13;3;3;25;1;7
70204;Denèvre;44;2;1;4;1;7;9;7;34;3;7
70205;Echavanne;89;5;3;8;6;10;9;4;62;0;6
70206;Echenans-sous-Mont-Vaudois;196;11;15;29;12;56;19;10;88;7;28
70207;Echenoz-la-Méline;1065;92;26;153;71;181;103;81;539;35;76
70208;Echenoz-le-Sec;98;12;2;10;5;19;9;2;53;4;11
70210;Ecromagny;59;3;2;11;9;4;6;5;30;6;5
70211;Ecuelle;28;0;1;0;0;2;3;3;28;1;4
70213;Ehuns;62;3;1;2;0;10;10;5;79;1;6
70214;Equevilley;30;2;1;10;2;10;6;2;17;1;8
70215;Errevet;108;12;2;29;9;20;14;5;42;6;9
70216;Esboz-Brest;159;12;7;27;17;15;14;7;95;2;7
70217;Esmoulières;42;0;0;1;2;2;3;8;32;3;3
70218;Esmoulins;36;0;1;5;1;10;7;6;28;1;5
70219;Esprels;206;16;7;29;10;27;24;13;167;15;21
70220;Essertenne-et-Cecey;110;5;6;21;5;16;5;13;103;3;18
70221;Etobon;88;10;1;13;9;14;12;11;73;9;13
70222;Etrelles-et-la-Montbleuse;27;0;2;2;1;3;2;1;33;0;4
70224;Etuz;180;19;6;53;12;47;17;16;105;18;24
70225;Fahy-lès-Autrey;37;0;0;6;0;4;6;1;45;0;4
70226;Fallon;117;5;6;15;4;11;16;3;79;3;7
70227;Faucogney-et-la-Mer;168;17;2;26;10;27;17;11;83;6;13
70228;Faverney;278;15;9;55;9;35;18;15;170;11;19
70229;Faymont;59;1;5;22;5;10;4;9;81;3;20
70230;Fédry;31;1;1;0;1;9;6;3;26;3;6
70231;Ferrières-lès-Ray;8;0;0;0;0;0;4;0;18;0;2
70232;Ferrières-lès-Scey;40;2;0;12;3;10;4;3;32;0;4
70233;Les Fessey;33;0;0;0;1;3;15;1;39;0;10
70234;Filain;53;6;6;9;2;16;16;7;32;0;13
70235;Flagy;49;0;1;8;1;21;3;3;23;0;7
70236;Fleurey-lès-Faverney;172;4;2;9;9;13;17;12;103;5;11
70237;Fleurey-lès-Lavoncourt;39;0;2;2;0;1;4;7;34;0;2
70238;Fleurey-lès-Saint-Loup;63;1;0;0;1;5;5;2;37;1;4
70239;Fondremand;50;0;4;16;11;17;8;5;44;0;5
