CODGEO;LIBGEO;Abstention;La France Insoumise;Parti Communiste;PS - Place Publique;Les Écologistes;Renaissance;Les Républicains;Reconquête;Rassemblement National;Parti Animaliste;Divers
43069;Chenereilles;113;4;1;17;11;18;12;7;66;0;16
43070;Chilhac;66;13;2;16;4;12;8;4;28;4;12
43071;Chomelix;208;9;5;38;12;34;26;13;50;1;12
43072;La Chomette;46;2;1;8;1;8;13;5;28;1;6
43073;Cistrières;63;5;2;4;6;7;16;9;33;1;8
43074;Cohade;296;12;10;41;7;45;39;20;139;11;18
43075;Collat;24;5;2;3;1;7;11;1;20;3;6
43076;Connangles;47;3;1;4;3;19;9;8;21;0;9
43077;Costaros;165;6;4;23;7;14;35;13;131;4;10
43078;Coubon;1046;64;46;199;74;170;198;69;558;32;107
43079;Couteuges;76;8;5;15;2;5;16;2;39;3;13
43080;Craponne-sur-Arzon;708;27;20;69;23;120;90;56;317;17;56
43082;Cronce;45;1;0;0;2;2;6;2;15;0;6
43083;Cubelles;58;1;3;1;0;7;8;7;30;0;6
43084;Cussac-sur-Loire;526;39;21;122;27;72;88;43;334;16;68
43085;Desges;22;3;2;3;0;4;7;0;5;2;3
43086;Domeyrat;52;10;4;14;5;2;18;9;27;3;11
43087;Dunières;896;30;9;96;27;154;120;62;517;11;87
43088;Espalem;124;5;2;12;10;9;26;7;67;2;14
43089;Espaly-Saint-Marcel;1112;95;25;208;68;160;153;72;434;31;101
43090;Esplantas-Vazeilles;43;1;1;7;0;7;20;3;29;2;9
43091;Les Estables;108;12;3;27;11;16;25;23;71;2;12
43092;Fay-sur-Lignon;119;12;3;14;9;20;23;10;57;1;14
43093;Félines;116;5;1;14;12;16;20;11;62;6;19
43094;Ferrussac;31;0;1;6;1;3;4;2;24;2;2
43095;Fix-Saint-Geneys;49;6;3;2;2;4;11;9;26;1;14
43096;Fontannes;252;19;17;40;19;58;30;10;122;11;42
43097;Freycenet-la-Cuche;43;2;0;7;2;4;17;8;38;0;13
43098;Freycenet-la-Tour;48;10;3;11;1;6;8;5;17;1;7
43099;Frugerès-les-Mines;161;13;8;15;2;25;8;10;93;3;15
43100;Frugières-le-Pin;68;10;6;11;1;5;7;5;37;3;9
43101;Goudet;33;5;2;4;3;11;6;4;22;7;6
43102;Grazac;349;23;8;43;19;46;48;31;292;11;43
43103;Grenier-Montgon;46;4;7;7;4;7;4;2;35;2;2
43104;Grèzes;76;2;0;5;7;15;12;8;42;1;22
43105;Javaugues;58;9;1;11;1;12;16;3;34;7;11
43106;Jax;46;11;1;6;7;14;3;2;30;1;8
43107;Josat;44;1;1;3;4;2;7;3;14;0;13
43108;Jullianges;161;6;2;8;9;15;32;13;80;10;28
43109;Lafarre;33;1;4;3;6;4;3;4;13;1;5
43110;Lamothe;285;23;12;46;8;46;43;15;120;3;48
43111;Landos;292;15;4;25;5;55;46;21;185;10;32
43112;Langeac;1338;94;65;187;72;192;138;65;414;28;132
43113;Lantriac;696;48;35;113;36;92;91;43;344;10;52
43114;Lapte;693;41;9;85;37;84;67;27;314;21;78
43115;Laussonne;347;32;10;54;24;48;48;41;178;7;45
43116;Laval-sur-Doulon;22;1;2;4;0;6;2;0;17;0;2
43117;Lavaudieu;105;8;5;19;13;19;18;5;27;5;13
43118;Lavoûte-Chilhac;120;6;1;12;3;22;28;5;51;1;14
43119;Lavoûte-sur-Loire;228;18;4;39;13;39;28;22;116;3;29
43120;Lempdes-sur-Allagnon;499;28;34;55;2;47;28;21;200;5;50
43121;Léotoing;70;4;5;14;11;7;12;3;39;0;15
43122;Lissac;110;1;2;8;8;15;21;6;53;5;15
43123;Lorlanges;74;14;8;13;4;27;26;13;75;2;19
43124;Loudes;364;29;6;46;18;36;43;17;150;5;49
43125;Lubilhac;45;6;3;6;5;6;2;9;16;2;10
43126;Malrevers;275;12;10;41;14;30;37;24;134;6;34
43127;Malvalette;309;23;10;49;17;28;25;18;156;7;23
43128;Malvières;34;13;1;9;10;7;10;5;13;0;9
43129;Le Mas-de-Tence;51;12;5;6;2;6;28;6;49;4;14
43130;Mazet-Saint-Voy;444;19;14;105;33;97;38;18;111;11;51
43131;Mazerat-Aurouze;64;9;5;18;6;9;9;6;28;2;12
43132;Mazeyrat-d'Allier;614;28;17;75;13;56;67;33;258;12;67
43133;Mercoeur;61;3;1;5;0;5;20;9;22;0;12
43134;Mézères;54;10;3;5;10;14;17;6;41;3;7
43135;Le Monastier-sur-Gazeille;540;49;24;94;41;66;79;34;306;8;67
43136;Monistrol-d'Allier;75;8;5;24;6;9;13;7;48;1;5
43137;Monistrol-sur-Loire;3182;226;88;433;181;410;393;203;1635;69;309
43138;Monlet;171;3;4;16;8;20;25;5;73;5;21
43139;Montclard;17;0;1;0;0;0;5;0;12;1;5
43140;Le Monteil;229;24;10;37;10;57;40;13;96;0;24
43141;Montfaucon-en-Velay;405;12;5;40;9;64;75;29;222;9;37
43142;Montregard;214;3;3;27;7;27;33;23;102;3;25
43143;Montusclat;56;4;4;5;7;6;11;10;27;2;5
43144;Moudeyres;46;2;1;2;0;7;10;6;18;1;4
43145;Ouides;16;1;0;2;4;1;9;2;19;0;2
43147;Paulhac;237;13;15;26;9;54;30;11;115;8;12
43148;Paulhaguet;284;10;8;27;12;25;23;12;132;4;36
43149;Pébrac;36;4;6;7;3;12;7;0;15;0;13
43150;Le Pertuis;148;28;6;31;22;25;29;10;105;7;34
43151;Pinols;89;5;10;8;3;13;8;7;39;4;11
43152;Polignac;979;49;20;194;92;143;196;61;452;34;124
43153;Pont-Salomon;556;58;22;74;30;41;38;34;376;19;56
43154;Pradelles;156;8;12;29;5;14;19;7;83;5;18
43155;Prades;33;1;5;8;3;6;11;3;15;1;7
43156;Présailles;77;3;1;8;1;4;8;7;32;2;5
43157;Le Puy-en-Velay;6144;693;139;910;362;759;748;340;1510;136;409
43158;Queyrières;106;15;6;43;19;16;15;7;71;4;17
43159;Raucoules;280;17;10;29;11;39;60;21;226;5;38
43160;Rauret;54;13;0;6;1;21;15;9;52;2;9
43162;Retournac;947;78;47;144;68;127;102;70;611;39;121
43163;Riotord;371;21;6;36;18;62;83;40;253;5;55
43164;Roche-en-Régnier;172;14;11;51;14;20;29;18;101;7;18
43165;Rosières;504;23;12;94;40;68;67;39;259;13;57
43166;Saint-André-de-Chalencon;103;21;12;19;12;20;24;4;75;4;22
43167;Saint-Arcons-d'Allier;68;8;2;6;5;9;23;7;42;0;13
43168;Saint-Arcons-de-Barges;51;2;2;4;3;9;10;16;26;1;5
43169;Saint-Austremoine;26;1;0;4;0;2;6;1;8;0;12
43170;Saint-Beauzire;120;7;8;21;5;9;17;11;72;4;14
43171;Saint-Bérain;30;4;1;8;3;5;15;4;18;0;11
43172;Saint-Bonnet-le-Froid;79;2;1;13;9;29;10;4;27;0;21
43173;Saint-Christophe-d'Allier;38;8;3;4;5;11;11;7;11;1;7
43174;Saint-Christophe-sur-Dolaison;305;28;12;73;10;53;58;24;174;11;29
43175;Saint-Cirgues;52;1;2;7;4;12;5;1;33;1;15
43177;Saint-Didier-en-Velay;1200;75;25;169;58;175;146;111;633;32;114
43178;Saint-Didier-sur-Doulon;62;8;2;10;13;23;19;11;36;2;13
43180;Saint-Etienne-du-Vigan;40;1;0;3;0;4;11;5;32;4;5
43181;Saint-Etienne-Lardeyrol;274;22;18;47;39;37;36;14;110;5;29
43182;Saint-Etienne-sur-Blesle;20;1;3;1;2;4;5;3;13;0;6
43183;Sainte-Eugénie-de-Villeneuve;31;1;1;9;2;10;9;6;13;1;6
43184;Saint-Ferréol-d'Auroure;773;40;28;90;42;107;90;64;575;27;74
43185;Sainte-Florine;1224;57;62;165;23;116;62;40;480;30;80
43186;Saint-Front;142;16;9;26;8;21;43;17;78;5;21
43187;Saint-Geneys-près-Saint-Paulien;100;4;2;14;7;10;13;7;70;4;30
43188;Saint-Georges-d'Aurac;187;6;8;15;4;16;12;9;70;4;13
43189;Saint-Georges-Lagricol;178;7;6;22;8;38;33;12;73;6;35
43190;Saint-Germain-Laprade;1256;77;64;243;77;199;182;65;591;15;121
43191;Saint-Géron;91;5;8;20;3;12;7;5;42;0;18
43192;Saint-Haon;119;5;5;17;1;15;14;21;65;2;16
43193;Saint-Hilaire;54;3;0;17;6;1;10;5;39;2;15
43194;Saint-Hostien;226;21;8;42;31;30;36;19;93;12;30
43195;Saint-Ilpize;85;11;6;28;5;10;11;12;30;2;13
43196;Saint-Jean-d'Aubrigoux;77;6;3;4;4;9;8;6;38;0;23
43197;Saint-Jean-de-Nay;130;10;3;20;2;17;21;11;75;1;22
43198;Saint-Jean-Lachalm;112;8;0;15;4;17;24;4;61;2;18
43199;Saint-Jeures;390;22;8;52;39;61;48;20;163;3;48
43200;Saint-Julien-Chapteuil;669;55;19;127;63;103;106;45;248;20;100
43201;Saint-Julien-d'Ance;122;6;1;14;9;14;15;4;49;2;9
43202;Saint-Julien-des-Chazes;31;1;2;10;3;11;6;1;11;0;10
43203;Saint-Julien-du-Pinet;134;21;5;38;14;23;35;25;86;9;28
43204;Saint-Julien-Molhesabate;63;3;3;13;5;9;20;6;18;0;11
43205;Saint-Just-Malmont;1361;91;38;185;80;186;162;94;830;34;133
43206;Saint-Just-près-Brioude;170;14;8;33;14;34;20;7;52;7;21
43207;Saint-Laurent-Chabreuges;89;6;6;14;4;23;5;9;40;5;6
43208;Sainte-Marguerite;11;0;1;5;5;7;1;0;9;0;1
43210;Saint-Martin-de-Fugères;87;10;3;11;6;10;18;5;68;0;19
43211;Saint-Maurice-de-Lignon;871;48;12;103;30;104;100;41;534;26;69
43212;Saint-Pal-de-Chalencon;442;15;1;33;18;54;68;16;179;6;57
43213;Saint-Pal-de-Mons;779;61;11;109;69;98;104;65;413;16;72
43214;Saint-Pal-de-Senouire;35;4;1;6;3;7;8;3;26;0;8
43215;Saint-Paul-de-Tartas;74;3;3;8;2;22;7;10;56;3;18
43216;Saint-Paulien;737;32;29;113;37;106;93;62;378;23;91
43217;Saint-Pierre-du-Champ;203;14;7;34;13;32;30;18;104;9;30
43218;Saint-Pierre-Eynac;395;35;27;77;39;52;42;33;198;14;50
43219;Saint-Préjet-Armandon;36;10;1;17;3;1;2;1;16;3;7
43220;Saint-Préjet-d'Allier;79;8;4;6;4;13;13;3;29;2;10
43221;Saint-Privat-d'Allier;157;12;6;28;14;37;21;4;67;2;26
43222;Saint-Privat-du-Dragon;53;10;3;5;4;8;12;5;29;4;11
43223;Saint-Romain-Lachalm;344;32;3;35;32;66;48;38;267;4;43
43224;Sainte-Sigolène;2319;128;22;183;83;239;180;129;901;20;244
43225;Saint-Vénérand;13;2;1;3;0;5;5;1;15;2;6
43226;Saint-Vert;47;2;1;7;2;6;7;4;17;0;7
43227;Saint-Victor-Malescours;224;15;13;27;24;42;41;26;152;7;45
43228;Saint-Victor-sur-Arlanc;46;3;1;7;4;6;7;4;21;1;5
43229;Saint-Vidal;153;12;10;49;6;29;18;13;121;4;23
43230;Saint-Vincent;389;32;12;49;16;44;48;36;214;10;29
43231;Salettes;60;2;4;14;7;19;4;8;59;5;10
43232;Salzuit;115;6;3;11;2;13;28;9;57;3;14
43233;Sanssac-l'Eglise;350;25;14;66;21;50;72;38;227;11;34
43234;Saugues;645;24;8;65;14;99;138;40;254;10;93
43236;La Séauve-sur-Semène;415;30;6;50;30;69;46;36;262;11;39
43237;Sembadel;97;10;2;10;5;15;4;12;70;6;14
43238;Séneujols;84;10;9;19;11;10;21;7;93;4;27
43239;Siaugues-Sainte-Marie;284;13;11;33;11;40;54;23;149;8;41
43240;Solignac-sous-Roche;96;8;14;15;3;12;9;5;56;3;13
43241;Solignac-sur-Loire;390;22;18;74;23;62;85;26;225;10;58
43242;Tailhac;16;5;0;4;1;2;7;2;5;0;7
43244;Tence;1181;96;29;153;64;191;124;93;521;28;115
43245;Thoras;94;1;1;10;1;19;26;7;43;1;20
43246;Tiranges;153;14;11;15;5;36;20;17;99;5;26
43247;Torsiac;26;0;0;3;1;4;9;1;11;2;4
43249;Valprivas;148;12;3;28;18;34;31;21;116;5;34
43250;Vals-le-Chastel;18;3;0;2;2;2;0;0;12;2;1
43251;Vals-près-le-Puy;948;78;36;192;79;206;185;65;375;25;104
43252;Varennes-Saint-Honorat;12;3;0;4;2;3;0;0;7;0;1
43253;Les Vastres;111;7;1;11;9;10;9;3;40;2;21
43254;Vazeilles-Limandre;81;3;1;10;2;17;12;17;38;1;16
43256;Venteuges;149;4;5;13;6;21;30;5;53;2;15
43257;Vergezac;156;3;2;19;3;25;27;13;109;4;20
43258;Vergongheon;712;42;31;75;12;70;40;27;258;15;64
43259;Vernassal;116;7;1;15;3;41;40;14;65;3;17
43260;Le Vernet;9;2;0;1;1;2;2;1;3;1;2
43261;Vézézoux;208;6;9;33;8;24;19;15;137;6;18
43262;Vieille-Brioude;436;37;27;102;29;50;61;22;164;13;56
43263;Vielprat;29;3;4;8;0;2;3;3;18;1;5
43264;Villeneuve-d'Allier;120;11;1;22;7;14;14;15;26;2;15
43265;Les Villettes;466;26;14;66;46;51;47;31;282;11;58
43267;Vorey;528;29;15;68;28;76;69;40;261;13;66
43268;Yssingeaux;2402;153;48;362;133;390;394;175;1355;55;233
44001;Abbaretz;818;66;17;97;55;113;71;32;227;11;78
44002;Aigrefeuille-sur-Maine;1494;119;30;247;120;306;98;60;415;22;112
44003;Ancenis-Saint-Géréon;3863;375;86;863;385;898;343;203;997;73;338
44005;Chaumes-en-Retz;2630;165;68;373;181;406;201;131;928;50;290
44006;Assérac;733;60;20;135;63;125;77;38;241;17;95
44007;Avessac;918;104;14;136;62;109;45;43;325;19;110
44009;Basse-Goulaine;3025;274;102;942;406;1027;458;214;923;59;265
44010;Batz-sur-Mer;1296;55;31;281;105;322;146;107;446;39;121
44012;La Bernerie-en-Retz;1187;106;58;382;102;367;144;107;480;44;109
44013;Besné;1268;77;41;168;73;143;72;41;401;20;109
44014;Le Bignon;1313;129;39;288;146;306;133;69;404;21;167
44015;Blain;3636;329;111;647;320;502;199;139;1067;63;291
44016;La Boissière-du-Doré;373;32;12;61;21;54;25;18;147;10;51
44018;Bouaye;2687;237;92;749;325;618;262;115;749;64;267
44019;Bouée;341;34;10;47;37;56;25;24;145;8;39
44020;Bouguenais;7382;898;211;1684;833;1023;386;253;1597;154;530
44021;Villeneuve-en-Retz;1887;111;34;240;115;295;148;95;749;42;216
44022;Boussay;1060;62;27;136;77;208;95;38;300;15;118
44023;Bouvron;1098;80;23;174;140;159;78;38;317;17;135
44024;Brains;974;87;59;274;92;171;75;45;337;18;115
44025;Campbon;1250;112;49;291;177;226;101;52;449;25;161
44026;Carquefou;6951;537;144;1724;732;1957;830;421;1654;161;653
44027;Casson;893;65;16;200;89;129;84;34;308;16;85
44028;Le Cellier;1467;134;32;341;224;278;114;83;424;30;141
44029;Divatte-sur-Loire;2602;156;52;405;224;497;220;107;902;61;249
44030;La Chapelle-des-Marais;1486;90;67;287;68;199;91;47;570;39;163
44031;La Chapelle-Glain;292;13;1;12;12;60;21;7;94;6;36
44032;La Chapelle-Heulin;1231;88;32;208;124;297;125;61;362;19;110
44033;La Chapelle-Launay;1217;100;48;273;109;186;68;36;373;27;110
44035;La Chapelle-sur-Erdre;6543;683;193;2353;965;1800;686;398;1625;147;666
44036;Châteaubriant;4745;266;90;630;214;732;358;200;1128;68;278
44037;Château-Thébaud;970;81;26;264;120;224;99;109;298;12;95
44038;Chauvé;1054;66;21;123;71;169;92;55;408;18;109
44039;Cheix-en-Retz;416;35;25;67;28;52;15;16;177;14;63
44041;La Chevrolière;2218;143;66;411;176;385;197;132;760;43;219
44043;Clisson;2464;325;68;739;441;639;261;142;548;56;224
44044;Conquereuil;357;63;14;45;35;60;10;16;163;10;34
44045;Cordemais;1392;88;38;240;99;203;76;52;506;29;111
44046;Corsept;1171;48;36;148;52;142;80;28;372;18;95
44047;Couëron;8067;874;327;1932;953;1225;480;276;2091;146;665
44048;Couffé;937;87;28;132;77;146;74;41;319;12;99
44049;Le Croisic;1633;71;48;343;92;496;210;127;635;49;126
44050;Crossac;1119;64;43;183;57;129;56;37;398;20;126
44051;Derval;1300;105;31;172;87;180;73;49;309;20;90
44052;Donges;2893;174;95;343;102;226;104;98;1109;49;210
44053;Drefféac;847;63;34;106;27;127;41;46;307;20;75
44054;Erbray;1277;45;25;173;48;176;88;49;327;15;101
44055;La Baule-Escoublac;6690;224;126;1202;369;2232;1622;1081;2429;184;418
44056;Fay-de-Bretagne;1291;109;31;222;137;219;86;44;438;21;140
44057;Fégréac;767;79;29;123;74;119;53;36;325;13;87
44058;Fercé;178;13;3;26;9;20;6;8;60;3;22
44061;Frossay;1310;54;17;151;68;208;98;45;384;21;103
44062;Le Gâvre;645;50;24;118;62;84;40;25;160;11;76
44063;Gétigné;1305;125;33;250;135;288;158;71;445;28;139
44064;Gorges;1616;153;49;426;191;320;175;66;514;41;192
44065;Grand-Auverné;291;22;5;33;16;67;22;8;94;9;20
44066;Grandchamp-des-Fontaines;2208;171;62;497;258;448;176;110;715;51;226
44067;Guémené-Penfao;1882;194;46;307;143;271;134;128;565;37;188
44068;Guenrouet;1157;128;37;210;108;200;75;56;436;30;159
44069;Guérande;6158;395;130;1392;533;1584;835;512;2041;127;656
44070;La Haie-Fouassière;1634;156;47;473;207;333;140;58;524;31;189
44071;Haute-Goulaine;2118;140;53;561;241;582;265;116;657;46;227
44072;Herbignac;2672;171;68;417;158;398;166;130;901;47;296
44073;Héric;2506;175;55;350;214;384;194;101;726;39;237
44074;Indre;1184;222;68;436;277;214;51;44;302;22;128
44075;Issé;697;46;18;82;28;96;46;51;254;10;46
44076;Jans;523;24;15;53;45;64;36;15;130;10;57
44077;Joué-sur-Erdre;866;79;16;129;88;122;57;21;317;18;95
44078;Juigné-des-Moutiers;111;4;0;14;9;14;7;9;70;4;14
44079;Le Landreau;1160;82;24;202;115;172;99;47;345;23;102
44080;Lavau-sur-Loire;244;42;18;75;43;43;15;7;70;10;28
44081;Legé;1622;82;20;186;91;295;108;72;613;27;135
44082;Ligné;1711;128;51;315;175;332;155;97;735;73;192
44083;La Limouzinière;923;54;19;90;44;115;68;38;301;28;86
44084;Le Loroux-Bottereau;2879;215;69;520;287;577;268;129;938;56;263
44085;Louisfert;354;25;8;43;25;42;22;16;158;8;36
44086;Lusanger;411;20;16;25;21;54;25;9;107;6;49
44087;Machecoul-Saint-Même;2951;168;53;404;177;558;242;155;976;51;336
44088;Maisdon-sur-Sèvre;1010;100;24;203;133;200;89;51;279;24;116
44089;Malville;1113;90;42;249;112;188;85;48;446;29;122
44090;La Marne;608;27;8;54;23;83;44;12;229;6;64
44091;Marsac-sur-Don;607;53;11;86;43;77;52;22;178;10;47
44092;Massérac;275;25;10;38;35;35;16;10;95;10;35
44094;Mauves-sur-Loire;1178;126;34;317;151;252;106;48;294;29;106
44095;La Meilleraye-de-Bretagne;483;27;17;57;17;78;35;22;148;13;50
44096;Mésanger;1722;106;41;238;108;287;113;80;709;16;182
44097;Mesquer;729;62;37;302;104;312;168;89;285;21;102
44098;Missillac;2026;122;58;264;88;315;116;95;692;42;156
44099;Moisdon-la-Rivière;694;49;11;80;45;156;82;38;185;17;76
44100;Monnières;835;73;11;172;112;169;77;37;206;15;95
44101;La Montagne;2195;375;107;630;307;312;105;59;527;40;204
44102;Montbert;1070;80;22;235;104;225;124;48;376;27;121
44103;Montoir-de-Bretagne;2895;153;92;327;96;245;73;83;909;54;207
44104;Montrelais;290;34;8;41;35;44;23;17;107;4;37
44105;Mouais;95;20;2;16;5;17;4;3;58;3;14
44106;Les Moutiers-en-Retz;701;36;27;200;63;201;60;53;271;20;73
44107;Mouzeil;757;58;25;133;45;82;54;23;277;14;58
44108;Mouzillon;1005;87;37;161;119;196;100;48;259;19;135
44109;Nantes;85133;17243;1763;26722;15390;16418;9068;4889;12468;1445;6760
44110;Nort-sur-Erdre;3224;322;71;725;378;637;259;155;922;61;343
44111;Notre-Dame-des-Landes;918;66;21;133;112;95;33;19;246;13;83
44112;Noyal-sur-Brutz;214;11;5;20;6;28;21;9;85;6;20
44113;Nozay;1453;141;28;235;176;283;132;73;441;25;139
44114;Orvault;8637;919;199;2639;1095;2500;1149;582;1913;172;682
44115;Oudon;1358;184;36;323;166;236;91;74;411;18;196
44116;Paimboeuf;1050;113;21;173;43;110;47;63;299;32;92
44117;Le Pallet;1068;137;37;273;158;212;110;39;352;22;120
44118;Pannecé;487;32;9;49;44;45;24;11;190;6;55
44119;Paulx;724;33;12;93;34;105;47;30;227;14;66
44120;Le Pellerin;1677;227;73;363;187;233;90;83;610;44;150
44121;Petit-Auverné;133;17;6;17;6;29;10;4;58;2;13
44122;Petit-Mars;1278;82;16;237;84;238;105;57;528;32;143
44123;Pierric;359;25;9;45;22;53;20;17;128;10;41
44124;Le Pin;255;14;2;26;13;45;29;10;107;4;18
44125;Piriac-sur-Mer;935;56;35;300;69;427;170;123;372;24;97
44126;La Plaine-sur-Mer;1663;94;54;378;100;394;151;123;753;47;165
44127;La Planche;1019;60;19;125;48;168;70;48;293;16;102
44128;Plessé;1937;175;63;304;212;262;91;87;613;41;232
44129;Pontchâteau;4210;257;143;587;239;597;262;174;1295;67;346
44130;Pont-Saint-Martin;2502;148;55;552;214;489;202;106;741;50;191
44131;Pornic;6747;408;110;1559;574;2016;964;593;2210;137;606
44132;Pornichet;4655;214;87;1125;379;1459;690;437;1531;112;368
44133;Port-Saint-Père;1033;121;29;217;106;193;87;58;379;18;108
44134;Pouillé-les-Côteaux;368;19;4;41;22;58;18;19;155;3;40
44135;Le Pouliguen;1866;67;45;340;112;691;372;267;629;67;141
44136;Préfailles;600;46;20;196;63;241;145;67;190;20;51
44137;Prinquiau;1022;96;45;216;84;191;80;46;456;27;117
44138;Puceul;385;24;12;77;23;60;25;18;118;7;43
44139;Quilly;494;54;9;82;38;49;22;17;171;6;42
44140;La Regrippière;484;36;11;80;40;103;27;24;217;16;71
44141;La Remaudière;444;28;8;64;32;57;39;16;124;11;47
44142;Remouillé;707;51;22;110;59;120;60;29;187;17;70
44143;Rezé;13870;2487;479;4325;2372;2173;788;431;2523;246;1232
44144;Riaillé;818;54;19;135;78;104;52;33;259;17;93
44145;Rouans;1147;100;27;182;95;165;72;55;398;24;150
44146;Rougé;949;54;21;83;44;102;56;34;303;20;65
44148;Ruffigné;211;7;6;21;17;32;13;21;88;6;42
44149;Saffré;1422;142;33;256;171;178;92;45;414;32;115
44150;Saint-Aignan-Grandlieu;1501;88;60;285;101;245;141;80;513;29;125
44151;Saint-André-des-Eaux;2409;121;52;405;171;551;260;176;947;55;255
44152;Sainte-Anne-sur-Brivet;1149;85;31;186;89;143;63;34;402;20;119
44153;Saint-Aubin-des-Châteaux;630;44;11;77;37;70;34;40;209;11;57
44154;Saint-Brevin-les-Pins;5299;348;160;1209;478;1309;450;348;1807;115;446
44155;Saint-Colomban;1152;109;35;147;95;185;80;59;450;34;121
44156;Corcoué-sur-Logne;1129;116;17;127;84;164;62;52;308;17;142
44157;Saint-Etienne-de-Mer-Morte;567;24;8;63;13;95;46;27;239;9;78
44158;Saint-Etienne-de-Montluc;2671;224;76;700;338;567;245;148;744;49;230
44159;Saint-Fiacre-sur-Maine;394;50;12;115;67;120;55;33;123;4;36
44161;Saint-Gildas-des-Bois;1334;79;32;165;49;233;94;51;528;37;122
44162;Saint-Herblain;15695;2300;446;3891;1739;2498;974;597;3133;290;1184
44163;Vair-sur-Loire;1723;129;36;326;125;285;133;68;636;25;172
44164;Saint-Hilaire-de-Chaléons;842;86;27;127;63;106;59;36;273;21;95
44165;Saint-Hilaire-de-Clisson;828;78;20;172;98;171;76;40;254;12;94
44166;Saint-Jean-de-Boiseau;2041;268;68;502;266;318;104;84;570;33;205
44168;Saint-Joachim;1541;99;105;268;70;157;51;67;656;42;176
44169;Saint-Julien-de-Concelles;2677;227;70;556;307;600;274;118;807;60;238
44170;Saint-Julien-de-Vouvantes;312;12;3;14;12;53;32;18;130;3;27
44171;Saint-Léger-les-Vignes;715;48;24;137;51;157;73;28;209;24;92
44172;Sainte-Luce-sur-Loire;4879;508;125;1579;541;1226;486;240;1314;98;416
44173;Saint-Lumine-de-Clisson;740;78;23;137;73;161;62;33;213;18;65
44174;Saint-Lumine-de-Coutais;799;33;18;94;48;137;43;56;292;16;156
44175;Saint-Lyphard;1753;104;52;300;145;349;143;111;760;36;193
44176;Saint-Malo-de-Guersac;1378;102;101;213;96;132;39;40;437;26;111
44178;Saint-Mars-de-Coutais;974;95;38;158;122;204;70;62;307;17;97
44179;Saint-Mars-du-Désert;1820;150;58;340;140;364;173;86;669;47;177
44180;Vallons-de-l'Erdre;2549;103;28;197;115;356;158;125;926;46;230
44182;Saint-Michel-Chef-Chef;2067;148;68;439;158;529;209;188;877;54;244
44183;Saint-Molf;1105;78;26;183;83;168;75;54;438;22;107
44184;Saint-Nazaire;26157;2627;743;6114;2077;3594;1298;1038;5643;494;1785
44185;Saint-Nicolas-de-Redon;999;105;37;228;73;214;68;36;416;26;112
44186;Sainte-Pazanne;2427;191;60;466;215;445;200;104;824;59;295
44187;Saint-Père-en-Retz;1804;113;51;220;115;332;120;89;584;27;138
44188;Saint-Philbert-de-Grand-Lieu;3501;221;39;588;266;572;326;150;1128;60;371
44189;Sainte-Reine-de-Bretagne;869;66;37;138;30;128;40;31;317;18;124
44190;Saint-Sébastien-sur-Loire;8448;1103;218;2959;1274;2123;763;374;1913;186;779
44192;Saint-Viaud;975;62;27;104;50;170;76;42;424;23;106
44193;Saint-Vincent-des-Landes;524;24;14;66;20;60;25;26;185;5;46
44194;Sautron;2402;173;45;709;253;982;570;229;921;41;231
44195;Savenay;3259;278;89;764;303;595;224;109;860;79;310
44196;Sévérac;646;62;16;79;47;81;27;17;187;9;67
44197;Sion-les-Mines;726;31;9;72;41;93;18;20;172;14;92
44198;Les Sorinières;2992;272;98;749;294;658;299;135;965;60;263
44199;Soudan;825;55;11;71;46;106;70;41;238;18;68
44200;Soulvache;163;16;3;14;2;13;8;12;64;4;9
44201;Sucé-sur-Erdre;2414;241;49;864;408;871;336;196;622;56;246
44202;Teillé;641;35;18;120;52;92;45;29;217;9;57
44203;Le Temple-de-Bretagne;742;50;19;110;55;106;45;30;235;9;57
44204;Thouaré-sur-Loire;3362;334;84;970;383;805;365;190;897;69;297
44205;Les Touches;901;55;19;148;41;145;71;32;301;16;86
44206;Touvois;593;27;11;55;29;89;51;41;197;9;65
44207;Trans-sur-Erdre;330;16;18;63;41;57;22;15;126;7;58
44208;Treffieux;291;29;4;41;44;20;12;12;95;4;37
44209;Treillières;3586;247;100;915;449;795;380;164;980;60;327
44210;Trignac;3230;205;160;371;103;284;77;88;1021;52;215
44211;La Turballe;2015;117;78;510;137;561;204;158;800;43;169
44212;Vallet;3372;245;69;615;313;672;354;154;929;52;292
44213;Loireauxence;2692;184;53;413;228;463;182;93;936;46;258
44214;Vay;742;71;17;112;88;115;51;22;211;14;59
44215;Vertou;8724;689;219;2540;1060;2433;1129;543;2047;160;745
44216;Vieillevigne;1673;107;25;200;97;288;115;81;420;23;145
44217;Vigneux-de-Bretagne;2196;166;53;581;290;529;239;109;614;43;204
44218;Villepot;251;10;7;32;15;38;29;10;99;4;34
44220;Vue;661;38;19;66;46;79;35;27;203;11;70
44221;La Chevallerais;492;62;14;85;48;71;16;25;135;9;62
44222;La Roche-Blanche;453;39;6;51;24;98;44;19;153;10;39
44223;Geneston;1403;77;35;222;67;277;92;55;521;36;109
44224;La Grigonnais;622;54;22;92;80;82;46;20;175;8;70
45001;Adon;59;1;2;8;5;10;14;3;47;1;15
45002;Aillant-sur-Milleron;94;2;3;10;3;12;18;5;100;5;14
45004;Amilly;4556;330;97;406;163;666;354;202;1696;85;284
