CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
59649;Wattignies-la-Victoire;70;0;0;5;1;3;13;31;2;19;4;37;4;0;0;3
59650;Wattrelos;16058;170;153;1034;372;612;1118;1561;230;407;392;4199;167;175;119;642
59651;Wavrechain-sous-Denain;474;7;46;49;7;11;36;43;10;10;11;213;1;0;4;14
59652;Wavrechain-sous-Faulx;72;2;5;19;3;5;9;29;2;7;10;86;2;6;2;13
59653;Wavrin;2816;18;54;183;77;191;408;588;81;187;113;879;23;30;13;166
59654;Waziers;2646;31;268;236;83;65;139;162;30;30;45;818;26;36;21;110
59655;Wemaers-Cappel;75;0;1;5;1;3;7;19;3;8;1;33;1;0;1;10
59656;Wervicq-Sud;1730;10;18;98;34;59;218;406;49;117;68;445;18;12;11;79
59657;West-Cappel;188;2;0;9;4;12;30;52;8;22;15;93;1;2;0;10
59658;Wicres;123;0;3;7;6;12;29;49;3;34;7;27;2;7;0;15
59659;Wignehies;1150;9;46;61;11;33;39;116;24;37;34;377;10;4;9;41
59660;Willems;1004;3;15;55;21;105;208;270;43;132;36;260;7;12;3;65
59661;Willies;40;1;2;12;2;4;10;7;1;3;1;14;0;0;0;2
59662;Winnezeele;328;10;4;34;15;20;44;101;26;48;18;180;6;1;1;21
59663;Wormhout;1993;32;24;148;45;96;269;449;60;209;132;729;34;19;17;88
59664;Wulverdinghe;106;2;1;7;6;3;13;13;4;7;4;50;3;2;0;13
59665;Wylder;71;4;1;8;5;4;9;11;5;16;7;50;3;2;0;6
59666;Zegerscappel;480;3;3;34;13;15;69;86;23;58;39;221;7;4;4;22
59667;Zermezeele;57;1;0;1;4;0;10;28;3;8;2;29;0;0;0;4
59668;Zuydcoote;416;10;17;32;16;46;121;119;22;44;31;187;12;5;2;41
59669;Zuytpeene;159;3;4;22;2;6;48;39;7;24;15;71;2;1;2;14
59670;Don;357;1;10;39;11;28;81;111;17;51;22;137;8;7;4;62
60001;Abancourt;192;4;2;11;2;6;6;29;6;14;18;114;3;1;0;6
60002;Abbecourt;322;3;4;16;11;7;44;55;12;31;12;106;2;3;4;11
60003;Abbeville-Saint-Lucien;190;2;3;12;8;6;18;39;10;24;6;93;0;3;0;15
60004;Achy;108;0;1;5;5;9;10;27;2;14;10;78;1;0;0;2
60005;Acy-en-Multien;316;3;8;18;6;3;35;26;8;18;8;96;4;3;3;22
60006;Les Ageux;433;6;5;34;13;12;43;69;11;20;13;165;3;4;5;30
60007;Agnetz;992;13;27;63;40;60;143;255;34;131;61;395;8;18;5;76
60008;Airion;134;1;1;7;10;6;32;22;5;10;8;60;0;1;1;12
60009;Allonne;509;2;5;35;16;24;64;146;20;52;22;196;5;7;5;32
60010;Amblainville;635;6;21;26;16;24;66;86;11;35;32;217;5;7;8;31
60011;Amy;128;0;1;9;2;2;12;11;3;23;8;63;2;0;1;10
60012;Andeville;1211;7;16;75;28;48;76;178;30;69;59;401;11;14;10;68
60013;Angicourt;520;5;13;22;15;29;47;76;13;34;34;201;7;4;5;44
60014;Angivillers;44;1;2;4;1;0;6;12;1;11;3;34;1;1;3;4
60015;Angy;373;2;6;31;8;14;44;76;11;31;20;198;2;11;3;17
60016;Ansacq;61;0;1;11;3;7;16;30;1;8;7;49;0;2;1;10
60017;Ansauvillers;350;9;5;17;9;9;38;46;11;25;17;151;5;8;1;23
60019;Antheuil-Portes;162;2;3;12;2;6;11;26;4;21;3;75;0;3;0;10
60020;Antilly;88;0;3;4;4;4;8;9;0;7;3;31;0;3;3;5
60021;Appilly;191;0;4;12;3;6;4;13;8;14;11;96;0;2;1;10
60022;Apremont;173;1;1;10;4;11;54;132;14;57;10;55;1;8;1;20
60023;Armancourt;210;2;3;11;4;14;27;51;10;22;7;48;0;0;2;13
60024;Arsy;243;1;5;28;4;16;19;48;4;18;15;137;1;5;0;24
60025;Attichy;652;6;9;48;16;19;71;140;14;59;16;252;7;4;4;19
60026;Auchy-la-Montagne;163;2;5;5;7;5;14;38;7;17;14;102;3;3;1;9
60027;Auger-Saint-Vincent;189;3;2;6;5;13;22;36;3;26;3;48;0;0;1;11
60028;Aumont-en-Halatte;175;0;0;4;1;7;32;110;8;61;6;33;0;5;1;11
60029;Auneuil;948;11;13;45;19;34;112;197;17;64;60;432;6;7;11;61
60030;Auteuil;177;4;2;14;6;4;23;49;6;24;9;86;1;2;2;5
60031;Autheuil-en-Valois;92;1;1;1;0;0;15;13;2;13;5;49;1;2;1;7
60032;Autrêches;274;2;1;8;4;9;22;25;5;19;13;155;0;3;3;8
60033;Avilly-Saint-Léonard;245;1;4;17;3;13;81;142;27;44;5;87;1;5;5;27
60034;Avrechy;386;6;18;31;15;17;44;70;11;37;17;181;9;5;0;21
60035;Avricourt;49;0;5;4;5;3;5;27;2;11;8;40;0;0;0;5
60036;Avrigny;117;2;2;8;4;4;13;29;4;18;9;53;3;2;1;7
60037;Baboeuf;113;4;7;7;1;11;26;37;6;17;18;67;1;1;2;17
60039;Bacouël;143;2;8;11;2;3;14;19;1;11;15;71;2;3;3;8
60040;Bailleul-le-Soc;192;1;2;22;11;6;22;24;5;24;7;113;2;2;0;19
60041;Bailleul-sur-Thérain;658;12;18;57;27;66;72;128;22;45;41;327;8;19;11;60
60042;Bailleval;584;1;12;36;15;35;84;111;13;31;21;179;8;6;4;35
60043;Bailly;230;4;3;24;4;8;15;38;8;13;8;121;1;2;2;7
60044;Balagny-sur-Thérain;523;4;20;37;18;15;45;67;17;28;33;283;5;6;6;45
60045;Barbery;138;0;1;2;2;14;30;48;12;30;7;58;2;7;0;12
60046;Bargny;111;1;0;0;0;5;14;13;2;6;10;56;0;4;0;11
60047;Baron;235;1;2;11;10;9;26;83;9;38;13;87;0;5;2;17
60048;Baugy;78;1;2;7;2;3;13;28;1;11;3;71;0;1;0;9
60049;Bazancourt;35;0;1;3;3;3;5;13;1;0;3;22;1;1;0;6
60050;Bazicourt;94;1;2;4;1;7;7;30;6;12;5;44;1;1;3;10
60051;Beaudéduit;85;0;0;7;1;1;6;6;2;7;3;39;2;0;0;1
60052;Beaugies-sous-Bois;36;0;0;2;0;0;2;9;0;3;2;24;1;1;0;1
60053;Beaulieu-les-Fontaines;127;2;4;13;5;0;10;20;1;16;4;113;1;2;1;15
60054;Les Hauts-Talicans;395;0;2;31;10;8;33;57;11;35;10;157;3;2;4;25
60055;Beaurains-lès-Noyon;109;5;2;5;1;7;9;12;2;7;6;60;1;2;1;7
60056;Beaurepaire;15;1;0;3;2;2;2;3;1;5;4;10;1;2;1;0
60057;Beauvais;19032;158;439;1044;574;714;1642;3016;319;980;504;4109;106;180;89;716
60058;Beauvoir;86;0;4;2;5;5;7;35;3;9;6;34;1;2;0;3
60059;Béhéricourt;52;0;3;8;4;8;23;17;3;4;4;30;0;1;0;3
60060;Belle-Eglise;205;4;8;10;4;6;33;42;7;16;6;66;1;6;2;12
60061;Belloy;28;0;1;0;0;1;3;18;1;7;6;11;0;0;0;2
60062;Berlancourt;99;1;0;9;5;2;4;14;1;12;4;51;1;2;1;4
60063;Berneuil-en-Bray;310;6;5;8;8;11;32;78;7;39;19;125;4;18;6;17
60064;Berneuil-sur-Aisne;295;4;9;14;9;12;42;65;9;34;13;156;1;1;3;15
60065;Berthecourt;524;12;11;33;12;20;50;87;14;29;26;243;5;4;10;37
60066;Béthancourt-en-Valois;63;0;2;0;2;2;22;18;1;20;5;34;0;1;0;2
60067;Béthisy-Saint-Martin;374;4;5;29;15;18;46;67;11;15;19;115;2;5;3;20
60068;Béthisy-Saint-Pierre;1144;8;48;76;34;37;104;155;30;37;48;371;11;13;10;61
60069;Betz;418;6;13;27;20;19;12;62;9;20;12;119;2;7;2;46
60070;Bienville;171;0;4;13;5;11;26;33;8;23;6;54;2;2;1;9
60071;Biermont;52;0;1;6;0;2;7;15;2;9;3;17;0;2;0;3
60072;Bitry;82;5;3;7;1;4;15;23;8;9;7;56;0;0;1;13
60073;Blacourt;206;0;4;6;3;2;24;30;4;9;10;128;2;4;7;12
60074;Blaincourt-lès-Précy;389;3;9;20;10;18;73;90;14;48;27;161;1;8;1;38
60075;Blancfossé;40;0;3;1;2;1;5;15;1;6;1;27;1;0;0;5
60076;Blargies;187;2;0;8;6;4;19;38;5;13;12;101;3;1;3;6
60077;Blicourt;138;0;2;6;0;6;16;14;4;20;16;59;4;1;2;7
60078;Blincourt;23;0;1;3;0;2;1;11;0;4;2;20;1;0;0;2
60079;Boissy-Fresnoy;336;5;6;31;5;9;35;47;17;28;21;90;4;7;4;20
60081;Bonlier;132;4;3;11;4;10;11;25;5;16;10;65;2;1;0;7
60082;Bonneuil-les-Eaux;304;1;2;22;3;5;27;58;7;28;19;122;0;3;0;14
60083;Bonneuil-en-Valois;302;3;16;16;9;10;30;59;12;9;14;159;3;10;4;38
60084;Bonnières;55;0;2;5;2;2;11;17;0;12;6;30;0;1;2;5
60085;Bonvillers;74;0;1;5;6;2;6;19;2;8;1;30;0;4;0;1
60086;Boran-sur-Oise;694;6;16;36;12;24;96;148;23;67;38;236;2;11;2;71
60087;Borest;96;1;2;6;2;2;18;53;7;31;5;27;0;2;0;10
60088;Bornel;1746;13;24;79;49;59;156;233;58;89;90;581;17;19;12;101
60089;Boubiers;109;2;0;4;6;4;17;30;1;25;10;58;2;1;0;9
60090;Bouconvillers;108;0;1;5;3;11;15;30;3;16;1;55;1;0;4;3
60091;Bouillancy;119;0;0;8;2;2;16;32;3;28;8;59;0;4;0;10
60092;Boullarre;62;0;7;11;0;2;4;8;3;8;1;39;1;1;0;3
60093;Boulogne-la-Grasse;142;3;3;15;4;3;12;29;6;16;11;75;0;2;2;7
60094;Boursonne;126;1;1;7;2;7;16;8;1;4;4;45;1;4;0;4
60095;Boury-en-Vexin;107;0;3;3;10;6;23;38;5;19;6;52;1;5;0;5
60097;Boutencourt;83;0;1;3;4;4;4;19;2;22;3;31;0;2;1;4
60098;Bouvresse;75;1;0;2;4;1;3;21;3;2;2;26;0;0;1;6
60099;Braisnes;58;0;1;5;5;4;8;13;0;1;6;23;1;2;1;2
60100;Brasseuse;24;1;0;1;0;3;0;7;2;14;1;11;0;0;0;8
60101;Brégy;210;0;3;8;4;12;10;19;4;9;9;104;2;1;2;13
60102;Brenouille;856;14;17;39;32;38;69;105;20;37;34;235;15;14;8;50
60103;Bresles;1485;19;37;67;21;53;87;202;25;84;51;619;17;8;14;91
60104;Breteuil;1626;16;26;80;37;41;87;199;34;96;67;555;13;14;17;69
60105;Brétigny;120;1;3;4;2;5;14;23;1;12;2;74;1;0;2;7
60106;Breuil-le-Sec;749;11;65;76;20;50;98;162;20;48;45;300;4;10;7;46
60107;Breuil-le-Vert;1038;17;28;94;41;59;154;231;24;101;67;381;10;6;10;66
60108;Briot;95;0;3;7;2;4;9;18;6;9;10;57;2;2;1;7
60109;Brombos;75;0;5;7;2;3;8;18;7;8;7;44;2;0;0;0
60110;Broquiers;89;1;2;5;1;4;4;3;2;5;5;57;1;0;1;1
60111;Broyes;46;0;1;3;1;3;3;9;5;3;1;24;4;0;0;2
60112;Brunvillers-la-Motte;109;1;2;7;8;3;5;17;0;7;3;52;2;2;1;14
60113;Bucamps;60;1;1;7;0;1;6;5;4;7;7;26;0;0;1;5
60114;Buicourt;31;1;0;6;0;4;13;10;2;5;5;29;2;0;0;4
60115;Bulles;328;2;3;14;8;13;25;36;13;12;10;144;8;0;2;18
60116;Bury;995;14;27;52;34;20;88;124;29;66;36;439;12;19;16;59
60117;Bussy;103;3;1;9;2;6;4;33;1;3;7;61;0;1;1;4
60118;Caisnes;192;3;3;2;3;7;13;37;3;8;4;79;0;4;1;5
60119;Cambronne-lès-Ribécourt;786;15;24;38;15;22;54;104;17;31;37;243;5;7;6;43
60120;Cambronne-lès-Clermont;336;3;16;28;12;18;37;70;9;58;29;176;4;7;2;30
60121;Campagne;58;0;1;4;0;7;5;8;1;9;0;21;1;2;0;6
60122;Campeaux;183;0;0;6;4;4;8;24;2;10;17;90;1;0;1;8
60123;Campremy;146;1;1;14;5;1;11;29;2;12;11;66;4;0;0;8
60124;Candor;105;0;1;3;1;1;9;19;2;10;2;62;0;1;1;4
60125;Canly;221;0;3;11;11;7;28;65;8;33;12;65;4;7;3;17
60126;Cannectancourt;196;2;0;14;4;7;18;20;8;11;13;94;4;4;1;8
60127;Canny-sur-Matz;144;4;2;6;2;7;12;20;3;19;7;53;1;2;2;6
60128;Canny-sur-Thérain;69;0;1;3;1;1;4;11;2;3;10;35;0;0;0;7
60129;Carlepont;522;9;15;36;18;33;51;72;1;24;29;205;3;17;4;30
60130;Catenoy;330;4;10;21;11;20;36;66;14;30;28;131;5;3;6;33
60131;Catheux;27;0;0;6;0;2;4;5;4;7;6;18;0;0;0;3
60132;Catigny;56;0;0;2;0;2;3;13;1;11;2;34;3;1;2;3
60133;Catillon-Fumechon;178;3;7;18;2;5;5;31;5;22;12;94;0;1;1;13
60134;Cauffry;817;6;20;38;26;28;69;150;25;55;36;346;11;9;3;50
60135;Cauvigny;520;4;12;20;10;25;35;96;19;39;21;173;7;6;0;26
60136;Cempuis;158;3;7;7;3;1;16;42;6;15;5;65;4;3;0;9
60137;Cernoy;101;0;1;5;6;5;13;6;2;5;3;29;2;0;1;9
60138;Chamant;287;3;2;7;1;10;44;156;26;56;14;85;1;1;0;12
60139;Chambly;3601;37;99;241;107;170;345;519;68;148;120;908;17;40;29;199
60140;Chambors;105;2;1;8;3;10;27;24;1;18;10;41;2;0;2;10
60141;Chantilly;3357;10;56;118;74;166;486;1094;123;553;99;761;13;50;15;238
60142;La Chapelle-en-Serval;884;7;23;56;25;44;121;245;50;81;44;288;9;13;6;65
60143;Chaumont-en-Vexin;1011;13;20;71;29;51;100;182;11;83;40;339;7;12;7;51
60144;Chavençon;30;1;1;1;2;4;5;16;0;15;7;28;1;2;0;3
60145;Chelles;132;0;1;10;3;2;30;51;9;24;15;50;3;3;1;15
60146;Chepoix;144;0;1;12;3;1;17;14;2;23;8;56;2;0;4;10
60147;Chevincourt;270;1;19;33;12;18;42;69;13;24;15;89;3;4;2;26
60148;Chèvreville;166;0;5;11;3;4;11;20;4;23;14;58;0;2;0;14
60149;Chevrières;639;4;11;25;19;19;61;142;26;79;22;277;6;9;5;31
60150;Chiry-Ourscamps;404;9;7;31;12;12;45;61;10;25;24;176;6;6;4;27
60151;Choisy-au-Bac;874;11;19;66;42;65;180;381;42;133;51;320;8;15;11;85
60152;Choisy-la-Victoire;76;3;2;7;3;3;10;18;4;3;1;20;2;1;3;5
60153;Choqueuse-les-Bénards;33;0;1;1;0;0;2;13;3;4;1;23;1;1;2;1
60154;Cinqueux;574;11;13;32;17;32;87;126;27;48;40;252;2;6;1;37
60155;Cires-lès-Mello;1154;13;37;80;30;49;104;181;38;66;51;376;10;26;11;70
60156;Clairoix;673;8;16;46;21;35;108;196;36;60;35;227;6;9;3;56
60157;Clermont;3007;40;80;166;103;152;350;530;65;197;89;871;26;43;19;214
60158;Coivrel;78;0;2;4;2;1;8;19;4;4;5;43;3;0;0;6
60159;Compiègne;12722;83;149;603;361;545;1268;2910;327;1525;301;2263;84;147;38;580
60160;Conchy-les-Pots;226;3;2;6;1;6;16;36;8;19;12;87;4;1;2;5
60161;Conteville;19;0;0;0;1;0;1;8;0;7;1;11;0;0;0;2
60162;Corbeil-Cerf;113;0;2;7;3;2;8;15;1;11;8;46;0;3;0;8
60163;Cormeilles;115;1;2;17;4;2;13;21;2;11;7;74;0;1;2;8
60164;Le Coudray-Saint-Germer;320;2;4;16;7;7;17;40;4;33;16;126;3;2;4;16
60165;Le Coudray-sur-Thelle;225;5;3;16;2;9;13;23;7;9;6;76;1;6;2;15
60166;Coudun;295;4;5;26;16;21;42;85;6;31;14;142;4;3;3;23
60167;Couloisy;206;3;0;19;7;6;8;25;3;11;9;75;1;1;1;2
60168;Courcelles-Epayelles;51;1;0;0;1;4;7;8;0;12;1;51;2;0;0;1
60169;Courcelles-lès-Gisors;261;3;7;20;8;11;35;61;11;29;14;104;4;3;0;22
60170;Courteuil;203;2;4;9;3;11;28;81;7;51;15;61;1;2;0;10
60171;Courtieux;75;0;2;1;3;3;2;16;0;7;7;32;0;3;0;1
60172;Coye-la-Forêt;1262;7;28;42;45;85;327;509;70;188;47;232;9;24;8;98
60173;Cramoisy;170;1;9;18;8;6;16;35;6;6;12;64;2;0;3;29
60174;Crapeaumesnil;57;0;1;11;1;0;3;12;1;3;1;44;1;2;1;8
60175;Creil;10803;75;167;553;237;403;406;718;105;192;119;1202;48;151;29;274
60176;Crépy-en-Valois;5635;33;143;306;138;182;508;849;149;368;212;1565;38;64;16;340
60177;Cressonsacq;138;3;1;2;0;4;24;23;4;8;10;61;0;6;0;10
60178;Crèvecoeur-le-Grand;1238;13;13;58;40;32;65;173;31;66;52;547;16;13;20;44
60179;Crèvecoeur-le-Petit;29;0;9;4;0;3;0;5;0;3;2;31;1;0;1;4
60180;Crillon;146;2;6;9;5;8;13;30;8;16;11;93;2;1;0;6
60181;Crisolles;383;1;5;32;10;13;29;47;9;24;13;145;0;3;2;11
60182;Le Crocq;40;0;2;4;1;1;13;6;5;9;2;25;0;1;0;9
60183;Croissy-sur-Celle;67;0;0;9;3;7;6;21;2;23;2;27;2;2;0;11
60184;Croutoy;62;0;0;9;4;2;6;19;2;23;8;29;0;0;2;6
60185;Crouy-en-Thelle;345;2;5;28;13;17;36;54;11;41;20;120;1;9;3;20
60186;Cuignières;93;0;2;6;4;3;9;26;3;6;3;46;2;0;0;3
60187;Cuigy-en-Bray;323;3;3;23;9;9;15;60;12;15;31;152;4;3;5;15
60188;Cuise-la-Motte;730;13;9;77;22;30;96;140;17;44;26;258;9;4;1;57
60189;Cuts;365;3;6;22;4;10;33;38;7;21;19;141;2;6;0;19
60190;Cuvergnon;86;1;2;8;2;5;9;25;0;18;7;35;0;2;0;12
60191;Cuvilly;245;1;3;16;0;3;12;29;2;21;11;102;1;1;0;11
60192;Cuy;81;0;4;3;0;5;5;11;3;8;4;43;1;2;1;9
60193;Daméraucourt;67;0;2;5;2;2;6;13;4;6;3;46;0;4;1;3
60194;Dargies;86;1;2;4;5;3;12;13;5;24;3;42;0;0;0;1
60195;Delincourt;195;5;7;14;14;9;21;39;6;16;7;74;1;6;1;15
60196;La Drenne;289;2;11;19;6;7;43;53;7;57;30;139;9;10;2;20
60197;Dieudonné;278;4;9;18;7;14;33;58;12;21;33;103;1;3;1;25
60198;Dives;105;1;3;8;7;5;4;25;9;7;13;76;0;3;0;6
60199;Doméliers;85;0;4;10;7;0;16;24;4;10;10;41;2;1;0;0
60200;Domfront;44;1;0;4;0;1;5;7;0;1;2;32;2;0;0;5
60201;Dompierre;86;0;1;9;2;1;3;7;5;5;3;45;2;1;0;4
60203;Duvy;123;0;3;3;2;5;11;27;5;22;8;59;1;2;0;3
60204;Ecuvilly;111;1;1;3;0;2;5;29;1;13;13;53;2;0;3;4
60205;Elencourt;15;0;0;2;0;0;0;7;0;0;0;13;0;0;0;0
60206;Elincourt-Sainte-Marguerite;348;6;6;35;6;9;45;56;8;35;18;83;3;2;3;25
60207;Eméville;76;2;1;7;0;2;12;26;2;7;4;58;0;0;4;12
60208;Enencourt-Léage;57;0;3;6;0;0;5;23;2;14;1;9;1;0;1;3
60209;La Corne-en-Vexin;145;1;2;7;5;4;20;40;6;33;12;83;3;1;2;10
60210;Epineuse;83;1;1;5;0;3;8;20;2;9;2;41;4;1;1;8
60211;Eragny-sur-Epte;221;1;4;18;6;5;7;41;6;11;16;74;4;4;3;12
60212;Ercuis;542;8;6;31;13;11;45;78;12;25;42;181;10;8;8;54
60213;Ermenonville;314;0;3;10;9;7;51;61;10;44;11;82;5;4;1;24
60214;Ernemont-Boutavent;85;2;0;0;0;2;8;9;3;1;5;29;1;0;2;1
60215;Erquery;165;0;6;16;4;13;25;57;6;15;9;77;1;2;0;18
60216;Erquinvillers;63;2;1;8;2;5;10;6;0;5;1;26;4;1;0;4
60217;Escames;82;2;1;6;2;2;12;19;2;13;4;37;0;1;1;5
60218;Esches;430;6;15;29;12;9;41;77;17;32;19;183;5;8;6;39
60219;Escles-Saint-Pierre;56;1;2;1;1;0;2;10;0;4;1;48;1;0;0;1
60220;Espaubourg;122;3;8;16;3;4;22;23;4;12;10;97;4;1;3;10
60221;Esquennoy;191;6;2;10;7;12;17;32;3;8;18;100;3;2;4;8
60222;Essuiles;142;3;1;11;2;9;28;48;2;19;17;98;1;3;0;10
60223;Estrées-Saint-Denis;1435;14;18;80;32;56;125;231;27;83;48;568;10;13;7;90
60224;Etavigny;48;1;3;2;0;1;15;1;0;2;2;12;1;1;0;6
60225;Etouy;231;6;19;12;7;16;28;62;7;37;18;138;3;8;1;22
60226;Eve;108;0;3;10;3;3;16;27;3;21;5;48;0;3;4;12
60227;Evricourt;77;0;0;2;3;2;2;8;0;5;1;28;1;0;0;3
60228;Fay-les-Etangs;132;2;5;5;1;2;19;37;3;12;10;62;5;2;0;15
60229;Le Fayel;59;1;2;11;4;1;5;10;3;5;3;40;1;1;1;3
60230;Le Fay-Saint-Quentin;151;1;5;12;5;3;17;42;5;22;9;74;3;0;2;16
60231;Feigneux;114;1;5;11;6;12;38;30;4;22;7;53;1;5;3;17
60232;Ferrières;173;1;0;13;6;2;17;26;4;10;4;72;3;1;3;17
60233;Feuquières;529;8;3;30;10;14;17;57;8;30;18;263;0;8;11;18
60234;Fitz-James;851;16;28;63;35;43;95;128;21;53;38;330;9;15;5;50
60235;Flavacourt;286;1;6;12;5;9;25;45;6;25;16;97;7;2;0;20
60236;Flavy-le-Meldeux;75;0;2;7;1;1;5;6;0;0;2;38;1;1;2;5
60237;Fléchy;30;0;1;3;0;3;1;4;1;9;0;24;0;2;0;2
60238;Fleurines;619;1;11;12;28;39;114;222;22;101;24;179;1;12;2;44
60239;Fleury;192;4;1;4;2;7;17;34;5;12;9;66;1;0;2;6
60240;Fontaine-Bonneleau;113;1;3;3;1;4;3;14;4;9;8;31;0;1;0;4
60241;Fontaine-Chaalis;104;0;1;5;3;6;12;62;6;50;3;17;2;3;0;8
60242;Fontaine-Lavaganne;186;1;3;6;3;2;29;15;5;9;6;62;3;3;2;11
60243;Fontaine-Saint-Lucien;58;2;1;2;0;1;8;10;1;16;2;23;0;3;0;2
60244;Fontenay-Torcy;65;0;0;2;1;0;0;11;0;11;3;18;0;2;1;2
60245;Formerie;736;10;12;37;14;24;41;111;6;59;41;378;4;5;13;32
60247;Fouilleuse;41;0;1;1;2;3;2;5;0;3;8;16;0;0;0;4
60248;Fouilloy;75;1;0;1;3;1;5;18;1;0;2;44;0;0;0;5
60249;Foulangues;52;1;3;6;0;1;13;16;4;8;7;26;0;1;0;9
60250;Fouquenies;107;1;2;8;6;10;23;53;7;25;8;63;0;1;2;12
60251;Fouquerolles;99;2;0;3;5;3;9;17;3;17;7;35;1;1;2;2
60252;Fournival;181;2;13;8;8;10;28;33;8;11;14;74;1;0;1;12
60253;Francastel;152;2;2;6;5;2;18;30;4;15;1;76;1;4;1;11
60254;Francières;127;3;3;8;4;5;27;37;5;18;13;60;1;3;1;15
60255;Fréniches;138;1;1;5;2;7;18;28;3;7;5;41;1;0;2;2
60256;Montchevreuil;416;6;10;26;5;25;35;102;8;42;23;177;7;10;4;32
60257;Fresne-Léguillon;168;1;0;7;1;0;11;33;5;17;3;48;2;2;1;4
60258;Fresnières;56;0;1;5;1;3;4;3;0;2;3;26;0;0;1;6
60259;Fresnoy-en-Thelle;286;0;5;20;15;11;25;53;24;29;25;110;3;5;5;32
60260;Fresnoy-la-Rivière;259;0;0;11;5;8;23;31;5;21;8;81;5;11;0;23
60261;Fresnoy-le-Luat;146;3;2;6;4;15;15;42;4;24;15;51;2;4;0;11
60262;Le Frestoy-Vaux;87;0;1;3;0;0;7;15;2;11;4;30;1;0;0;4
60263;Frétoy-le-Château;101;1;3;2;1;2;3;20;3;3;12;43;0;0;0;4
60264;Frocourt;127;1;2;9;4;8;38;42;13;20;6;55;1;4;0;6
60265;Froissy;335;4;5;13;11;15;27;52;11;31;13;177;4;4;1;20
