CODGEO;LIBGEO;Abstention;LO;PCF;LFI;Génération.s;PS - Place Publique;EELV;Renaissance;UDI;LR;Debout la France;RN;Patriotes, Jaunes, Citoyens;UPR;Alliance Jaune;Divers
02478;Merlieux-et-Fouquerolles;73;0;0;7;1;4;15;14;3;4;7;31;0;2;0;5
02480;Mesbrecourt-Richecourt;113;0;2;3;4;2;4;15;0;12;13;63;1;3;0;0
02481;Mesnil-Saint-Laurent;148;0;0;10;2;15;15;64;9;21;21;68;3;2;0;8
02482;Meurival;13;1;0;0;2;1;2;2;2;0;2;11;0;1;0;0
02483;Mézières-sur-Oise;159;3;3;11;2;20;18;34;4;31;17;88;2;1;0;7
02484;Mézy-Moulins;149;1;2;13;4;2;16;30;2;5;9;75;3;3;1;15
02485;Missy-aux-Bois;35;0;0;0;0;3;6;7;0;6;3;19;0;0;0;3
02486;Missy-lès-Pierrepont;29;0;0;2;3;1;11;5;0;4;3;13;0;2;1;0
02487;Missy-sur-Aisne;222;0;2;14;3;7;28;41;2;16;17;110;3;2;2;12
02488;Molain;35;0;0;1;1;2;4;6;3;5;1;39;1;0;0;0
02489;Molinchart;82;1;2;10;2;4;32;21;1;8;3;40;0;2;3;14
02490;Monampteuil;46;0;0;3;2;1;10;16;0;8;1;21;1;1;0;4
02491;Monceau-le-Neuf-et-Faucouzy;87;1;0;8;2;14;6;16;2;23;7;80;1;2;3;3
02492;Monceau-lès-Leups;148;1;2;20;3;12;8;18;5;12;7;78;4;2;1;6
02493;Monceau-le-Waast;71;3;0;6;1;2;2;18;6;12;2;43;1;2;0;3
02494;Monceau-sur-Oise;22;3;0;6;0;1;3;16;1;1;6;31;0;0;0;1
02495;Mondrepuis;436;1;11;17;7;18;23;63;7;21;11;125;3;8;3;12
02496;Monnes;33;0;2;1;1;3;2;5;0;3;2;26;0;0;0;3
02497;Mons-en-Laonnois;373;3;7;28;7;7;76;78;4;27;37;139;3;4;7;20
02498;Montaigu;229;2;4;15;4;9;21;49;8;10;12;100;3;1;2;8
02499;Montbavin;13;1;0;2;0;0;6;6;0;0;0;3;0;0;0;3
02500;Montbrehain;273;3;12;23;7;14;22;43;10;10;23;136;4;4;0;19
02501;Montchâlons;20;1;0;7;0;2;5;9;0;3;0;8;0;0;2;1
02502;Montcornet;444;5;9;36;13;14;19;47;6;39;19;235;5;0;0;15
02503;Mont-d'Origny;298;7;14;20;8;20;14;35;3;12;17;193;3;2;4;10
02504;Montescourt-Lizerolles;585;8;12;52;15;35;33;43;11;21;24;258;13;2;5;34
02505;Montfaucon;70;0;1;1;1;0;4;8;1;5;9;40;1;1;1;2
02506;Montgobert;62;0;3;7;2;2;5;35;2;12;1;19;2;3;0;5
02507;Montgru-Saint-Hilaire;14;0;0;0;0;0;4;6;0;0;0;5;0;0;0;2
02508;Monthenault;29;0;1;3;3;1;4;15;3;20;0;17;0;0;0;5
02509;Monthiers;46;0;1;4;2;3;13;11;1;1;10;27;0;0;0;2
02510;Monthurel;38;2;0;6;3;2;12;12;0;3;3;24;0;0;1;5
02511;Montigny-en-Arrouaise;99;1;0;7;0;3;14;10;4;12;5;56;0;2;0;5
02512;Montigny-l'Allier;76;0;0;11;1;2;11;20;1;6;0;32;1;4;0;5
02513;Montigny-le-Franc;39;0;2;8;3;1;9;2;2;9;0;38;0;1;1;4
02514;Montigny-Lengrain;282;3;2;22;8;9;11;41;2;20;3;127;2;4;3;8
02515;Montigny-lès-Condé;19;0;0;5;0;2;2;3;0;2;2;19;1;0;0;1
02516;Montigny-sous-Marle;10;1;0;2;0;0;0;9;0;3;4;14;1;0;1;1
02517;Montigny-sur-Crécy;93;0;2;1;4;5;8;13;5;2;5;77;3;1;0;4
02518;Montlevon;117;0;1;8;1;2;8;17;5;11;3;39;0;0;0;10
02519;Montloué;51;2;1;9;2;5;5;14;1;8;2;25;8;0;0;4
02520;Mont-Notre-Dame;232;3;0;13;11;6;11;15;5;17;14;127;2;1;1;11
02521;Montreuil-aux-Lions;463;6;6;28;23;15;39;59;11;25;17;175;3;7;3;44
02522;Mont-Saint-Jean;19;0;0;2;0;2;3;0;0;4;5;16;0;0;0;0
02523;Mont-Saint-Martin;16;1;1;0;0;1;5;3;0;6;1;24;0;0;0;2
02524;Mont-Saint-Père;240;2;6;12;4;10;31;42;2;18;14;100;2;1;2;10
02525;Morcourt;203;1;6;19;6;11;20;51;6;15;23;101;3;0;0;4
02526;Morgny-en-Thiérache;35;0;1;2;1;2;2;9;1;7;3;18;0;1;0;1
02527;Morsain;138;0;4;13;0;7;6;19;3;18;9;83;2;1;0;8
02528;Mortefontaine;63;0;0;7;2;5;6;19;4;12;5;45;4;1;0;5
02529;Mortiers;68;1;1;6;2;1;1;13;3;13;2;26;0;2;1;5
02530;Moulins;20;0;2;2;0;3;0;1;2;7;2;19;0;0;0;0
02531;Moussy-Verneuil;31;0;0;5;0;3;4;8;1;7;2;15;1;0;1;1
02532;Moy-de-l'Aisne;335;4;11;40;8;12;24;46;8;39;14;168;6;7;4;11
02533;Muret-et-Crouttes;27;0;0;1;0;2;5;14;3;4;9;24;0;0;1;1
02534;Muscourt;9;0;1;0;0;2;3;7;1;2;4;7;0;0;1;1
02535;Nampcelles-la-Cour;33;2;0;5;0;1;2;12;0;6;4;20;0;0;0;3
02536;Nampteuil-sous-Muret;20;0;0;3;1;3;4;7;3;4;4;12;0;0;0;3
02537;Nanteuil-la-Fosse;47;0;2;5;0;4;6;5;1;11;5;32;2;0;0;2
02538;Nanteuil-Notre-Dame;19;0;0;0;0;0;0;3;2;4;1;21;0;2;0;0
02539;Nauroy;275;0;19;29;3;6;13;24;6;22;14;86;6;0;2;9
02540;Nesles-la-Montagne;438;7;10;41;16;19;46;80;10;27;28;144;3;11;2;39
02541;Neufchâtel-sur-Aisne;127;0;3;7;2;7;16;30;6;12;11;61;0;0;3;6
02542;Neuflieux;33;1;0;1;2;0;6;10;0;3;2;17;1;1;0;1
02543;Neuilly-Saint-Front;766;3;18;44;7;17;46;101;14;55;25;322;11;4;6;46
02544;Neuve-Maison;199;1;4;14;8;12;17;36;5;7;23;107;3;2;2;5
02545;La Neuville-Bosmont;30;0;0;1;1;4;7;7;4;13;9;29;0;0;2;3
02546;La Neuville-en-Beine;57;0;3;15;2;1;4;15;0;7;4;30;2;0;0;6
02547;La Neuville-Housset;17;0;0;1;0;0;2;3;1;2;4;13;0;0;0;0
02548;La Neuville-lès-Dorengt;126;2;3;10;4;11;5;25;3;11;6;67;0;1;0;8
02549;Neuville-Saint-Amand;287;5;10;24;6;20;22;74;6;44;18;128;1;3;2;17
02550;Neuville-sur-Ailette;38;2;1;4;0;0;2;7;0;1;1;25;3;0;0;0
02551;Neuville-sur-Margival;52;0;2;6;0;0;2;1;0;5;0;20;0;1;1;0
02552;Neuvillette;39;0;0;8;0;2;7;9;6;8;3;47;0;0;0;1
02553;Nizy-le-Comte;53;0;0;1;1;3;5;17;1;19;2;41;5;2;0;1
02554;Nogentel;335;5;10;21;10;23;40;80;5;38;23;132;6;2;6;28
02555;Nogent-l'Artaud;772;9;13;42;13;16;58;93;17;40;29;229;9;6;13;47
02556;Noircourt;26;1;0;2;1;1;3;7;3;4;1;13;1;1;0;0
02557;Noroy-sur-Ourcq;56;2;1;4;1;0;2;9;1;4;0;12;0;2;0;5
02558;Le Nouvion-en-Thiérache;799;9;11;61;21;22;57;127;16;61;44;381;16;6;3;22
02559;Nouvion-et-Catillon;177;3;2;14;7;8;7;23;5;8;10;83;3;0;2;5
02560;Nouvion-le-Comte;80;2;1;7;3;2;4;21;2;15;4;39;2;2;2;4
02561;Nouvion-le-Vineux;41;4;2;4;3;2;13;18;1;11;2;21;1;3;1;1
02562;Nouvron-Vingré;58;0;1;12;0;1;4;11;1;11;2;33;1;1;2;0
02563;Noyales;49;0;0;3;2;0;2;15;2;8;7;40;1;0;0;4
02564;Noyant-et-Aconin;147;5;9;9;10;11;12;31;2;14;12;92;2;2;3;16
02565;OEuilly;90;1;2;8;4;2;17;12;2;4;4;45;3;3;4;2
02566;Ognes;313;1;11;28;10;25;31;70;9;28;25;234;2;3;3;18
02567;Ohis;112;4;3;9;2;5;9;15;0;4;8;39;2;1;0;9
02568;Oigny-en-Valois;43;3;0;9;0;3;1;26;3;5;5;29;0;0;0;4
02569;Oisy;142;0;1;6;4;6;10;19;0;13;16;78;2;2;3;10
02570;Ollezy;58;1;0;1;3;3;4;6;2;8;2;31;0;0;1;4
02571;Omissy;191;3;10;19;6;13;29;47;12;28;14;105;3;0;1;15
02572;Orainville;174;0;8;14;7;6;21;27;9;8;8;57;2;0;0;11
02573;Orgeval;18;0;1;1;1;0;3;5;0;6;1;10;0;1;0;2
02574;Origny-en-Thiérache;483;3;11;27;8;20;30;79;10;36;26;219;3;5;4;14
02575;Origny-Sainte-Benoite;523;8;11;35;7;17;28;73;8;33;20;299;5;1;3;20
02576;Osly-Courtil;133;0;0;10;0;3;7;17;2;8;5;67;2;1;0;2
02577;Ostel;36;0;0;3;1;0;3;11;1;2;5;22;2;0;0;2
02578;Oulches-la-Vallée-Foulon;23;0;0;1;2;0;2;5;1;3;1;19;0;0;0;0
02579;Oulchy-la-Ville;52;0;0;7;1;1;4;5;3;8;2;17;2;1;3;2
02580;Oulchy-le-Château;225;4;7;18;11;5;23;42;8;10;18;124;4;0;0;19
02581;Paars;138;2;0;7;3;7;4;10;2;6;1;49;1;0;1;10
02582;Paissy;20;0;0;7;0;1;1;11;1;5;2;21;0;0;0;0
02583;Pancy-Courtecon;10;0;4;2;2;1;1;0;3;4;2;13;1;0;1;0
02584;Papleux;57;0;0;5;0;5;2;4;4;2;2;21;0;0;0;1
02585;Parcy-et-Tigny;64;3;4;8;4;3;10;14;4;15;6;46;2;3;0;2
02586;Parfondeval;50;0;2;2;1;4;7;17;5;10;7;20;0;2;1;4
02587;Parfondru;103;2;3;14;2;2;26;33;9;18;6;57;0;1;1;6
02588;Pargnan;19;0;0;5;4;1;2;5;4;4;1;13;0;1;1;1
02589;Pargny-Filain;73;2;2;8;4;3;7;20;1;2;8;44;2;6;2;6
02590;Pargny-la-Dhuys;29;0;3;8;2;0;3;13;2;14;7;28;0;0;0;1
02591;Pargny-les-Bois;33;0;0;1;1;2;3;10;0;3;0;43;0;2;0;6
02592;Parpeville;41;2;1;0;1;2;8;16;3;17;2;38;0;1;1;8
02593;Pasly;373;5;8;28;11;25;35;101;13;31;27;150;4;3;4;16
02594;Passy-en-Valois;69;0;1;4;2;0;1;3;0;12;2;29;0;0;1;2
02595;Passy-sur-Marne;49;0;0;5;1;0;2;12;2;6;3;21;1;0;0;5
02596;Pavant;239;2;2;23;5;12;15;30;5;8;7;103;6;4;2;21
02598;Pernant;279;0;11;18;7;6;27;51;7;26;9;95;5;4;3;8
02599;Pierremande;87;0;6;6;6;2;8;14;2;1;2;50;0;0;2;7
02600;Pierrepont;120;0;4;4;1;7;9;19;6;11;12;75;4;6;1;2
02601;Pignicourt;62;0;1;5;0;4;4;8;0;11;4;32;1;0;0;8
02602;Pinon;511;6;17;66;18;24;54;64;14;29;9;280;9;5;12;30
02604;Pithon;20;2;0;1;0;0;1;5;1;3;6;11;1;0;0;0
02605;Pleine-Selve;65;1;1;1;4;1;6;5;1;6;12;50;0;0;1;1
02606;Le Plessier-Huleu;15;0;1;0;0;0;1;12;2;6;4;12;0;0;1;0
02607;Ploisy;22;4;0;1;0;2;1;3;1;7;1;10;0;1;0;3
02608;Plomion;134;4;4;7;2;4;8;16;6;12;10;93;0;1;2;4
02609;Ployart-et-Vaurseine;6;0;0;1;0;0;0;6;0;5;0;4;0;0;0;0
02610;Pommiers;191;0;6;15;9;15;18;59;6;14;7;99;1;1;0;8
02612;Pont-Arcy;40;0;1;5;2;4;3;1;0;3;4;31;0;0;0;3
02613;Pontavert;182;3;4;8;6;3;16;30;4;9;11;87;1;2;3;6
02614;Pontru;77;1;1;4;3;5;13;12;3;20;5;52;1;1;0;4
02615;Pontruet;98;2;2;11;7;1;27;31;0;9;11;37;1;3;0;11
02616;Pont-Saint-Mard;62;0;4;4;1;8;9;6;2;11;2;27;0;1;0;1
02617;Pouilly-sur-Serre;123;4;11;21;7;12;9;19;2;11;10;100;1;4;0;3
02618;Prémont;209;3;3;7;2;12;9;41;9;25;15;103;2;1;3;9
02619;Prémontré;147;0;5;11;2;6;9;24;4;7;3;49;4;3;0;6
02620;Presles-et-Boves;146;4;3;6;1;1;7;15;1;14;8;82;0;1;0;8
02621;Presles-et-Thierny;128;0;3;8;1;7;26;44;3;12;5;50;1;2;1;5
02622;Priez;9;0;0;0;4;0;1;1;1;5;0;7;0;0;0;4
02623;Prisces;37;0;0;3;0;1;6;11;1;0;1;15;0;0;2;2
02624;Proisy;77;0;3;7;1;6;5;19;1;4;7;35;2;1;2;5
02625;Proix;59;1;1;5;0;0;2;3;0;3;3;32;3;3;1;0
02626;Prouvais;131;1;3;9;0;6;20;26;7;17;12;61;1;0;1;5
02627;Proviseux-et-Plesnoy;35;0;2;2;1;1;5;4;4;9;3;29;0;0;0;2
02628;Puiseux-en-Retz;48;1;3;4;0;4;17;28;3;9;3;33;1;1;0;3
02629;Puisieux-et-Clanlieu;106;0;0;3;1;3;1;16;3;13;11;60;0;3;1;1
02631;Quierzy;119;2;3;8;2;4;7;25;7;5;14;76;1;4;1;2
02632;Quincy-Basse;10;0;0;1;2;1;1;11;3;7;0;13;0;0;0;0
02633;Quincy-sous-le-Mont;6;0;1;2;0;0;2;12;0;2;0;13;0;2;0;1
02634;Raillimont;21;0;1;0;0;0;2;7;0;5;3;26;1;0;0;0
02635;Ramicourt;35;0;4;3;1;0;8;11;0;5;6;24;0;4;0;4
02636;Regny;65;0;1;6;1;4;3;12;0;13;3;46;0;1;0;0
02637;Remaucourt;101;1;4;11;2;2;12;32;6;18;8;50;0;1;0;5
02638;Remies;62;1;2;2;1;3;5;14;5;11;2;44;0;0;2;0
02639;Remigny;143;2;0;6;2;2;9;16;3;13;10;61;1;0;4;4
02640;Renansart;52;0;0;5;4;4;1;7;0;12;3;16;0;0;0;3
02641;Renneval;40;0;0;0;0;1;3;5;1;2;5;19;0;0;0;1
02642;Résigny;62;0;0;2;0;2;1;8;2;5;5;47;0;1;0;2
02643;Ressons-le-Long;284;0;8;8;8;9;30;43;7;17;3;119;3;8;3;17
02644;Retheuil;101;2;3;3;3;4;17;19;5;12;6;77;3;2;6;10
02645;Reuilly-Sauvigny;82;0;1;4;3;2;4;7;4;5;3;30;2;0;0;3
02647;Ribeauville;17;0;0;1;0;0;0;5;1;5;0;13;0;0;0;0
02648;Ribemont;670;4;10;47;11;37;51;113;7;61;37;330;3;11;3;25
02649;Rocourt-Saint-Martin;112;0;2;12;0;0;17;11;1;12;11;64;1;0;1;3
02650;Rocquigny;146;1;1;5;5;2;5;35;3;8;14;45;2;0;0;2
02651;Rogécourt;38;0;0;4;1;1;6;3;2;5;8;12;0;1;0;1
02652;Rogny;36;0;4;1;0;0;1;10;0;3;1;22;0;0;0;2
02653;Romeny-sur-Marne;136;3;0;16;4;3;10;36;4;12;16;81;0;0;3;5
02654;Romery;16;0;0;2;0;2;1;13;1;11;5;12;0;0;0;0
02655;Ronchères;27;0;2;2;1;0;1;13;0;4;3;35;0;0;0;7
02656;Roucy;102;1;4;9;6;8;18;48;0;12;11;33;2;1;0;12
02657;Rougeries;65;1;2;4;0;2;2;5;3;8;8;21;2;0;0;4
02658;Roupy;88;0;4;3;2;6;8;19;6;13;2;32;0;0;0;4
02659;Rouvroy;106;2;3;6;2;11;30;39;10;49;21;87;0;1;0;12
02660;Rouvroy-sur-Serre;28;0;0;0;0;0;0;0;0;6;1;6;0;0;0;2
02661;Royaucourt-et-Chailvet;65;1;1;8;1;4;7;15;5;7;10;27;0;3;1;8
02662;Rozet-Saint-Albin;141;1;3;3;2;1;13;26;0;7;2;54;0;0;0;6
02663;Rozières-sur-Crise;74;1;0;10;1;0;3;15;1;8;4;28;0;0;0;4
02664;Rozoy-Bellevalle;40;0;2;2;1;4;1;13;4;2;5;21;1;0;0;4
02665;Grand-Rozoy;104;0;0;9;3;5;5;35;2;7;2;50;2;1;0;2
02666;Rozoy-sur-Serre;328;4;4;24;3;11;26;49;5;17;27;181;1;1;4;4
02667;Saconin-et-Breuil;80;4;0;8;0;1;26;12;2;7;2;37;2;1;1;1
02668;Sains-Richaumont;250;2;6;16;5;14;20;45;10;37;33;187;2;2;0;7
02670;Saint-Algis;47;0;2;2;4;3;5;14;0;8;1;16;1;0;0;1
02671;Saint-Aubin;95;0;4;5;1;2;15;14;1;9;1;69;2;0;0;3
02672;Saint-Bandry;73;1;1;4;1;4;9;17;2;12;2;53;1;0;2;6
02673;Saint-Christophe-à-Berry;145;1;0;5;2;7;9;33;7;14;4;65;2;1;0;5
02674;Saint-Clément;13;0;0;1;0;0;1;5;1;1;0;14;0;0;0;0
02675;Sainte-Croix;38;0;0;0;2;1;5;8;1;4;2;28;0;0;0;2
02676;Saint-Erme-Outre-et-Ramecourt;628;3;2;24;17;12;45;81;23;52;29;255;14;9;8;27
02677;Saint-Eugène;80;6;5;6;0;1;9;15;1;4;4;32;1;1;0;1
02678;Sainte-Geneviève;22;3;0;2;0;0;0;10;1;2;3;9;0;0;0;1
02679;Saint-Gengoulph;31;2;0;6;3;0;4;12;0;6;5;14;2;5;3;0
02680;Saint-Gobain;735;6;14;61;16;34;68;101;15;42;54;255;8;8;3;27
02681;Saint-Gobert;88;0;0;4;1;2;4;13;0;14;12;46;0;0;0;2
02682;Saint-Mard;44;0;0;0;5;4;5;5;0;8;4;16;0;0;0;5
02683;Saint-Martin-Rivière;36;0;0;6;0;0;2;4;1;4;2;18;1;1;0;0
02684;Saint-Michel;1175;13;22;91;32;46;78;115;9;26;38;527;15;10;12;46
02685;Saint-Nicolas-aux-Bois;27;1;1;5;0;3;9;9;1;4;1;27;1;0;0;1
02686;Saint-Paul-aux-Bois;118;2;0;13;3;10;17;28;1;10;6;87;1;5;1;6
02687;Saint-Pierre-Aigle;98;0;0;8;7;6;20;40;9;19;6;39;2;2;3;5
02688;Saint-Pierre-lès-Franqueville;14;0;0;2;0;1;1;12;1;2;1;9;0;0;0;0
02689;Saint-Pierremont;25;0;0;0;0;0;1;0;1;10;2;8;0;0;0;0
02690;Sainte-Preuve;28;0;0;4;2;1;3;15;0;2;0;8;0;1;0;2
02691;Saint-Quentin;18707;124;306;970;451;640;1258;2774;300;1262;573;5045;159;162;79;766
02693;Saint-Rémy-Blanzy;56;3;4;1;1;2;5;25;2;11;0;24;0;2;0;4
02694;Saint-Simon;190;2;6;14;2;8;16;19;5;23;6;111;4;1;2;10
02695;Saint-Thibaut;21;0;1;0;1;2;5;5;0;0;1;11;1;0;0;0
02696;Saint-Thomas;26;0;1;0;3;3;3;5;2;2;1;13;0;0;0;0
02697;Samoussy;81;0;3;8;7;3;18;33;7;12;6;85;0;1;0;3
02698;Sancy-les-Cheminots;33;0;0;0;3;4;1;9;0;4;4;21;0;2;1;0
02699;Saponay;96;1;1;10;8;3;6;12;1;8;6;66;5;1;0;6
02701;Saulchery;213;3;3;17;7;11;24;34;2;22;11;58;1;9;3;7
02702;Savy;184;3;0;6;3;8;29;38;3;23;25;123;1;0;1;13
02703;Seboncourt;299;1;7;33;10;9;19;35;10;25;11;161;7;8;3;10
02704;Selens;92;0;3;0;1;1;8;9;3;3;15;50;1;1;2;4
02705;La Selve;74;0;2;5;4;0;8;3;1;17;4;49;2;3;1;2
02706;Septmonts;178;0;3;21;6;19;17;51;5;6;10;75;0;1;2;17
02707;Septvaux;41;1;0;5;1;1;8;13;3;4;1;35;1;1;0;1
02708;Sequehart;64;0;0;4;1;5;14;21;4;18;8;42;1;0;0;4
02709;Serain;137;1;3;12;3;6;9;22;3;6;5;58;0;0;0;8
02710;Seraucourt-le-Grand;247;3;8;17;3;13;17;42;5;15;24;137;4;6;1;11
02711;Serches;110;2;4;5;4;7;10;15;2;14;6;32;0;0;0;5
02712;Sergy;52;0;0;1;0;1;8;3;0;6;3;31;0;0;0;1
02713;Seringes-et-Nesles;89;4;2;8;2;6;3;29;0;7;3;51;3;0;1;8
02714;Sermoise;107;0;0;6;2;0;14;14;7;6;4;63;3;0;1;6
02715;Serval;12;0;0;3;0;0;3;3;2;4;1;15;1;0;0;1
02716;Servais;84;1;1;9;0;6;7;22;4;8;2;53;1;1;1;3
02717;Séry-lès-Mézières;213;2;3;15;4;6;26;37;9;14;9;101;3;1;1;7
02718;Silly-la-Poterie;49;0;0;3;3;6;12;14;1;3;1;19;0;3;0;5
02719;Sinceny;840;5;16;53;21;21;55;106;14;46;39;366;8;5;3;27
02720;Sissonne;551;7;9;30;9;18;37;88;12;34;34;324;7;5;6;24
02721;Sissy;159;2;3;10;1;3;24;26;7;21;2;71;2;0;0;9
02722;Soissons;9397;58;144;474;212;334;605;1499;192;674;261;2239;56;80;30;343
02723;Soize;44;0;0;0;0;1;0;11;3;10;1;8;0;0;0;0
02724;Sommelans;9;0;0;0;0;1;4;1;2;6;2;11;0;0;1;2
02725;Sommeron;49;1;1;0;0;1;6;15;1;12;1;25;0;1;0;2
02726;Sommette-Eaucourt;61;1;0;1;1;1;4;14;0;3;3;33;0;1;1;2
02727;Sons-et-Ronchères;61;1;1;10;4;2;2;5;4;5;6;60;0;0;0;2
02728;Sorbais;69;1;3;10;0;5;10;20;4;3;5;68;1;0;1;2
02729;Soucy;20;0;1;1;1;4;3;9;1;9;0;11;0;1;0;6
02730;Soupir;81;0;0;3;2;4;6;14;1;8;3;49;2;1;0;6
02731;Le Sourd;57;2;0;1;1;4;4;7;2;9;2;30;0;1;0;4
02732;Surfontaine;17;0;0;0;1;1;0;5;0;15;1;23;0;0;0;0
02734;Taillefontaine;90;2;1;7;5;5;14;19;2;15;6;49;0;0;1;3
02735;Tannières;0;0;0;2;1;3;0;3;0;6;0;2;0;0;0;0
02736;Tartiers;61;3;3;3;5;2;2;6;7;7;3;30;0;0;1;5
02737;Tavaux-et-Pontséricourt;181;2;4;12;4;12;11;35;6;12;21;122;3;0;2;2
02738;Tergnier;5342;48;201;425;128;203;284;526;82;116;132;2007;58;41;42;221
02739;Terny-Sorny;102;3;3;9;4;2;4;19;2;10;7;60;0;0;1;4
02740;Thenailles;90;0;2;7;2;2;11;11;4;11;5;42;1;0;3;6
02741;Thenelles;139;1;9;20;5;10;13;24;3;11;10;112;1;7;0;8
02742;Thiernu;28;1;1;0;0;5;3;5;0;4;1;27;0;0;1;2
02743;Le Thuel;44;2;1;7;1;1;3;7;1;7;1;39;0;0;0;1
02744;Torcy-en-Valois;10;0;0;1;1;2;3;11;1;0;2;14;0;0;3;2
02745;Toulis-et-Attencourt;31;1;1;2;3;2;1;8;0;9;0;24;0;2;0;1
02746;Travecy;224;3;9;16;3;3;14;40;3;21;13;131;0;7;1;10
02747;Trefcon;29;0;0;1;0;1;0;5;0;4;0;14;0;0;1;1
02748;Trélou-sur-Marne;265;1;8;14;4;13;25;88;12;44;23;136;3;6;2;32
02749;Troësnes;73;0;0;5;3;7;7;10;0;6;7;35;0;1;2;11
02750;Trosly-Loire;200;3;2;9;7;6;5;32;4;20;21;71;1;0;2;6
02751;Trucy;46;2;5;5;2;1;6;12;0;1;8;23;2;0;1;1
02752;Tugny-et-Pont;100;2;3;5;1;3;3;15;2;15;5;47;2;0;4;8
02753;Tupigny;97;1;2;15;0;7;7;17;2;0;0;85;0;1;3;0
02754;Ugny-le-Gay;76;2;2;1;1;3;8;11;3;5;2;31;4;2;0;7
02755;Urcel;184;0;6;11;11;8;32;35;4;13;8;77;1;6;3;4
02756;Urvillers;239;6;1;13;5;9;22;47;6;42;17;75;1;1;4;6
02757;Vadencourt;140;1;9;20;7;9;9;31;2;11;15;110;1;2;1;8
02758;Vailly-sur-Aisne;619;4;16;33;13;21;67;123;19;47;16;351;5;7;7;35
02759;La Vallée-au-Blé;85;0;1;7;1;4;0;8;0;9;17;56;0;2;0;3
02760;La Vallée-Mulâtre;44;0;1;2;1;5;3;7;1;7;4;35;3;0;0;4
02761;Variscourt;42;0;1;2;0;3;1;11;3;4;5;47;0;3;1;2
02762;Vassens;46;1;1;0;2;1;3;9;4;1;0;21;0;2;1;9
02763;Vasseny;61;0;2;5;2;4;6;14;2;5;5;43;0;0;1;2
02764;Vassogne;15;2;1;1;2;3;15;5;4;1;1;11;0;1;0;3
02765;Vaucelles-et-Beffecourt;64;0;0;1;2;8;24;24;0;9;3;38;0;0;0;3
02766;Vaudesson;98;0;0;4;1;4;8;10;1;6;3;39;2;0;0;3
02767;Vauxrezis;152;0;4;4;2;5;17;27;1;8;11;54;1;0;1;4
02768;Vauxaillon;190;2;7;17;8;4;17;31;3;9;6;63;11;0;2;7
02769;Vaux-Andigny;291;3;3;14;3;19;7;19;3;25;8;196;1;8;3;10
02770;Vauxbuin;287;2;0;14;10;12;22;77;7;42;16;129;4;1;3;9
02772;Vaux-en-Vermandois;53;0;0;1;1;3;3;3;0;7;2;26;2;0;0;3
02773;Vauxtin;16;0;3;3;0;1;0;5;0;0;0;7;0;1;0;0
02774;Vendelles;28;0;1;0;0;1;2;9;2;6;1;28;0;0;0;4
02775;Vendeuil;292;1;8;15;10;19;16;62;6;23;24;141;3;2;0;17
02776;Vendhuile;212;3;5;10;2;3;17;35;7;11;7;80;2;2;2;8
02777;Vendières;67;0;2;4;0;0;4;10;3;10;5;26;0;0;0;1
02778;Vendresse-Beaulne;33;1;2;4;1;4;7;2;1;7;3;21;0;1;4;2
02779;Vénérolles;69;0;1;5;3;6;0;9;3;4;3;49;1;0;0;0
02780;Venizel;408;6;10;27;5;22;18;62;4;27;21;219;3;3;1;16
02781;Verdilly;150;3;4;9;8;8;32;28;2;7;6;63;2;4;1;11
02782;Le Verguier;82;1;0;4;1;5;2;3;1;7;4;50;1;2;1;2
02783;Grand-Verly;55;0;2;6;2;2;6;8;0;3;5;29;1;0;0;0
02784;Petit-Verly;39;1;0;1;0;2;0;7;3;4;9;41;1;0;0;2
02785;Vermand;375;5;4;14;20;19;59;69;9;50;22;145;4;5;3;16
02786;Verneuil-sous-Coucy;49;2;2;1;0;2;5;6;1;4;5;25;1;0;0;4
02787;Verneuil-sur-Serre;80;1;3;4;3;1;12;10;1;5;8;45;2;1;0;4
02788;Versigny;137;1;2;10;5;5;8;11;2;8;3;110;0;3;1;8
02789;Vervins;767;7;9;67;19;52;66;132;15;40;35;341;3;6;9;31
02790;Vesles-et-Caumont;68;1;2;10;1;1;6;9;1;6;8;42;0;2;1;3
02791;Veslud;57;1;5;5;2;3;19;21;0;8;4;34;4;1;0;6
02792;Veuilly-la-Poterie;50;0;1;4;0;0;7;10;2;9;4;23;0;0;0;6
02793;Vézaponin;40;0;0;2;0;2;4;4;2;4;4;26;0;1;2;5
02794;Vézilly;62;0;3;0;3;3;10;21;2;6;2;23;0;2;2;12
02795;Vic-sur-Aisne;528;7;5;25;6;12;42;103;15;35;21;233;9;3;3;14
02796;Vichel-Nanteuil;22;0;2;5;0;1;1;7;0;4;6;15;0;1;0;3
02797;Viel-Arcy;48;0;1;9;1;2;2;10;1;5;2;34;0;2;0;2
02798;Viels-Maisons;434;0;8;21;8;8;25;31;10;43;13;114;0;6;2;28
02799;Vierzy;125;0;0;8;3;4;9;32;1;5;0;69;0;0;0;4
02800;Viffort;93;1;2;8;1;0;6;7;2;11;5;45;0;1;2;7
02801;Vigneux-Hocquet;85;1;3;9;4;2;9;17;2;13;10;25;0;0;0;10
02802;La Ville-aux-Bois-lès-Dizy;80;1;0;5;3;3;1;9;0;5;1;22;0;0;0;1
02803;La Ville-aux-Bois-lès-Pontavert;43;1;1;0;1;2;6;6;1;3;1;30;0;0;2;3
