CODGEO;LIBGEO;Abstention;Extrême-Gauche;NFP;Divers Gauche;Ensemble;Divers Centre;LR;RN;Reconquête;Divers
67016;Avolsheim;198;1.0;84.0;0.0;110.0;0.0;46.0;172.0;3.0;7.0
67017;Baerendorf;83;0.0;13.0;0.0;10.0;0.0;43.0;91.0;0.0;4.0
67018;Balbronn;153;1.0;46.0;0.0;107.0;0.0;73.0;156.0;1.0;20.0
67019;Baldenheim;330;4.0;89.0;12.0;214.0;0.0;44.0;263.0;0.0;37.0
67020;Barembach;234;4.0;62.0;0.0;133.0;0.0;38.0;169.0;1.0;9.0
67021;Barr;1567;23.0;815.0;42.0;1072.0;0.0;209.0;1018.0;0.0;151.0
67022;Bassemberg;59;2.0;19.0;2.0;55.0;0.0;9.0;66.0;0.0;9.0
67023;Batzendorf;180;2.0;51.0;0.0;185.0;0.0;36.0;263.0;4.0;23.0
67025;Beinheim;406;9.0;52.0;8.0;211.0;0.0;59.0;264.0;9.0;0.0
67026;Bellefosse;25;2.0;20.0;0.0;65.0;0.0;4.0;22.0;0.0;0.0
67027;Belmont;31;1.0;17.0;0.0;35.0;0.0;23.0;40.0;0.0;0.0
67028;Benfeld;1563;15.0;537.0;24.0;713.0;0.0;178.0;888.0;0.0;65.0
67029;Berg;105;3.0;14.0;0.0;17.0;0.0;57.0;94.0;2.0;6.0
67030;Bergbieten;177;2.0;68.0;0.0;132.0;0.0;70.0;156.0;2.0;16.0
67031;Bernardswiller;334;7.0;124.0;0.0;308.0;0.0;87.0;314.0;12.0;42.0
67032;Bernardvillé;19;0.0;21.0;1.0;37.0;0.0;6.0;69.0;0.0;4.0
67033;Bernolsheim;134;0.0;37.0;0.0;131.0;0.0;43.0;201.0;2.0;13.0
67034;Berstett;543;3.0;253.0;0.0;471.0;0.0;152.0;492.0;8.0;43.0
67035;Berstheim;98;0.0;28.0;0.0;102.0;0.0;17.0;107.0;5.0;10.0
67036;Bettwiller;86;3.0;15.0;0.0;4.0;0.0;60.0;72.0;2.0;6.0
67037;Biblisheim;90;1.0;25.0;6.0;47.0;0.0;24.0;92.0;1.0;0.0
67038;Bietlenheim;58;2.0;9.0;0.0;43.0;0.0;10.0;89.0;4.0;3.0
67039;Bilwisheim;113;1.0;40.0;0.0;88.0;0.0;17.0;148.0;6.0;10.0
67040;Bindernheim;289;3.0;41.0;1.0;182.0;0.0;27.0;297.0;0.0;23.0
67043;Bischheim;3411;0.0;2219.0;125.0;1368.0;0.0;227.0;1505.0;60.0;132.0
67044;Bischholtz;70;1.0;25.0;0.0;5.0;0.0;51.0;56.0;2.0;2.0
67045;Bischoffsheim;842;6.0;270.0;0.0;674.0;0.0;223.0;627.0;13.0;63.0
67046;Bischwiller;3059;39.0;1049.0;0.0;976.0;0.0;191.0;1536.0;57.0;151.0
67047;Bissert;44;2.0;2.0;0.0;1.0;0.0;16.0;52.0;1.0;2.0
67048;Bitschhoffen;110;2.0;24.0;0.0;51.0;0.0;52.0;118.0;2.0;0.0
67049;Blaesheim;332;7.0;132.0;0.0;331.0;0.0;90.0;292.0;9.0;28.0
67050;Blancherupt;9;0.0;5.0;0.0;5.0;0.0;6.0;15.0;0.0;0.0
67051;Blienschwiller;80;0.0;22.0;3.0;98.0;0.0;8.0;57.0;0.0;13.0
67052;Boersch;633;6.0;238.0;0.0;415.0;0.0;213.0;521.0;6.0;44.0
67053;Boesenbiesen;68;0.0;20.0;5.0;104.0;0.0;15.0;57.0;0.0;6.0
67054;Bolsenheim;128;1.0;37.0;0.0;85.0;0.0;35.0;116.0;0.0;9.0
67055;Boofzheim;334;7.0;106.0;12.0;207.0;0.0;53.0;331.0;0.0;24.0
67056;Bootzheim;200;2.0;48.0;4.0;95.0;0.0;9.0;201.0;0.0;6.0
67057;Bosselshausen;42;0.0;6.0;0.0;15.0;0.0;49.0;40.0;2.0;1.0
67058;Bossendorf;67;2.0;16.0;0.0;33.0;0.0;73.0;67.0;5.0;4.0
67059;Bourg-Bruche;134;3.0;38.0;0.0;42.0;0.0;22.0;102.0;3.0;5.0
67060;Bourgheim;160;2.0;54.0;0.0;80.0;0.0;35.0;143.0;1.0;9.0
67061;Bouxwiller;1167;8.0;227.0;0.0;157.0;0.0;473.0;704.0;23.0;61.0
67062;Breitenau;88;3.0;36.0;2.0;79.0;0.0;12.0;47.0;0.0;6.0
67063;Breitenbach;187;3.0;74.0;7.0;119.0;0.0;27.0;152.0;0.0;17.0
67065;Breuschwickersheim;272;3.0;112.0;0.0;240.0;0.0;78.0;282.0;8.0;26.0
67066;La Broque;794;6.0;215.0;0.0;282.0;0.0;146.0;609.0;11.0;14.0
67067;Brumath;2520;36.0;982.0;0.0;1275.0;0.0;663.0;1749.0;45.0;158.0
67068;Buswiller;53;1.0;7.0;0.0;10.0;0.0;60.0;56.0;3.0;6.0
67069;Buhl;120;0.0;15.0;1.0;71.0;0.0;16.0;91.0;0.0;0.0
67070;Burbach;90;1.0;4.0;0.0;5.0;0.0;52.0;74.0;1.0;5.0
67071;Bust;96;2.0;23.0;0.0;9.0;0.0;82.0;130.0;8.0;4.0
67072;Butten;203;4.0;26.0;0.0;9.0;0.0;113.0;158.0;4.0;10.0
67073;Châtenois;1071;12.0;413.0;32.0;833.0;0.0;130.0;752.0;0.0;68.0
67074;Cleebourg;190;0.0;34.0;6.0;105.0;0.0;37.0;119.0;2.0;0.0
67075;Climbach;103;1.0;15.0;4.0;59.0;0.0;28.0;84.0;1.0;0.0
67076;Colroy-la-Roche;128;4.0;25.0;0.0;65.0;0.0;25.0;128.0;1.0;3.0
67077;Cosswiller;129;3.0;59.0;0.0;121.0;0.0;58.0;116.0;1.0;15.0
67078;Crastatt;67;0.0;18.0;0.0;7.0;0.0;33.0;97.0;2.0;3.0
67079;Croettwiller;23;0.0;3.0;0.0;13.0;0.0;4.0;37.0;1.0;0.0
67080;Dachstein;513;7.0;168.0;0.0;284.0;0.0;136.0;317.0;6.0;22.0
67081;Dahlenheim;185;1.0;49.0;0.0;144.0;0.0;47.0;166.0;1.0;12.0
67082;Dalhunden;327;2.0;42.0;4.0;51.0;0.0;170.0;297.0;7.0;0.0
67083;Dambach;249;4.0;34.0;4.0;46.0;0.0;88.0;197.0;3.0;0.0
67084;Dambach-la-Ville;504;10.0;180.0;20.0;500.0;0.0;48.0;353.0;0.0;32.0
67085;Dangolsheim;176;3.0;82.0;0.0;139.0;0.0;74.0;143.0;3.0;10.0
67086;Daubensand;89;2.0;32.0;1.0;103.0;0.0;25.0;86.0;0.0;9.0
67087;Dauendorf;357;4.0;63.0;0.0;236.0;0.0;45.0;383.0;3.0;47.0
67088;Dehlingen;133;1.0;6.0;0.0;11.0;0.0;72.0;89.0;3.0;2.0
67089;Dettwiller;652;11.0;154.0;0.0;123.0;0.0;419.0;517.0;7.0;57.0
67090;Diebolsheim;161;2.0;43.0;4.0;120.0;0.0;22.0;142.0;0.0;12.0
67091;Diedendorf;103;2.0;19.0;0.0;6.0;0.0;76.0;64.0;1.0;7.0
67092;Dieffenbach-au-Val;142;1.0;81.0;11.0;146.0;0.0;27.0;136.0;0.0;25.0
67093;Dieffenbach-lès-Woerth;81;0.0;13.0;2.0;50.0;0.0;11.0;104.0;1.0;0.0
67094;Dieffenthal;79;1.0;23.0;2.0;42.0;0.0;8.0;85.0;0.0;2.0
67095;Diemeringen;547;3.0;86.0;0.0;58.0;0.0;307.0;238.0;8.0;17.0
67096;Dimbsthal;57;2.0;31.0;0.0;20.0;0.0;59.0;86.0;3.0;15.0
67097;Dingsheim;238;2.0;149.0;0.0;339.0;0.0;58.0;202.0;8.0;32.0
67098;Dinsheim-sur-Bruche;335;7.0;125.0;0.0;208.0;0.0;130.0;351.0;4.0;29.0
67099;Domfessel;79;2.0;15.0;0.0;7.0;0.0;60.0;57.0;0.0;1.0
67100;Donnenheim;80;1.0;31.0;0.0;62.0;0.0;27.0;67.0;2.0;2.0
67101;Dorlisheim;611;3.0;186.0;0.0;441.0;0.0;243.0;543.0;2.0;37.0
67102;Dossenheim-Kochersberg;87;1.0;22.0;0.0;87.0;0.0;16.0;67.0;0.0;7.0
67103;Dossenheim-sur-Zinsel;327;4.0;68.0;0.0;45.0;0.0;208.0;232.0;15.0;31.0
67104;Drachenbronn-Birlenbach;162;2.0;24.0;6.0;101.0;0.0;35.0;119.0;3.0;0.0
67105;Drulingen;397;9.0;56.0;0.0;28.0;0.0;250.0;217.0;3.0;25.0
67106;Drusenheim;1642;16.0;299.0;24.0;606.0;0.0;372.0;1189.0;24.0;0.0
67107;Duntzenheim;123;1.0;45.0;0.0;53.0;0.0;91.0;176.0;9.0;12.0
67108;Duppigheim;417;10.0;179.0;0.0;253.0;0.0;115.0;397.0;5.0;40.0
67109;Durningen;120;1.0;57.0;0.0;160.0;0.0;43.0;167.0;3.0;8.0
67110;Durrenbach;300;3.0;47.0;9.0;150.0;0.0;56.0;294.0;6.0;0.0
67111;Durstel;80;4.0;22.0;0.0;10.0;0.0;109.0;90.0;2.0;8.0
67112;Duttlenheim;669;7.0;207.0;0.0;472.0;0.0;222.0;723.0;14.0;41.0
67113;Eberbach-Seltz;99;1.0;15.0;3.0;59.0;0.0;16.0;89.0;3.0;0.0
67115;Ebersheim;573;6.0;172.0;6.0;386.0;0.0;60.0;481.0;0.0;72.0
67116;Ebersmunster;133;1.0;42.0;5.0;121.0;0.0;19.0;117.0;0.0;11.0
67117;Eckartswiller;109;1.0;43.0;0.0;26.0;0.0;79.0;81.0;2.0;13.0
67118;Eckbolsheim;1563;13.0;914.0;0.0;1029.0;0.0;244.0;879.0;43.0;98.0
67119;Eckwersheim;333;5.0;128.0;0.0;250.0;0.0;203.0;257.0;7.0;22.0
67120;Eichhoffen;108;3.0;42.0;2.0;97.0;0.0;19.0;147.0;0.0;15.0
67121;Elsenheim;162;3.0;29.0;0.0;121.0;0.0;21.0;196.0;0.0;22.0
67122;Wangenbourg-Engenthal;334;7.0;105.0;0.0;188.0;0.0;97.0;336.0;6.0;28.0
67123;Engwiller;124;0.0;12.0;2.0;49.0;0.0;98.0;108.0;0.0;0.0
67124;Entzheim;613;7.0;312.0;0.0;365.0;0.0;99.0;474.0;14.0;43.0
67125;Epfig;530;6.0;154.0;14.0;428.0;0.0;105.0;481.0;0.0;65.0
67126;Erckartswiller;79;2.0;14.0;0.0;18.0;0.0;55.0;49.0;0.0;8.0
67127;Ergersheim;308;5.0;114.0;0.0;207.0;0.0;190.0;266.0;8.0;29.0
67128;Ernolsheim-Bruche;410;3.0;159.0;0.0;307.0;0.0;131.0;414.0;12.0;25.0
67129;Ernolsheim-lès-Saverne;160;3.0;30.0;0.0;24.0;0.0;134.0;154.0;8.0;11.0
67130;Erstein;3088;35.0;892.0;31.0;1375.0;0.0;357.0;1913.0;0.0;170.0
67131;Eschau;1162;11.0;487.0;0.0;953.0;0.0;254.0;1117.0;18.0;68.0
67132;Eschbach;242;2.0;30.0;8.0;167.0;0.0;77.0;270.0;5.0;0.0
67133;Eschbourg;116;2.0;28.0;0.0;4.0;0.0;79.0;103.0;3.0;9.0
67134;Eschwiller;47;0.0;2.0;0.0;4.0;0.0;35.0;57.0;1.0;2.0
67135;Ettendorf;186;5.0;34.0;0.0;36.0;0.0;153.0;178.0;11.0;16.0
67136;Eywiller;82;0.0;9.0;0.0;10.0;0.0;53.0;71.0;2.0;2.0
67137;Fegersheim;1410;22.0;519.0;0.0;913.0;0.0;283.0;1038.0;28.0;86.0
67138;Fessenheim-le-Bas;136;1.0;40.0;0.0;115.0;0.0;20.0;135.0;0.0;4.0
67139;Flexbourg;148;3.0;40.0;0.0;79.0;0.0;54.0;113.0;1.0;7.0
67140;Forstfeld;163;2.0;15.0;5.0;63.0;0.0;30.0;159.0;7.0;0.0
67141;Forstheim;148;0.0;15.0;3.0;58.0;0.0;63.0;158.0;4.0;0.0
67142;Fort-Louis;63;1.0;8.0;1.0;17.0;0.0;14.0;64.0;2.0;0.0
67143;Fouchy;175;5.0;102.0;11.0;121.0;0.0;19.0;136.0;0.0;15.0
67144;Fouday;61;1.0;10.0;0.0;62.0;0.0;25.0;70.0;0.0;3.0
67145;Friedolsheim;59;2.0;12.0;0.0;20.0;0.0;57.0;74.0;2.0;4.0
67146;Friesenheim;158;3.0;25.0;3.0;75.0;0.0;26.0;203.0;0.0;18.0
67147;Froeschwiller;156;1.0;18.0;0.0;54.0;0.0;29.0;138.0;3.0;0.0
67148;Frohmuhl;40;1.0;20.0;0.0;8.0;0.0;30.0;50.0;3.0;3.0
67149;Furchhausen;77;0.0;27.0;0.0;24.0;0.0;93.0;90.0;0.0;14.0
67150;Furdenheim;298;8.0;132.0;0.0;309.0;0.0;61.0;296.0;9.0;23.0
67151;Gambsheim;1319;22.0;437.0;0.0;715.0;0.0;221.0;1145.0;28.0;113.0
67152;Geispolsheim;1741;15.0;789.0;0.0;1245.0;0.0;334.0;1289.0;36.0;107.0
67153;Geiswiller-Zoebersdorf;110;3.0;13.0;0.0;31.0;0.0;81.0;91.0;4.0;5.0
67154;Gerstheim;854;13.0;324.0;33.0;546.0;0.0;156.0;753.0;0.0;68.0
67155;Gertwiller;294;4.0;114.0;15.0;169.0;0.0;45.0;279.0;0.0;30.0
67156;Geudertheim;614;6.0;207.0;0.0;321.0;0.0;112.0;767.0;19.0;52.0
67159;Goerlingen;58;0.0;10.0;0.0;8.0;0.0;37.0;73.0;2.0;5.0
67160;Goersdorf;293;2.0;38.0;5.0;131.0;0.0;45.0;273.0;12.0;0.0
67161;Gottenhouse;89;1.0;42.0;0.0;17.0;0.0;74.0;83.0;5.0;11.0
67162;Gottesheim;78;0.0;19.0;0.0;19.0;0.0;67.0;78.0;5.0;9.0
67163;Gougenheim;94;2.0;48.0;0.0;95.0;0.0;41.0;131.0;0.0;22.0
67164;Goxwiller;218;1.0;74.0;0.0;147.0;0.0;51.0;186.0;6.0;13.0
67165;Grandfontaine;154;3.0;30.0;0.0;39.0;0.0;26.0;102.0;4.0;5.0
67166;Grassendorf;62;1.0;18.0;0.0;6.0;0.0;51.0;64.0;4.0;2.0
67167;Grendelbruch;325;1.0;115.0;0.0;142.0;0.0;92.0;338.0;3.0;23.0
67168;Gresswiller;393;3.0;141.0;0.0;193.0;0.0;208.0;331.0;7.0;33.0
67169;Gries;856;15.0;160.0;0.0;392.0;0.0;101.0;759.0;9.0;74.0
67172;Griesheim-près-Molsheim;523;3.0;162.0;0.0;444.0;0.0;169.0;489.0;14.0;37.0
67173;Griesheim-sur-Souffel;198;5.0;133.0;0.0;364.0;0.0;65.0;196.0;11.0;25.0
67174;Gumbrechtshoffen;339;5.0;48.0;4.0;91.0;0.0;133.0;311.0;6.0;0.0
67176;Gundershoffen;1045;10.0;168.0;13.0;193.0;0.0;587.0;813.0;14.0;0.0
67177;Gunstett;163;0.0;25.0;6.0;53.0;0.0;54.0;174.0;4.0;0.0
67178;Gungwiller;96;1.0;5.0;0.0;7.0;0.0;48.0;80.0;1.0;7.0
67179;Haegen;184;2.0;41.0;0.0;24.0;0.0;121.0;164.0;8.0;19.0
67180;Haguenau;9420;118.0;2776.0;0.0;4579.0;0.0;939.0;5460.0;168.0;641.0
67181;Handschuheim;80;0.0;27.0;0.0;58.0;0.0;26.0;49.0;2.0;6.0
67182;Hangenbieten;377;6.0;126.0;0.0;316.0;0.0;87.0;420.0;13.0;33.0
67183;Harskirchen;256;3.0;32.0;0.0;27.0;0.0;149.0;247.0;2.0;5.0
67184;Hatten;543;6.0;69.0;7.0;219.0;0.0;61.0;378.0;3.0;0.0
67185;Hattmatt;174;2.0;18.0;0.0;16.0;0.0;117.0;205.0;6.0;11.0
67186;Hegeney;99;0.0;17.0;3.0;51.0;0.0;23.0;105.0;2.0;0.0
67187;Heidolsheim;116;3.0;43.0;0.0;108.0;0.0;19.0;148.0;0.0;10.0
67188;Heiligenberg;151;4.0;51.0;0.0;90.0;0.0;67.0;200.0;8.0;8.0
67189;Heiligenstein;199;4.0;81.0;10.0;181.0;0.0;30.0;187.0;0.0;26.0
67190;Hengwiller;32;0.0;17.0;0.0;18.0;0.0;21.0;63.0;3.0;5.0
67191;Herbitzheim;593;8.0;92.0;0.0;45.0;0.0;226.0;507.0;12.0;29.0
67192;Herbsheim;249;20.0;57.0;5.0;156.0;0.0;33.0;258.0;0.0;19.0
67194;Herrlisheim;1239;9.0;285.0;19.0;641.0;0.0;258.0;1173.0;38.0;0.0
67195;Hessenheim;114;2.0;38.0;3.0;106.0;0.0;24.0;145.0;0.0;13.0
67196;Hilsenheim;734;5.0;132.0;12.0;359.0;0.0;65.0;612.0;0.0;47.0
67197;Hindisheim;366;5.0;134.0;8.0;350.0;0.0;79.0;319.0;0.0;25.0
67198;Hinsbourg;16;0.0;12.0;0.0;2.0;0.0;45.0;25.0;2.0;1.0
67199;Hinsingen;16;0.0;0.0;0.0;1.0;0.0;19.0;17.0;0.0;1.0
67200;Hipsheim;223;0.0;75.0;3.0;213.0;0.0;42.0;246.0;0.0;16.0
67201;Hirschland;83;1.0;21.0;0.0;7.0;0.0;49.0;69.0;0.0;4.0
67202;Hochfelden;1071;9.0;253.0;0.0;226.0;0.0;641.0;843.0;25.0;51.0
67203;Hochstett;68;4.0;29.0;0.0;92.0;0.0;23.0;69.0;4.0;6.0
67204;Hoenheim;2836;0.0;1392.0;137.0;1511.0;0.0;194.0;1381.0;48.0;125.0
67205;Hoerdt;1048;14.0;322.0;0.0;806.0;0.0;225.0;1003.0;22.0;80.0
67206;Hoffen;289;5.0;50.0;8.0;130.0;0.0;35.0;254.0;9.0;0.0
67208;Hohengoeft;124;3.0;44.0;0.0;24.0;0.0;106.0;153.0;2.0;6.0
67209;Hohfrankenheim;64;2.0;19.0;0.0;12.0;0.0;45.0;70.0;2.0;5.0
67210;Le Hohwald;159;2.0;61.0;5.0;79.0;0.0;14.0;137.0;0.0;13.0
67212;Holtzheim;985;8.0;303.0;0.0;516.0;0.0;186.0;747.0;21.0;40.0
67213;Hunspach;177;0.0;22.0;6.0;118.0;0.0;24.0;117.0;2.0;0.0
67214;Hurtigheim;146;3.0;82.0;0.0;139.0;0.0;43.0;185.0;2.0;15.0
67215;Huttendorf;103;1.0;23.0;0.0;114.0;0.0;17.0;135.0;2.0;20.0
67216;Huttenheim;668;18.0;203.0;14.0;406.0;0.0;78.0;611.0;0.0;51.0
67217;Ichtratzheim;69;1.0;27.0;2.0;97.0;0.0;21.0;74.0;0.0;1.0
67218;Illkirch-Graffenstaden;6312;51.0;3396.0;268.0;3314.0;0.0;1086.0;3509.0;0.0;249.0
67220;Ingenheim;77;0.0;20.0;0.0;15.0;0.0;63.0;78.0;3.0;3.0
67221;Ingolsheim;71;4.0;7.0;4.0;53.0;0.0;12.0;66.0;4.0;0.0
67222;Ingwiller;1294;17.0;233.0;0.0;158.0;0.0;491.0;639.0;16.0;53.0
67223;Innenheim;249;0.0;75.0;0.0;197.0;0.0;78.0;341.0;8.0;28.0
67225;Issenhausen;27;4.0;4.0;0.0;4.0;0.0;18.0;40.0;0.0;2.0
67226;Ittenheim;465;8.0;210.0;0.0;382.0;0.0;115.0;364.0;17.0;25.0
67227;Itterswiller;42;1.0;19.0;3.0;79.0;0.0;10.0;34.0;0.0;2.0
67228;Neugartheim-Ittlenheim;153;1.0;65.0;0.0;204.0;0.0;60.0;155.0;4.0;22.0
67229;Jetterswiller;38;1.0;11.0;0.0;4.0;0.0;42.0;52.0;3.0;3.0
67230;Kaltenhouse;686;7.0;86.0;0.0;342.0;0.0;39.0;526.0;14.0;52.0
67231;Kauffenheim;55;1.0;6.0;2.0;14.0;0.0;12.0;39.0;1.0;0.0
67232;Keffenach;45;0.0;10.0;2.0;22.0;0.0;14.0;50.0;0.0;0.0
67233;Kertzfeld;333;4.0;109.0;11.0;226.0;0.0;47.0;336.0;0.0;19.0
67234;Keskastel;445;13.0;74.0;0.0;48.0;0.0;225.0;365.0;5.0;29.0
67235;Kesseldorf;104;1.0;12.0;1.0;55.0;0.0;14.0;73.0;2.0;0.0
67236;Kienheim;110;0.0;36.0;0.0;130.0;0.0;50.0;134.0;2.0;10.0
67237;Kilstett;649;3.0;228.0;0.0;467.0;0.0;160.0;597.0;9.0;37.0
67238;Kindwiller;137;0.0;15.0;2.0;56.0;0.0;55.0;208.0;4.0;0.0
67239;Kintzheim;421;5.0;167.0;17.0;383.0;0.0;53.0;382.0;0.0;38.0
67240;Kirchheim;168;3.0;45.0;0.0;119.0;0.0;47.0;170.0;6.0;7.0
67241;Kirrberg;42;0.0;9.0;0.0;3.0;0.0;28.0;48.0;1.0;5.0
67242;Kirrwiller;114;4.0;37.0;0.0;30.0;0.0;74.0;147.0;3.0;9.0
67244;Kleingoeft;34;1.0;8.0;0.0;11.0;0.0;34.0;44.0;4.0;2.0
67245;Knoersheim;31;0.0;23.0;0.0;12.0;0.0;34.0;65.0;1.0;1.0
67246;Kogenheim;289;2.0;56.0;9.0;169.0;0.0;42.0;319.0;0.0;21.0
67247;Kolbsheim;200;1.0;110.0;0.0;150.0;0.0;75.0;191.0;7.0;25.0
67248;Krautergersheim;414;0.0;123.0;0.0;297.0;0.0;119.0;403.0;5.0;67.0
67249;Krautwiller;43;0.0;35.0;0.0;35.0;0.0;21.0;51.0;1.0;3.0
67250;Kriegsheim;140;1.0;58.0;0.0;146.0;0.0;42.0;183.0;1.0;16.0
67252;Kurtzenhouse;274;2.0;67.0;0.0;165.0;0.0;33.0;243.0;7.0;23.0
67253;Kuttolsheim;131;1.0;41.0;0.0;160.0;0.0;24.0;182.0;4.0;16.0
67254;Kutzenhausen;217;3.0;42.0;5.0;104.0;0.0;32.0;233.0;4.0;0.0
67255;Lalaye;95;7.0;64.0;6.0;68.0;0.0;24.0;129.0;0.0;7.0
67256;Lampertheim;762;9.0;281.0;0.0;691.0;0.0;304.0;582.0;27.0;42.0
67257;Lampertsloch;214;0.0;42.0;7.0;88.0;0.0;42.0;171.0;4.0;0.0
67258;Landersheim;44;1.0;15.0;0.0;19.0;0.0;28.0;53.0;2.0;3.0
67259;Langensoultzbach;307;5.0;64.0;4.0;66.0;0.0;43.0;193.0;6.0;0.0
67260;Laubach;71;0.0;3.0;5.0;41.0;0.0;45.0;95.0;1.0;0.0
67261;Lauterbourg;511;5.0;126.0;8.0;199.0;0.0;58.0;219.0;10.0;0.0
67263;Lembach;437;2.0;73.0;21.0;214.0;0.0;81.0;289.0;11.0;0.0
67264;Leutenheim;187;7.0;29.0;6.0;90.0;0.0;31.0;212.0;4.0;0.0
67265;Lichtenberg;178;2.0;29.0;0.0;18.0;0.0;71.0;168.0;4.0;7.0
67266;Limersheim;115;0.0;61.0;6.0;182.0;0.0;36.0;152.0;0.0;11.0
67267;Lingolsheim;4767;48.0;2547.0;0.0;2123.0;0.0;666.0;2235.0;76.0;191.0
67268;Lipsheim;630;6.0;207.0;0.0;521.0;0.0;153.0;561.0;8.0;52.0
67269;Littenheim;57;1.0;14.0;0.0;13.0;0.0;60.0;74.0;2.0;5.0
67270;Lixhausen;91;1.0;15.0;0.0;28.0;0.0;57.0;77.0;4.0;7.0
67271;Lobsann;163;5.0;28.0;6.0;79.0;0.0;19.0;126.0;1.0;0.0
67272;Lochwiller;105;0.0;22.0;0.0;13.0;0.0;90.0;76.0;4.0;6.0
67273;Lohr;176;2.0;22.0;0.0;12.0;0.0;86.0;122.0;3.0;7.0
67274;Lorentzen;60;1.0;6.0;0.0;0.0;0.0;58.0;43.0;0.0;1.0
67275;Lupstein;229;3.0;36.0;0.0;45.0;0.0;124.0;228.0;5.0;30.0
67276;Lutzelhouse;477;6.0;188.0;0.0;243.0;0.0;124.0;375.0;4.0;21.0
67277;Mackenheim;144;4.0;40.0;5.0;129.0;0.0;19.0;215.0;0.0;24.0
67278;Mackwiller;202;0.0;15.0;0.0;17.0;0.0;102.0;154.0;1.0;6.0
67279;Maennolsheim;57;0.0;11.0;0.0;11.0;0.0;32.0;68.0;2.0;7.0
67280;Maisonsgoutte;190;0.0;45.0;2.0;160.0;0.0;13.0;189.0;0.0;27.0
67281;Marckolsheim;1290;17.0;319.0;20.0;507.0;0.0;100.0;830.0;0.0;82.0
67282;Marlenheim;1156;15.0;408.0;0.0;787.0;0.0;213.0;781.0;15.0;59.0
67283;Marmoutier;690;8.0;204.0;0.0;135.0;0.0;346.0;537.0;15.0;75.0
67285;Matzenheim;353;4.0;101.0;12.0;246.0;0.0;75.0;442.0;0.0;34.0
67286;Meistratzheim;401;6.0;89.0;0.0;246.0;0.0;55.0;470.0;3.0;41.0
67287;Melsheim;120;1.0;42.0;0.0;22.0;0.0;86.0;140.0;7.0;5.0
67288;Memmelshoffen;109;0.0;13.0;2.0;41.0;0.0;23.0;51.0;2.0;0.0
67289;Menchhoffen;182;2.0;27.0;0.0;31.0;0.0;103.0;132.0;3.0;13.0
67290;Merkwiller-Pechelbronn;267;4.0;54.0;7.0;107.0;0.0;30.0;214.0;7.0;0.0
67291;Mertzwiller;1167;10.0;157.0;14.0;301.0;0.0;220.0;738.0;16.0;0.0
67292;Mietesheim;193;2.0;33.0;6.0;61.0;0.0;60.0;168.0;6.0;0.0
67293;Minversheim;154;6.0;24.0;0.0;43.0;0.0;141.0;197.0;10.0;6.0
67295;Mittelbergheim;144;1.0;87.0;5.0;151.0;0.0;30.0;95.0;0.0;45.0
67296;Mittelhausbergen;406;2.0;203.0;0.0;482.0;0.0;137.0;287.0;13.0;29.0
67298;Mittelschaeffolsheim;129;3.0;26.0;0.0;113.0;0.0;30.0;147.0;1.0;10.0
67299;Mollkirch;221;5.0;123.0;0.0;148.0;0.0;64.0;195.0;0.0;13.0
67300;Molsheim;2128;30.0;861.0;0.0;1005.0;0.0;1041.0;1296.0;28.0;94.0
67301;Mommenheim;552;6.0;162.0;0.0;340.0;0.0;141.0;427.0;14.0;38.0
67302;Monswiller;543;10.0;174.0;0.0;99.0;0.0;255.0;392.0;12.0;28.0
67303;Morsbronn-les-Bains;161;2.0;36.0;7.0;78.0;0.0;30.0;160.0;4.0;0.0
67304;Morschwiller;128;1.0;26.0;0.0;183.0;0.0;21.0;141.0;2.0;6.0
67305;Mothern;422;2.0;31.0;7.0;278.0;0.0;58.0;453.0;11.0;0.0
67306;Muhlbach-sur-Bruche;196;6.0;38.0;0.0;87.0;0.0;42.0;141.0;3.0;15.0
67307;Mulhausen;86;1.0;27.0;0.0;22.0;0.0;76.0;128.0;4.0;5.0
67308;Munchhausen;136;1.0;9.0;3.0;134.0;0.0;20.0;165.0;2.0;0.0
67309;Mundolsheim;1230;22.0;608.0;0.0;918.0;0.0;263.0;960.0;27.0;84.0
67310;Mussig;284;2.0;89.0;4.0;273.0;0.0;40.0;293.0;0.0;29.0
67311;Muttersholtz;556;9.0;299.0;25.0;357.0;0.0;42.0;389.0;0.0;54.0
67312;Mutzenhouse;105;1.0;25.0;0.0;14.0;0.0;87.0;124.0;2.0;6.0
67313;Mutzig;1410;15.0;496.0;0.0;542.0;0.0;272.0;888.0;22.0;89.0
67314;Natzwiller;134;1.0;39.0;0.0;93.0;0.0;46.0;118.0;2.0;8.0
67315;Neewiller-près-Lauterbourg;128;3.0;16.0;3.0;90.0;0.0;21.0;97.0;0.0;0.0
67317;Neubois;130;0.0;86.0;9.0;138.0;0.0;25.0;143.0;0.0;18.0
67319;Neuhaeusel;83;0.0;9.0;6.0;38.0;0.0;10.0;89.0;6.0;0.0
67320;Neuve-Eglise;153;2.0;78.0;2.0;145.0;0.0;30.0;131.0;0.0;16.0
67321;Neuviller-la-Roche;115;4.0;42.0;0.0;50.0;0.0;23.0;58.0;2.0;3.0
67322;Neuwiller-lès-Saverne;299;5.0;75.0;0.0;43.0;0.0;147.0;196.0;2.0;54.0
