CODGEO;LIBGEO;Abstention;Extrême-Gauche;NUPES;Divers Gauche;Ensemble;Divers Droite;Droite souverainiste;LR;RN;Reconquête;Divers
01264;Montracol;355.0;2.0;66.0;27.0;73.0;3.0;2.0;80.0;131.0;20.0;0.0
01272;Neuville-les-Dames;538.0;7.0;82.0;30.0;117.0;7.0;7.0;107.0;138.0;33.0;0.0
01289;Péronnas;2351.0;23.0;494.0;176.0;621.0;11.0;29.0;408.0;411.0;137.0;0.0
01291;Perrex;297.0;2.0;37.0;35.0;90.0;4.0;2.0;66.0;84.0;13.0;0.0
01295;Peyzieux-sur-Saône;212.0;3.0;44.0;6.0;29.0;2.0;4.0;50.0;82.0;11.0;0.0
01299;Le Plantay;201.0;1.0;23.0;18.0;45.0;1.0;3.0;48.0;61.0;12.0;0.0
01306;Pont-de-Veyle;511.0;9.0;85.0;23.0;114.0;5.0;4.0;47.0;136.0;27.0;0.0
01319;Relevant;163.0;0.0;16.0;18.0;45.0;2.0;2.0;31.0;55.0;12.0;0.0
01320;Replonges;1564.0;9.0;189.0;60.0;372.0;19.0;15.0;263.0;324.0;57.0;0.0
01328;Romans;187.0;4.0;22.0;16.0;63.0;1.0;1.0;45.0;38.0;10.0;0.0
01332;Saint-André-de-Bâgé;321.0;2.0;51.0;19.0;68.0;4.0;6.0;48.0;77.0;5.0;0.0
01334;Saint-André-d'Huiriat;225.0;1.0;62.0;5.0;52.0;2.0;2.0;25.0;88.0;13.0;0.0
01335;Saint-André-le-Bouchoux;135.0;1.0;27.0;10.0;19.0;1.0;0.0;28.0;48.0;4.0;0.0
01336;Saint-André-sur-Vieux-Jonc;434.0;2.0;72.0;31.0;127.0;8.0;12.0;60.0;124.0;19.0;0.0
01343;Saint-Cyr-sur-Menthon;720.0;5.0;113.0;36.0;164.0;13.0;8.0;95.0;172.0;30.0;0.0
01348;Saint-Didier-sur-Chalaronne;1211.0;5.0;125.0;42.0;245.0;7.0;16.0;234.0;270.0;54.0;0.0
01351;Saint-Etienne-sur-Chalaronne;701.0;0.0;76.0;30.0;104.0;5.0;10.0;80.0;161.0;34.0;0.0
01355;Saint-Genis-sur-Menthon;201.0;1.0;37.0;13.0;36.0;7.0;3.0;17.0;58.0;8.0;0.0
01356;Saint-Georges-sur-Renon;86.0;1.0;15.0;10.0;16.0;1.0;4.0;11.0;28.0;4.0;0.0
01359;Saint-Germain-sur-Renon;103.0;0.0;10.0;5.0;20.0;0.0;3.0;41.0;24.0;6.0;0.0
01365;Saint-Jean-sur-Veyle;487.0;4.0;75.0;24.0;96.0;7.0;8.0;58.0;74.0;21.0;0.0
01368;Saint-Julien-sur-Veyle;291.0;3.0;35.0;29.0;78.0;10.0;4.0;56.0;77.0;13.0;0.0
01369;Saint-Just;370.0;2.0;90.0;41.0;109.0;3.0;2.0;43.0;59.0;37.0;0.0
01370;Saint-Laurent-sur-Saône;574.0;6.0;120.0;36.0;130.0;1.0;6.0;24.0;94.0;23.0;0.0
01371;Saint-Marcel;510.0;2.0;101.0;27.0;90.0;1.0;11.0;77.0;106.0;21.0;0.0
01381;Saint-Nizier-le-Désert;351.0;1.0;48.0;33.0;50.0;2.0;6.0;40.0;96.0;27.0;0.0
01382;Sainte-Olive;127.0;3.0;11.0;4.0;35.0;2.0;1.0;35.0;27.0;5.0;0.0
01383;Saint-Paul-de-Varax;657.0;4.0;73.0;31.0;95.0;8.0;9.0;78.0;143.0;41.0;0.0
01385;Saint-Rémy;370.0;1.0;77.0;25.0;139.0;6.0;3.0;47.0;75.0;36.0;0.0
01389;Saint-Trivier-sur-Moignans;679.0;4.0;96.0;47.0;132.0;5.0;4.0;104.0;206.0;33.0;0.0
01393;Sandrans;207.0;2.0;37.0;16.0;48.0;1.0;3.0;36.0;76.0;20.0;0.0
01398;Savigneux;552.0;1.0;57.0;17.0;137.0;5.0;12.0;86.0;140.0;19.0;0.0
01405;Servas;500.0;5.0;78.0;27.0;100.0;3.0;7.0;43.0;119.0;20.0;0.0
01412;Sulignat;223.0;0.0;29.0;19.0;66.0;4.0;2.0;29.0;57.0;8.0;0.0
01420;Thoissey;593.0;2.0;88.0;25.0;108.0;4.0;8.0;60.0;107.0;36.0;0.0
01428;Valeins;57.0;0.0;4.0;3.0;9.0;0.0;0.0;19.0;10.0;4.0;0.0
01434;Versailleux;158.0;0.0;19.0;20.0;41.0;0.0;5.0;38.0;49.0;4.0;0.0
01439;Vésines;30.0;0.0;4.0;1.0;10.0;0.0;1.0;11.0;8.0;6.0;0.0
01443;Villars-les-Dombes;1832.0;10.0;304.0;133.0;370.0;10.0;14.0;336.0;373.0;68.0;0.0
01446;Villeneuve;574.0;2.0;86.0;20.0;108.0;5.0;9.0;146.0;170.0;36.0;0.0
01449;Villette-sur-Ain;288.0;2.0;51.0;45.0;60.0;3.0;1.0;19.0;93.0;21.0;0.0
01457;Vonnas;1258.0;5.0;150.0;50.0;286.0;9.0;17.0;193.0;222.0;41.0;0.0
01002;L'Abergement-de-Varey;85.0;4.0;44.0;0.0;0.0;3.0;3.0;14.0;8.0;2.0;0.0
01004;Ambérieu-en-Bugey;4721.0;66.0;1196.0;33.0;0.0;122.0;46.0;351.0;826.0;229.0;56.0
01007;Ambronay;997.0;11.0;253.0;12.0;0.0;37.0;12.0;50.0;243.0;50.0;0.0
01011;Apremont;110.0;0.0;38.0;0.0;0.0;5.0;1.0;16.0;30.0;9.0;0.0
01012;Aranc;115.0;3.0;58.0;2.0;0.0;4.0;0.0;11.0;25.0;8.0;2.0
01013;Arandas;40.0;1.0;16.0;0.0;0.0;0.0;0.0;7.0;19.0;2.0;1.0
01014;Arbent;1351.0;8.0;178.0;7.0;0.0;8.0;9.0;136.0;118.0;48.0;27.0
01017;Argis;130.0;1.0;56.0;0.0;0.0;11.0;3.0;1.0;61.0;5.0;0.0
01019;Armix;11.0;0.0;12.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0
01022;Artemare;437.0;6.0;91.0;2.0;0.0;13.0;12.0;33.0;110.0;36.0;2.0
01031;Bellignat;1073.0;10.0;152.0;3.0;0.0;11.0;5.0;116.0;113.0;80.0;20.0
01035;Belleydoux;111.0;1.0;50.0;1.0;0.0;9.0;2.0;10.0;33.0;6.0;0.0
01036;Valromey-sur-Seran;482.0;11.0;204.0;5.0;0.0;25.0;9.0;38.0;91.0;24.0;3.0
01037;Bénonces;116.0;0.0;29.0;0.0;0.0;2.0;3.0;5.0;28.0;9.0;0.0
01039;Béon;184.0;5.0;41.0;0.0;0.0;11.0;1.0;11.0;40.0;3.0;0.0
01041;Bettant;262.0;1.0;87.0;2.0;0.0;16.0;8.0;17.0;81.0;8.0;2.0
01051;Bolozon;33.0;2.0;15.0;1.0;0.0;0.0;0.0;0.0;6.0;4.0;0.0
01056;Boyeux-Saint-Jérôme;127.0;1.0;43.0;2.0;0.0;3.0;3.0;16.0;29.0;3.0;0.0
01060;Brénod;191.0;1.0;46.0;1.0;0.0;4.0;1.0;26.0;19.0;19.0;2.0
01063;Brion;190.0;1.0;26.0;3.0;0.0;4.0;1.0;28.0;39.0;5.0;5.0
01064;Briord;464.0;11.0;68.0;1.0;0.0;8.0;3.0;17.0;115.0;17.0;0.0
01066;La Burbanche;31.0;1.0;17.0;0.0;0.0;2.0;0.0;4.0;14.0;6.0;0.0
01067;Ceignes;100.0;1.0;20.0;1.0;0.0;4.0;2.0;7.0;21.0;5.0;0.0
01068;Cerdon;275.0;1.0;56.0;0.0;0.0;9.0;1.0;19.0;70.0;13.0;0.0
01073;Ceyzérieu;380.0;4.0;169.0;2.0;0.0;19.0;7.0;28.0;88.0;37.0;3.0
01076;Chaley;47.0;1.0;23.0;2.0;0.0;3.0;4.0;3.0;23.0;3.0;0.0
01077;Challes-la-Montagne;51.0;0.0;23.0;1.0;0.0;2.0;1.0;6.0;11.0;7.0;0.0
01079;Champagne-en-Valromey;241.0;5.0;108.0;2.0;0.0;47.0;1.0;14.0;56.0;2.0;0.0
01080;Champdor-Corcelles;223.0;4.0;71.0;3.0;0.0;7.0;7.0;31.0;73.0;12.0;0.0
01087;Charix;80.0;0.0;36.0;2.0;0.0;4.0;3.0;20.0;17.0;7.0;1.0
01089;Château-Gaillard;814.0;10.0;166.0;0.0;0.0;19.0;0.0;54.0;192.0;24.0;2.0
01098;Chazey-Bons;63.0;0.0;15.0;1.0;0.0;2.0;1.0;9.0;18.0;2.0;0.0
01100;Cheignieu-la-Balme;42.0;2.0;16.0;0.0;0.0;1.0;1.0;6.0;21.0;1.0;2.0
01101;Chevillard;59.0;1.0;25.0;0.0;0.0;2.0;2.0;10.0;19.0;6.0;1.0
01107;Cleyzieu;39.0;0.0;23.0;0.0;0.0;5.0;0.0;6.0;14.0;8.0;1.0
01111;Conand;57.0;1.0;20.0;0.0;0.0;0.0;0.0;4.0;8.0;3.0;0.0
01112;Condamine;125.0;2.0;26.0;1.0;0.0;6.0;7.0;16.0;31.0;7.0;8.0
01116;Contrevoz;221.0;4.0;52.0;1.0;0.0;5.0;1.0;9.0;52.0;5.0;0.0
01121;Corlier;35.0;1.0;7.0;0.0;0.0;1.0;0.0;8.0;15.0;0.0;0.0
01141;Cuzieu;195.0;0.0;42.0;2.0;0.0;4.0;1.0;13.0;38.0;8.0;1.0
01148;Dortan;713.0;7.0;100.0;4.0;0.0;3.0;3.0;101.0;122.0;38.0;11.0
01149;Douvres;358.0;5.0;107.0;4.0;0.0;11.0;13.0;49.0;96.0;44.0;3.0
01152;Echallon;257.0;4.0;86.0;1.0;0.0;7.0;5.0;33.0;70.0;27.0;2.0
01155;Evosges;42.0;0.0;15.0;2.0;0.0;8.0;1.0;3.0;17.0;4.0;0.0
01162;Flaxieu;24.0;0.0;15.0;0.0;0.0;0.0;1.0;7.0;12.0;4.0;0.0
01170;Beard-Géovreissiat;372.0;0.0;52.0;2.0;0.0;3.0;6.0;42.0;79.0;17.0;13.0
01171;Géovreisset;291.0;2.0;43.0;0.0;0.0;3.0;0.0;51.0;42.0;28.0;3.0
01181;Groissiat;483.0;0.0;62.0;1.0;0.0;6.0;5.0;58.0;73.0;42.0;11.0
01185;Plateau d'Hauteville;1547.0;22.0;415.0;15.0;0.0;55.0;26.0;120.0;280.0;61.0;8.0
01187;Haut Valromey;280.0;2.0;94.0;2.0;0.0;16.0;6.0;16.0;43.0;8.0;1.0
01190;Innimond;38.0;2.0;16.0;0.0;0.0;4.0;0.0;0.0;12.0;8.0;0.0
01191;Izenave;52.0;0.0;8.0;0.0;0.0;3.0;0.0;7.0;17.0;1.0;2.0
01192;Izernore;738.0;3.0;111.0;6.0;0.0;7.0;9.0;78.0;174.0;45.0;8.0
01199;Jujurieux;832.0;7.0;218.0;1.0;0.0;14.0;5.0;39.0;134.0;27.0;2.0
01200;Labalme;63.0;3.0;32.0;1.0;0.0;1.0;1.0;5.0;9.0;4.0;1.0
01204;Le Poizat-Lalleyriat;260.0;7.0;71.0;1.0;0.0;6.0;4.0;22.0;41.0;19.0;4.0
01206;Lantenay;91.0;2.0;27.0;1.0;0.0;3.0;0.0;11.0;28.0;5.0;0.0
01214;Leyssard;41.0;1.0;19.0;4.0;0.0;1.0;1.0;5.0;10.0;5.0;0.0
01216;Lhuis;278.0;1.0;69.0;1.0;0.0;17.0;5.0;23.0;94.0;12.0;2.0
01219;Lompnas;53.0;0.0;19.0;0.0;0.0;1.0;0.0;6.0;9.0;3.0;0.0
01228;Maillat;222.0;0.0;17.0;2.0;0.0;6.0;2.0;31.0;42.0;23.0;14.0
01233;Marchamp;45.0;2.0;22.0;2.0;0.0;7.0;0.0;3.0;9.0;3.0;0.0
01234;Marignieu;70.0;3.0;21.0;0.0;0.0;5.0;1.0;7.0;21.0;1.0;0.0
01237;Martignat;649.0;6.0;73.0;3.0;0.0;12.0;3.0;80.0;99.0;50.0;20.0
01240;Matafelon-Granges;251.0;5.0;46.0;1.0;0.0;5.0;6.0;31.0;46.0;18.0;1.0
01242;Mérignat;28.0;1.0;35.0;0.0;0.0;1.0;1.0;3.0;9.0;0.0;0.0
01255;Montagnieu;217.0;4.0;46.0;5.0;0.0;3.0;2.0;20.0;74.0;3.0;2.0
01265;Montréal-la-Cluse;1118.0;11.0;166.0;9.0;0.0;6.0;18.0;107.0;147.0;56.0;98.0
01267;Nurieux-Volognat;361.0;6.0;66.0;4.0;0.0;9.0;5.0;35.0;73.0;34.0;5.0
01269;Nantua;922.0;13.0;134.0;7.0;0.0;9.0;11.0;62.0;127.0;50.0;54.0
01274;Les Neyrolles;198.0;0.0;31.0;0.0;0.0;0.0;5.0;14.0;40.0;4.0;16.0
01277;Nivollet-Montgriffon;46.0;0.0;18.0;0.0;0.0;5.0;0.0;5.0;14.0;2.0;0.0
01279;Oncieu;36.0;0.0;13.0;0.0;0.0;0.0;1.0;3.0;7.0;1.0;0.0
01280;Ordonnaz;56.0;0.0;6.0;2.0;0.0;1.0;0.0;7.0;16.0;5.0;0.0
01282;Outriaz;69.0;3.0;23.0;2.0;0.0;1.0;0.0;10.0;23.0;7.0;0.0
01283;Oyonnax;7494.0;38.0;899.0;29.0;0.0;43.0;29.0;751.0;516.0;333.0;215.0
01293;Peyriat;47.0;0.0;20.0;1.0;0.0;0.0;4.0;11.0;18.0;4.0;0.0
01303;Poncin;663.0;6.0;145.0;4.0;0.0;15.0;4.0;53.0;105.0;44.0;4.0
01307;Port;304.0;6.0;45.0;1.0;0.0;9.0;4.0;34.0;34.0;24.0;25.0
01311;Prémillieu;22.0;0.0;6.0;0.0;0.0;2.0;0.0;1.0;13.0;3.0;0.0
01329;Rossillon;64.0;0.0;23.0;0.0;0.0;3.0;1.0;4.0;20.0;5.0;1.0
01330;Ruffieu;41.0;0.0;47.0;0.0;0.0;1.0;1.0;3.0;18.0;3.0;0.0
01331;Saint-Alban;49.0;1.0;21.0;4.0;0.0;4.0;1.0;6.0;14.0;3.0;0.0
01338;Groslée-Saint-Benoît;483.0;8.0;87.0;4.0;0.0;13.0;7.0;39.0;134.0;29.0;1.0
01345;Saint-Denis-en-Bugey;905.0;6.0;176.0;9.0;0.0;15.0;6.0;59.0;228.0;32.0;4.0
01363;Saint-Jean-le-Vieux;703.0;3.0;176.0;6.0;0.0;21.0;5.0;47.0;123.0;31.0;3.0
01372;Saint-Martin-de-Bavel;174.0;0.0;61.0;0.0;0.0;4.0;1.0;11.0;38.0;2.0;1.0
01373;Saint-Martin-du-Frêne;341.0;1.0;48.0;3.0;0.0;6.0;3.0;40.0;70.0;23.0;13.0
01379;Saint-Maurice-de-Rémens;263.0;6.0;57.0;1.0;0.0;13.0;0.0;20.0;81.0;16.0;0.0
01384;Saint-Rambert-en-Bugey;777.0;4.0;147.0;4.0;0.0;18.0;4.0;36.0;138.0;27.0;3.0
01392;Samognat;250.0;1.0;43.0;2.0;0.0;4.0;2.0;29.0;49.0;14.0;0.0
01400;Seillonnaz;43.0;2.0;21.0;0.0;0.0;1.0;2.0;3.0;14.0;5.0;1.0
01403;Serrières-de-Briord;571.0;9.0;107.0;4.0;0.0;12.0;7.0;22.0;113.0;9.0;4.0
01404;Serrières-sur-Ain;55.0;0.0;10.0;17.0;0.0;1.0;3.0;5.0;13.0;7.0;0.0
01410;Sonthonnax-la-Montagne;95.0;1.0;38.0;7.0;0.0;2.0;1.0;18.0;28.0;3.0;0.0
01415;Talissieu;141.0;3.0;35.0;2.0;0.0;8.0;3.0;14.0;42.0;4.0;0.0
01416;Tenay;352.0;3.0;53.0;1.0;0.0;12.0;11.0;12.0;74.0;5.0;3.0
01421;Torcieu;199.0;2.0;71.0;1.0;0.0;11.0;2.0;23.0;89.0;24.0;1.0
01441;Vieu-d'Izenave;250.0;2.0;30.0;0.0;0.0;5.0;5.0;16.0;50.0;10.0;2.0
01452;Virieu-le-Grand;403.0;5.0;89.0;1.0;0.0;16.0;14.0;22.0;101.0;21.0;0.0
01453;Arviere-en-Valromey;252.0;3.0;108.0;3.0;0.0;14.0;9.0;28.0;59.0;10.0;2.0
01456;Vongnes;32.0;0.0;8.0;0.0;0.0;1.0;0.0;9.0;1.0;0.0;1.0
02002;Achery;249.0;2.0;34.0;0.0;35.0;10.0;13.0;13.0;74.0;9.0;0.0
02005;Aguilcourt;141.0;0.0;25.0;0.0;18.0;2.0;0.0;75.0;46.0;5.0;0.0
02007;Aizelles;49.0;1.0;11.0;0.0;12.0;7.0;0.0;10.0;11.0;0.0;0.0
02013;Amifontaine;157.0;2.0;13.0;0.0;28.0;12.0;0.0;30.0;49.0;7.0;0.0
02016;Andelain;87.0;2.0;22.0;0.0;23.0;0.0;1.0;4.0;24.0;1.0;0.0
02017;Anguilcourt-le-Sart;108.0;1.0;15.0;0.0;21.0;6.0;1.0;7.0;42.0;4.0;0.0
02018;Anizy-le-Grand;1047.0;8.0;155.0;0.0;214.0;27.0;11.0;72.0;295.0;42.0;0.0
02021;Archon;34.0;1.0;10.0;0.0;4.0;0.0;0.0;7.0;14.0;1.0;0.0
02024;Arrancy;14.0;1.0;5.0;0.0;6.0;1.0;2.0;3.0;4.0;2.0;0.0
02027;Assis-sur-Serre;79.0;0.0;15.0;0.0;16.0;18.0;0.0;4.0;45.0;1.0;0.0
02028;Athies-sous-Laon;982.0;13.0;207.0;0.0;212.0;30.0;11.0;64.0;349.0;32.0;0.0
02033;Aubigny-en-Laonnois;52.0;0.0;4.0;0.0;5.0;3.0;1.0;12.0;12.0;0.0;0.0
02037;Aulnois-sous-Laon;537.0;7.0;102.0;0.0;112.0;49.0;3.0;31.0;172.0;16.0;0.0
02038;Les Autels;32.0;0.0;4.0;0.0;3.0;1.0;0.0;2.0;16.0;5.0;0.0
02046;Barenton-Bugny;179.0;4.0;39.0;0.0;44.0;29.0;5.0;14.0;100.0;4.0;0.0
02047;Barenton-Cel;58.0;2.0;2.0;0.0;8.0;11.0;2.0;2.0;25.0;3.0;0.0
02048;Barenton-sur-Serre;37.0;0.0;11.0;0.0;12.0;9.0;0.0;7.0;13.0;1.0;0.0
02052;Bassoles-Aulers;61.0;0.0;9.0;0.0;10.0;0.0;3.0;8.0;23.0;1.0;0.0
02058;Beaurieux;299.0;2.0;48.0;0.0;54.0;8.0;1.0;43.0;93.0;10.0;0.0
02069;Berlise;43.0;0.0;5.0;0.0;8.0;2.0;0.0;6.0;18.0;10.0;0.0
02072;Berrieux;57.0;0.0;5.0;0.0;34.0;2.0;0.0;8.0;32.0;1.0;0.0
02073;Berry-au-Bac;242.0;1.0;33.0;0.0;36.0;1.0;0.0;26.0;81.0;6.0;0.0
02074;Bertaucourt-Epourdon;224.0;2.0;42.0;0.0;33.0;6.0;8.0;8.0;90.0;9.0;0.0
02076;Bertricourt;49.0;0.0;6.0;0.0;10.0;0.0;2.0;29.0;21.0;1.0;0.0
02080;Besny-et-Loizy;114.0;0.0;13.0;0.0;46.0;18.0;4.0;21.0;34.0;3.0;0.0
02088;Bièvres;16.0;1.0;4.0;0.0;7.0;0.0;0.0;10.0;17.0;0.0;0.0
02096;Bois-lès-Pargny;64.0;3.0;12.0;0.0;19.0;7.0;1.0;7.0;17.0;5.0;0.0
02097;Boncourt;101.0;2.0;11.0;0.0;24.0;2.0;2.0;17.0;33.0;3.0;0.0
02102;Bouconville-Vauclair;49.0;1.0;15.0;0.0;20.0;0.0;1.0;28.0;16.0;4.0;0.0
02104;Bouffignereux;31.0;2.0;4.0;0.0;24.0;2.0;0.0;15.0;11.0;0.0;0.0
02106;Bourg-et-Comin;283.0;2.0;37.0;0.0;37.0;5.0;3.0;36.0;104.0;12.0;0.0
02108;Bourguignon-sous-Montbavin;42.0;0.0;22.0;0.0;22.0;7.0;0.0;8.0;13.0;2.0;0.0
02111;Brancourt-en-Laonnois;269.0;5.0;56.0;0.0;50.0;5.0;2.0;13.0;113.0;10.0;0.0
02115;Braye-en-Laonnois;80.0;1.0;12.0;0.0;17.0;1.0;2.0;10.0;27.0;5.0;0.0
02122;Brie;16.0;0.0;2.0;0.0;8.0;1.0;5.0;6.0;6.0;1.0;0.0
02126;Brunehamel;213.0;2.0;19.0;0.0;36.0;5.0;0.0;24.0;59.0;10.0;0.0
02128;Bruyères-et-Montbérault;537.0;8.0;119.0;0.0;207.0;31.0;7.0;56.0;167.0;25.0;0.0
02132;Bucy-lès-Cerny;56.0;1.0;9.0;0.0;32.0;9.0;5.0;4.0;22.0;8.0;0.0
02133;Bucy-lès-Pierrepont;162.0;1.0;17.0;0.0;33.0;4.0;1.0;9.0;69.0;4.0;0.0
02150;Cerny-en-Laonnois;24.0;0.0;0.0;0.0;5.0;0.0;0.0;4.0;15.0;2.0;0.0
02151;Cerny-lès-Bucy;36.0;3.0;5.0;0.0;13.0;9.0;2.0;8.0;3.0;4.0;0.0
02153;Cessières-Suzy;261.0;5.0;104.0;0.0;80.0;12.0;8.0;23.0;93.0;1.0;0.0
02155;Chaillevois;41.0;3.0;18.0;0.0;27.0;11.0;1.0;10.0;22.0;0.0;0.0
02156;Chalandry;72.0;2.0;13.0;0.0;12.0;9.0;0.0;10.0;28.0;8.0;0.0
02157;Chambry;247.0;11.0;95.0;0.0;75.0;22.0;5.0;42.0;108.0;4.0;0.0
02158;Chamouille;84.0;2.0;15.0;0.0;17.0;2.0;0.0;20.0;19.0;2.0;0.0
02160;Chaourse;208.0;4.0;23.0;0.0;35.0;6.0;2.0;12.0;53.0;5.0;0.0
02165;Charmes;653.0;11.0;120.0;0.0;124.0;19.0;18.0;40.0;199.0;15.0;0.0
02171;Chaudardes;35.0;0.0;4.0;0.0;6.0;1.0;0.0;7.0;9.0;1.0;0.0
02177;Chérêt;45.0;0.0;14.0;0.0;30.0;1.0;3.0;6.0;12.0;0.0;0.0
02178;Chermizy-Ailles;35.0;1.0;5.0;0.0;8.0;2.0;0.0;17.0;17.0;2.0;0.0
02180;Chéry-lès-Pouilly;272.0;5.0;44.0;0.0;60.0;42.0;1.0;14.0;85.0;7.0;0.0
02181;Chéry-lès-Rozoy;43.0;0.0;5.0;0.0;6.0;0.0;0.0;5.0;11.0;1.0;0.0
02183;Chevregny;89.0;2.0;12.0;0.0;18.0;2.0;1.0;9.0;33.0;1.0;0.0
02189;Chivres-en-Laonnois;125.0;2.0;12.0;0.0;12.0;4.0;2.0;12.0;56.0;12.0;0.0
02191;Chivy-lès-Etouvelles;148.0;2.0;31.0;0.0;38.0;15.0;6.0;12.0;81.0;11.0;0.0
02196;Clacy-et-Thierret;103.0;2.0;25.0;0.0;25.0;17.0;1.0;15.0;37.0;7.0;0.0
02200;Clermont-les-Fermes;33.0;1.0;7.0;0.0;13.0;1.0;2.0;9.0;16.0;0.0;0.0
02205;Colligis-Crandelain;67.0;1.0;15.0;0.0;23.0;11.0;0.0;0.0;23.0;4.0;0.0
02208;Concevreux;83.0;2.0;21.0;0.0;23.0;1.0;0.0;13.0;56.0;1.0;0.0
02211;Condé-sur-Suippe;98.0;2.0;20.0;0.0;25.0;3.0;0.0;38.0;36.0;5.0;0.0
02215;Corbeny;267.0;4.0;37.0;0.0;50.0;10.0;4.0;55.0;109.0;4.0;0.0
02218;Coucy-lès-Eppes;226.0;2.0;40.0;0.0;51.0;13.0;5.0;26.0;68.0;7.0;0.0
02222;Courbes;13.0;0.0;0.0;0.0;10.0;1.0;0.0;0.0;4.0;1.0;0.0
02229;Courtrizy-et-Fussigny;19.0;0.0;11.0;0.0;11.0;1.0;0.0;7.0;10.0;0.0;0.0
02231;Couvron-et-Aumencourt;270.0;3.0;53.0;0.0;44.0;132.0;7.0;9.0;91.0;9.0;0.0
02234;Craonne;37.0;3.0;8.0;0.0;14.0;6.0;0.0;9.0;14.0;1.0;0.0
02235;Craonnelle;46.0;0.0;2.0;0.0;11.0;0.0;0.0;7.0;13.0;2.0;0.0
02237;Crécy-sur-Serre;524.0;9.0;84.0;0.0;71.0;67.0;4.0;33.0;165.0;7.0;0.0
02238;Crépy;652.0;7.0;115.0;0.0;94.0;40.0;13.0;43.0;223.0;25.0;0.0
02250;Cuiry-lès-Chaudardes;19.0;0.0;9.0;0.0;2.0;2.0;0.0;1.0;14.0;0.0;0.0
02251;Cuiry-lès-Iviers;13.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;6.0;8.0;0.0
02252;Cuissy-et-Geny;17.0;0.0;5.0;0.0;5.0;0.0;1.0;21.0;10.0;0.0;0.0
02256;Dagny-Lambercy;39.0;0.0;5.0;0.0;18.0;5.0;3.0;8.0;12.0;0.0;0.0
02260;Danizy;229.0;5.0;35.0;0.0;31.0;14.0;8.0;10.0;68.0;8.0;0.0
02261;Dercy;135.0;1.0;24.0;0.0;17.0;13.0;0.0;9.0;75.0;6.0;0.0
02262;Deuillet;112.0;4.0;16.0;0.0;12.0;6.0;4.0;1.0;30.0;1.0;0.0
02264;Dizy-le-Gros;309.0;7.0;35.0;0.0;65.0;7.0;1.0;30.0;117.0;10.0;0.0
02265;Dohis;34.0;3.0;2.0;0.0;8.0;2.0;0.0;1.0;15.0;0.0;0.0
02266;Dolignon;21.0;0.0;1.0;0.0;6.0;1.0;0.0;9.0;6.0;3.0;0.0
02274;Ebouleau;70.0;0.0;10.0;0.0;14.0;6.0;0.0;14.0;28.0;1.0;0.0
02282;Eppes;138.0;3.0;18.0;0.0;52.0;7.0;2.0;11.0;45.0;11.0;0.0
02294;Etouvelles;84.0;0.0;23.0;0.0;22.0;8.0;0.0;5.0;22.0;4.0;0.0
02299;Evergnicourt;199.0;3.0;23.0;0.0;34.0;4.0;4.0;47.0;65.0;4.0;0.0
02304;La Fère;908.0;9.0;73.0;0.0;92.0;27.0;27.0;38.0;193.0;27.0;0.0
02309;Festieux;292.0;1.0;49.0;0.0;49.0;2.0;8.0;14.0;73.0;10.0;0.0
02329;Fourdrain;154.0;2.0;29.0;0.0;42.0;19.0;13.0;10.0;50.0;2.0;0.0
02335;Fressancourt;58.0;0.0;16.0;0.0;9.0;2.0;34.0;1.0;23.0;1.0;0.0
02344;Cormicy;8.0;1.0;4.0;0.0;2.0;1.0;0.0;4.0;6.0;1.0;0.0
02346;Gizy;242.0;6.0;47.0;0.0;65.0;12.0;5.0;41.0;88.0;12.0;0.0
02349;Goudelancourt-lès-Berrieux;22.0;0.0;8.0;0.0;4.0;1.0;0.0;11.0;6.0;1.0;0.0
02350;Goudelancourt-lès-Pierrepont;42.0;1.0;4.0;0.0;11.0;4.0;0.0;5.0;31.0;2.0;0.0
02354;Grandrieux;28.0;0.0;2.0;0.0;9.0;4.0;0.0;5.0;12.0;0.0;0.0
02360;Villeneuve-sur-Aisne;1007.0;8.0;150.0;0.0;237.0;26.0;8.0;214.0;277.0;37.0;0.0
02364;Guyencourt;89.0;1.0;29.0;0.0;25.0;2.0;1.0;14.0;30.0;1.0;0.0
02396;Jumigny;7.0;0.0;9.0;0.0;8.0;1.0;1.0;3.0;10.0;3.0;0.0
02399;Juvincourt-et-Damary;209.0;2.0;22.0;0.0;36.0;2.0;0.0;44.0;77.0;17.0;0.0
02407;Laniscourt;74.0;0.0;19.0;0.0;20.0;4.0;0.0;9.0;32.0;3.0;0.0
02408;Laon;8872.0;116.0;1578.0;0.0;1730.0;407.0;75.0;376.0;1728.0;279.0;0.0
02409;Lappion;109.0;3.0;15.0;0.0;17.0;5.0;0.0;26.0;39.0;1.0;0.0
02413;Laval-en-Laonnois;68.0;2.0;28.0;0.0;35.0;6.0;1.0;4.0;35.0;3.0;0.0
02429;Lierval;27.0;3.0;11.0;0.0;14.0;1.0;0.0;10.0;17.0;2.0;0.0
02430;Liesse-Notre-Dame;426.0;4.0;42.0;0.0;73.0;30.0;6.0;56.0;159.0;12.0;0.0
02433;Lislet;105.0;4.0;10.0;0.0;23.0;4.0;2.0;14.0;39.0;3.0;0.0
02440;Lor;45.0;0.0;1.0;0.0;12.0;1.0;1.0;20.0;23.0;2.0;0.0
