CODGEO;LIBGEO;Abstention;Extrême-Gauche;NUPES;Divers Gauche;Ensemble;Divers Droite;Droite souverainiste;LR;RN;Reconquête;Divers
50587;Taillepied;5.0;0.0;1.0;0.0;6.0;0.0;0.0;3.0;2.0;1.0;0.0
50588;Tamerville;222.0;3.0;70.0;2.0;117.0;0.0;6.0;39.0;32.0;10.0;0.0
50603;Tourville-sur-Sienne;304.0;3.0;106.0;5.0;126.0;0.0;4.0;70.0;59.0;9.0;0.0
50604;Tréauville;316.0;4.0;83.0;0.0;95.0;0.0;1.0;21.0;56.0;7.0;0.0
50615;Valognes;2744.0;27.0;636.0;60.0;1003.0;0.0;39.0;290.0;381.0;57.0;0.0
50617;Varenguebec;126.0;0.0;19.0;3.0;39.0;0.0;1.0;11.0;42.0;4.0;0.0
50624;La Vendelée;165.0;6.0;40.0;2.0;85.0;0.0;7.0;44.0;41.0;7.0;0.0
50626;Ver;115.0;1.0;24.0;0.0;44.0;0.0;6.0;31.0;36.0;7.0;0.0
50629;Vesly;267.0;6.0;33.0;3.0;78.0;0.0;4.0;24.0;91.0;4.0;0.0
50648;Yvetot-Bocage;481.0;11.0;125.0;9.0;153.0;0.0;6.0;56.0;66.0;6.0;0.0
50013;Anneville-en-Saire;156.0;0.0;14.0;2.0;68.0;24.0;0.0;0.0;48.0;2.0;0.0
50022;Aumeville-Lestre;56.0;0.0;6.0;0.0;12.0;1.0;0.0;0.0;16.0;3.0;0.0
50030;Barfleur;198.0;1.0;44.0;4.0;102.0;45.0;0.0;0.0;48.0;18.0;0.0
50041;La Hague;4305.0;62.0;1541.0;97.0;1398.0;668.0;0.0;0.0;835.0;145.0;0.0
50077;Bretteville;435.0;5.0;160.0;6.0;155.0;74.0;0.0;0.0;69.0;15.0;0.0
50086;Brillevast;147.0;5.0;26.0;3.0;57.0;24.0;0.0;0.0;29.0;2.0;0.0
50096;Canteloup;59.0;2.0;20.0;4.0;23.0;22.0;0.0;0.0;17.0;2.0;0.0
50101;Carneville;80.0;1.0;22.0;6.0;22.0;14.0;0.0;0.0;27.0;4.0;0.0
50129;Cherbourg-en-Cotentin;30497.0;349.0;8791.0;572.0;7388.0;3314.0;0.0;0.0;3770.0;765.0;0.0
50135;Clitourps;87.0;1.0;10.0;0.0;26.0;12.0;0.0;0.0;24.0;2.0;0.0
50142;Vicq-sur-Mer;445.0;0.0;109.0;9.0;151.0;55.0;0.0;0.0;101.0;13.0;0.0
50149;Couville;391.0;2.0;117.0;5.0;142.0;51.0;0.0;0.0;90.0;12.0;0.0
50150;Crasville;100.0;0.0;17.0;1.0;28.0;4.0;0.0;0.0;25.0;6.0;0.0
50162;Digosville;741.0;2.0;217.0;16.0;220.0;82.0;0.0;0.0;117.0;12.0;0.0
50178;Fermanville;484.0;10.0;207.0;16.0;193.0;79.0;0.0;0.0;116.0;29.0;0.0
50196;Gatteville-le-Phare;209.0;3.0;48.0;2.0;72.0;50.0;0.0;0.0;64.0;8.0;0.0
50209;Gonneville-le-Theil;643.0;4.0;146.0;9.0;174.0;59.0;0.0;0.0;133.0;13.0;0.0
50230;Hardinvast;355.0;3.0;110.0;5.0;123.0;44.0;0.0;0.0;72.0;3.0;0.0
50294;Martinvast;463.0;5.0;145.0;13.0;171.0;66.0;0.0;0.0;84.0;14.0;0.0
50296;Maupertus-sur-Mer;92.0;0.0;39.0;1.0;36.0;14.0;0.0;0.0;12.0;2.0;0.0
50305;Le Mesnil-au-Val;260.0;4.0;90.0;3.0;70.0;27.0;0.0;0.0;56.0;8.0;0.0
50342;Montfarville;359.0;4.0;69.0;9.0;130.0;58.0;0.0;0.0;68.0;18.0;0.0
50382;Nouainville;212.0;2.0;84.0;6.0;60.0;28.0;0.0;0.0;34.0;13.0;0.0
50384;Octeville-l'Avenel;106.0;2.0;14.0;4.0;23.0;6.0;0.0;0.0;27.0;2.0;0.0
50395;La Pernelle;99.0;0.0;18.0;0.0;44.0;12.0;0.0;0.0;29.0;4.0;0.0
50417;Quettehou;770.0;5.0;97.0;7.0;263.0;94.0;0.0;0.0;181.0;23.0;0.0
50433;Réville;471.0;2.0;63.0;4.0;183.0;93.0;0.0;0.0;106.0;24.0;0.0
50469;Sainte-Geneviève;103.0;1.0;19.0;1.0;28.0;26.0;0.0;0.0;52.0;1.0;0.0
50519;Saint-Martin-le-Gréard;196.0;2.0;44.0;0.0;61.0;26.0;0.0;0.0;47.0;8.0;0.0
50539;Saint-Pierre-Eglise;655.0;2.0;169.0;4.0;189.0;74.0;0.0;0.0;118.0;10.0;0.0
50562;Saint-Vaast-la-Hougue;809.0;4.0;129.0;19.0;292.0;134.0;0.0;0.0;183.0;30.0;0.0
50575;Sideville;260.0;2.0;87.0;10.0;107.0;46.0;0.0;0.0;40.0;7.0;0.0
50593;Teurthéville-Bocage;221.0;3.0;31.0;3.0;44.0;32.0;0.0;0.0;56.0;6.0;0.0
50594;Teurthéville-Hague;372.0;6.0;127.0;6.0;131.0;58.0;0.0;0.0;79.0;5.0;0.0
50596;Théville;133.0;0.0;31.0;5.0;34.0;14.0;0.0;0.0;30.0;3.0;0.0
50598;Tocqueville;96.0;3.0;20.0;2.0;38.0;18.0;0.0;0.0;26.0;7.0;0.0
50599;Tollevast;605.0;7.0;153.0;10.0;176.0;91.0;0.0;0.0;120.0;13.0;0.0
50613;Valcanville;176.0;0.0;39.0;5.0;45.0;12.0;0.0;0.0;41.0;5.0;0.0
50618;Varouville;95.0;2.0;32.0;6.0;24.0;16.0;0.0;0.0;30.0;2.0;0.0
50619;Le Vast;120.0;0.0;33.0;3.0;47.0;22.0;0.0;0.0;22.0;8.0;0.0
50633;Le Vicel;53.0;0.0;18.0;1.0;12.0;5.0;0.0;0.0;18.0;3.0;0.0
50634;Videcosville;36.0;0.0;11.0;0.0;15.0;3.0;0.0;0.0;9.0;2.0;0.0
50643;Virandeville;340.0;6.0;113.0;4.0;87.0;46.0;0.0;0.0;51.0;7.0;0.0
51025;Auménancourt;386.0;7.0;63.0;13.0;83.0;0.0;5.0;95.0;133.0;11.0;6.0
51043;Bazancourt;968.0;10.0;140.0;20.0;156.0;0.0;7.0;131.0;265.0;22.0;11.0
51051;Berméricourt;66.0;1.0;22.0;1.0;17.0;0.0;3.0;23.0;23.0;4.0;4.0
51055;Bétheny;2850.0;41.0;567.0;55.0;748.0;0.0;25.0;411.0;603.0;124.0;42.0
51074;Boult-sur-Suippe;674.0;13.0;105.0;27.0;152.0;0.0;5.0;95.0;187.0;22.0;6.0
51075;Bourgogne-Fresne;469.0;9.0;87.0;12.0;152.0;0.0;6.0;149.0;109.0;34.0;10.0
51088;Brimont;172.0;4.0;30.0;5.0;32.0;0.0;1.0;44.0;41.0;15.0;2.0
51101;Caurel;250.0;2.0;45.0;5.0;101.0;0.0;1.0;58.0;59.0;23.0;2.0
51102;Cauroy-lès-Hermonville;157.0;5.0;33.0;7.0;49.0;0.0;1.0;53.0;41.0;6.0;1.0
51171;Cormicy;644.0;6.0;94.0;12.0;99.0;0.0;4.0;126.0;152.0;39.0;6.0
51183;Courcy;424.0;6.0;70.0;15.0;136.0;0.0;5.0;59.0;109.0;17.0;6.0
51293;Heutrégiville;174.0;3.0;25.0;2.0;26.0;0.0;3.0;45.0;59.0;4.0;0.0
51299;Isles-sur-Suippe;363.0;1.0;42.0;9.0;64.0;0.0;3.0;66.0;89.0;19.0;9.0
51318;Lavannes;169.0;3.0;53.0;4.0;106.0;0.0;2.0;66.0;54.0;11.0;4.0
51329;Loivre;602.0;7.0;86.0;12.0;129.0;0.0;8.0;100.0;144.0;18.0;13.0
51362;Merfy;208.0;3.0;58.0;7.0;93.0;0.0;0.0;53.0;48.0;16.0;7.0
51439;Pomacle;210.0;1.0;19.0;2.0;60.0;0.0;0.0;54.0;32.0;8.0;5.0
51444;Pouillon;211.0;3.0;28.0;6.0;62.0;0.0;1.0;51.0;45.0;12.0;12.0
51454;Reims;29277.0;336.0;5578.0;542.0;5843.0;0.0;224.0;2792.0;3385.0;860.0;390.0
51477;Saint-Etienne-sur-Suippe;124.0;4.0;22.0;2.0;40.0;0.0;1.0;11.0;42.0;3.0;4.0
51518;Saint-Thierry;171.0;1.0;50.0;19.0;100.0;0.0;5.0;59.0;45.0;20.0;5.0
51568;Thil;93.0;0.0;24.0;7.0;47.0;0.0;3.0;36.0;25.0;9.0;6.0
51633;Villers-Franqueux;104.0;2.0;14.0;6.0;38.0;0.0;0.0;31.0;28.0;9.0;1.0
51660;Warmeriville;1094.0;8.0;166.0;18.0;232.0;0.0;14.0;117.0;256.0;35.0;18.0
51662;Witry-lès-Reims;2137.0;18.0;316.0;35.0;555.0;0.0;20.0;250.0;511.0;48.0;24.0
51012;Anthenay;16.0;0.0;7.0;2.0;17.0;0.0;0.0;5.0;9.0;0.0;0.0
51013;Aougny;38.0;1.0;12.0;0.0;12.0;0.0;1.0;10.0;15.0;3.0;0.0
51014;Arcis-le-Ponsart;123.0;0.0;25.0;6.0;38.0;0.0;0.0;17.0;28.0;5.0;0.0
51020;Aubilly;17.0;1.0;3.0;1.0;8.0;0.0;0.0;2.0;0.0;2.0;0.0
51037;Baslieux-lès-Fismes;127.0;2.0;18.0;9.0;34.0;0.0;1.0;12.0;40.0;3.0;0.0
51038;Baslieux-sous-Châtillon;59.0;0.0;7.0;2.0;26.0;0.0;0.0;9.0;34.0;5.0;0.0
51048;Belval-sous-Châtillon;56.0;1.0;14.0;6.0;28.0;0.0;0.0;8.0;9.0;2.0;0.0
51058;Bezannes;1237.0;9.0;287.0;47.0;462.0;0.0;16.0;124.0;192.0;58.0;0.0
51063;Binson-et-Orquigny;62.0;0.0;5.0;2.0;10.0;0.0;2.0;14.0;29.0;4.0;0.0
51069;Bligny;36.0;1.0;16.0;2.0;10.0;0.0;1.0;13.0;10.0;1.0;0.0
51072;Bouilly;52.0;4.0;9.0;3.0;31.0;0.0;9.0;9.0;32.0;5.0;0.0
51073;Bouleuse;73.0;1.0;16.0;1.0;24.0;0.0;1.0;15.0;32.0;4.0;0.0
51077;Bouvancourt;74.0;0.0;14.0;0.0;36.0;0.0;1.0;7.0;18.0;5.0;0.0
51081;Branscourt;113.0;1.0;20.0;3.0;44.0;0.0;1.0;22.0;32.0;6.0;0.0
51086;Breuil;100.0;1.0;22.0;4.0;56.0;0.0;0.0;7.0;45.0;6.0;0.0
51089;Brouillet;42.0;0.0;3.0;1.0;15.0;0.0;0.0;9.0;16.0;2.0;0.0
51109;Châlons-sur-Vesle;78.0;2.0;9.0;7.0;32.0;0.0;0.0;13.0;7.0;3.0;0.0
51111;Chambrecy;47.0;2.0;10.0;1.0;21.0;0.0;1.0;11.0;25.0;1.0;0.0
51118;Champigny;668.0;6.0;101.0;21.0;202.0;0.0;3.0;69.0;148.0;26.0;0.0
51120;Champlat-et-Boujacourt;52.0;0.0;7.0;5.0;23.0;0.0;1.0;2.0;16.0;2.0;0.0
51136;Châtillon-sur-Marne;293.0;1.0;17.0;1.0;60.0;0.0;3.0;26.0;72.0;11.0;0.0
51140;Chaumuzy;137.0;2.0;15.0;7.0;44.0;0.0;3.0;14.0;43.0;3.0;0.0
51145;Chenay;72.0;1.0;18.0;11.0;65.0;0.0;1.0;10.0;9.0;6.0;0.0
51177;Coulommes-la-Montagne;74.0;2.0;11.0;4.0;55.0;0.0;2.0;8.0;10.0;6.0;0.0
51181;Courcelles-Sapicourt;117.0;1.0;27.0;3.0;69.0;0.0;2.0;19.0;42.0;8.0;0.0
51187;Courlandon;105.0;1.0;20.0;4.0;32.0;0.0;2.0;11.0;41.0;4.0;0.0
51188;Courmas;62.0;2.0;18.0;3.0;45.0;0.0;3.0;17.0;23.0;2.0;0.0
51194;Courville;174.0;5.0;38.0;12.0;51.0;0.0;6.0;11.0;50.0;4.0;0.0
51198;Crugny;246.0;2.0;35.0;2.0;93.0;0.0;1.0;11.0;74.0;12.0;0.0
51199;Cuchery;189.0;1.0;7.0;2.0;33.0;0.0;2.0;18.0;59.0;7.0;0.0
51201;Cuisles;45.0;2.0;4.0;0.0;21.0;0.0;0.0;5.0;18.0;7.0;0.0
51225;Ecueil;111.0;0.0;17.0;9.0;61.0;0.0;2.0;28.0;35.0;3.0;0.0
51245;Faverolles-et-Coëmy;212.0;3.0;27.0;11.0;62.0;0.0;2.0;23.0;91.0;6.0;0.0
51250;Fismes;2459.0;38.0;264.0;58.0;330.0;0.0;22.0;79.0;689.0;69.0;0.0
51267;Germigny;63.0;0.0;14.0;3.0;37.0;0.0;1.0;20.0;29.0;2.0;0.0
51282;Gueux;679.0;3.0;91.0;15.0;373.0;0.0;9.0;103.0;94.0;48.0;0.0
51291;Hermonville;672.0;4.0;91.0;17.0;203.0;0.0;5.0;48.0;96.0;22.0;0.0
51294;Hourges;33.0;0.0;6.0;1.0;21.0;0.0;0.0;6.0;5.0;0.0;0.0
51305;Janvry;57.0;0.0;6.0;2.0;19.0;0.0;0.0;9.0;21.0;8.0;0.0
51308;Jonchery-sur-Vesle;712.0;8.0;128.0;19.0;292.0;0.0;12.0;80.0;172.0;47.0;0.0
51309;Jonquery;28.0;2.0;2.0;2.0;24.0;0.0;1.0;15.0;9.0;2.0;0.0
51310;Jouy-lès-Reims;73.0;1.0;10.0;3.0;50.0;0.0;0.0;23.0;15.0;4.0;0.0
51314;Lagery;82.0;0.0;17.0;2.0;23.0;0.0;0.0;12.0;15.0;1.0;0.0
51321;Lhéry;33.0;0.0;2.0;6.0;15.0;0.0;0.0;1.0;7.0;0.0;0.0
51337;Magneux;87.0;1.0;17.0;3.0;25.0;0.0;3.0;2.0;48.0;3.0;0.0
51348;Marfaux;49.0;0.0;12.0;3.0;24.0;0.0;0.0;7.0;9.0;0.0;0.0
51364;Méry-Prémecy;10.0;0.0;7.0;2.0;15.0;0.0;2.0;8.0;5.0;1.0;0.0
51365;Les Mesneux;362.0;4.0;66.0;17.0;169.0;0.0;4.0;37.0;72.0;30.0;0.0
51379;Montigny-sur-Vesle;168.0;2.0;26.0;5.0;73.0;0.0;3.0;30.0;64.0;15.0;0.0
51382;Mont-sur-Courville;42.0;1.0;15.0;4.0;17.0;0.0;0.0;5.0;26.0;6.0;0.0
51391;Muizon;863.0;13.0;163.0;27.0;319.0;0.0;8.0;60.0;180.0;58.0;0.0
51398;La Neuville-aux-Larris;75.0;0.0;9.0;0.0;25.0;0.0;1.0;9.0;21.0;4.0;0.0
51414;Olizy;43.0;0.0;10.0;1.0;27.0;0.0;1.0;9.0;28.0;3.0;0.0
51418;Ormes;167.0;1.0;23.0;4.0;103.0;0.0;3.0;27.0;55.0;5.0;0.0
51422;Pargny-lès-Reims;169.0;1.0;32.0;10.0;91.0;0.0;1.0;24.0;24.0;5.0;0.0
51425;Passy-Grigny;163.0;1.0;19.0;4.0;20.0;0.0;8.0;33.0;57.0;6.0;0.0
51429;Pévy;66.0;0.0;11.0;4.0;39.0;0.0;2.0;23.0;24.0;3.0;0.0
51437;Poilly;25.0;2.0;6.0;4.0;18.0;0.0;0.0;3.0;8.0;1.0;0.0
51448;Prouilly;199.0;1.0;19.0;7.0;82.0;0.0;2.0;29.0;58.0;8.0;0.0
51454;Reims;19708.0;210.0;3933.0;484.0;4335.0;0.0;151.0;1438.0;2109.0;686.0;0.0
51457;Reuil;104.0;1.0;7.0;2.0;23.0;0.0;0.0;20.0;60.0;3.0;0.0
51464;Romain;97.0;4.0;37.0;9.0;50.0;0.0;1.0;11.0;36.0;6.0;0.0
51466;Romigny;73.0;0.0;19.0;4.0;31.0;0.0;0.0;12.0;23.0;5.0;0.0
51468;Rosnay;140.0;0.0;40.0;4.0;76.0;0.0;2.0;17.0;30.0;8.0;0.0
51471;Sacy;152.0;2.0;12.0;6.0;70.0;0.0;3.0;27.0;41.0;15.0;0.0
51474;Saint-Brice-Courcelles;1533.0;22.0;330.0;38.0;331.0;0.0;15.0;103.0;383.0;54.0;0.0
51479;Saint-Euphraise-et-Clairizet;94.0;2.0;9.0;3.0;56.0;0.0;0.0;9.0;44.0;8.0;0.0
51480;Sainte-Gemme;51.0;0.0;9.0;1.0;10.0;0.0;0.0;8.0;25.0;1.0;0.0
51484;Saint-Gilles;75.0;0.0;16.0;6.0;42.0;0.0;2.0;19.0;34.0;7.0;0.0
51523;Sarcy;75.0;1.0;19.0;3.0;38.0;0.0;0.0;11.0;38.0;5.0;0.0
51527;Savigny-sur-Ardres;102.0;2.0;21.0;3.0;46.0;0.0;0.0;9.0;28.0;1.0;0.0
51534;Serzy-et-Prin;72.0;0.0;18.0;3.0;25.0;0.0;1.0;17.0;22.0;2.0;0.0
51569;Thillois;146.0;0.0;16.0;8.0;106.0;0.0;1.0;12.0;30.0;6.0;0.0
51573;Tinqueux;4316.0;68.0;748.0;100.0;1068.0;0.0;47.0;363.0;796.0;152.0;0.0
51577;Tramery;59.0;0.0;7.0;1.0;25.0;0.0;1.0;8.0;29.0;0.0;0.0
51581;Treslon;91.0;2.0;21.0;4.0;30.0;0.0;3.0;8.0;21.0;3.0;0.0
51582;Trigny;183.0;1.0;43.0;9.0;106.0;0.0;2.0;38.0;54.0;9.0;0.0
51586;Unchair;62.0;1.0;11.0;2.0;25.0;0.0;0.0;11.0;31.0;6.0;0.0
51591;Vandeuil;85.0;2.0;14.0;3.0;26.0;0.0;1.0;16.0;23.0;4.0;0.0
51592;Vandières;100.0;0.0;7.0;4.0;38.0;0.0;1.0;18.0;39.0;15.0;0.0
51604;Ventelay;86.0;2.0;29.0;4.0;36.0;0.0;2.0;12.0;31.0;4.0;0.0
51622;Ville-Dommange;165.0;0.0;16.0;12.0;108.0;0.0;0.0;18.0;26.0;10.0;0.0
51624;Ville-en-Tardenois;264.0;0.0;46.0;5.0;76.0;0.0;1.0;26.0;80.0;6.0;0.0
51637;Villers-sous-Châtillon;78.0;1.0;4.0;2.0;14.0;0.0;0.0;30.0;20.0;8.0;0.0
51657;Vrigny;90.0;2.0;12.0;4.0;22.0;0.0;3.0;23.0;25.0;6.0;0.0
51002;Saint-Martin-d'Ablois;551.0;8.0;70.0;9.0;144.0;0.0;14.0;38.0;156.0;27.0;7.0
51007;Ambonnay;414.0;9.0;33.0;10.0;97.0;0.0;12.0;30.0;106.0;17.0;6.0
51028;Avenay-Val-d'Or;438.0;3.0;48.0;8.0;108.0;0.0;8.0;25.0;111.0;26.0;6.0
51030;Ay-Champagne;2048.0;40.0;422.0;49.0;482.0;0.0;41.0;136.0;602.0;88.0;43.0
51031;Baconnes;116.0;0.0;13.0;4.0;39.0;0.0;2.0;6.0;42.0;9.0;2.0
51033;Le Baizil;110.0;2.0;5.0;3.0;9.0;0.0;4.0;7.0;41.0;3.0;5.0
51034;Bannay;4.0;0.0;0.0;0.0;4.0;0.0;1.0;3.0;5.0;1.0;0.0
51042;Baye;132.0;3.0;11.0;2.0;57.0;0.0;16.0;17.0;34.0;15.0;3.0
51044;Beaumont-sur-Vesle;302.0;3.0;59.0;9.0;111.0;0.0;15.0;29.0;77.0;10.0;7.0
51045;Beaunay;25.0;1.0;7.0;0.0;12.0;0.0;0.0;7.0;23.0;0.0;0.0
51050;Bergères-sous-Montmirail;46.0;0.0;4.0;1.0;14.0;0.0;0.0;15.0;15.0;12.0;1.0
51056;Bethon;111.0;2.0;12.0;2.0;40.0;0.0;1.0;18.0;27.0;13.0;1.0
51070;Boissy-le-Repos;96.0;4.0;12.0;1.0;19.0;0.0;3.0;2.0;55.0;6.0;2.0
51071;Bouchy-Saint-Genest;51.0;0.0;13.0;1.0;13.0;0.0;5.0;14.0;29.0;3.0;2.0
51076;Boursault;190.0;2.0;17.0;1.0;62.0;0.0;10.0;22.0;61.0;3.0;4.0
51079;Bouzy;329.0;2.0;75.0;9.0;97.0;0.0;7.0;52.0;110.0;19.0;1.0
51085;Le Breuil;134.0;3.0;16.0;2.0;49.0;0.0;5.0;16.0;67.0;5.0;1.0
51100;La Caure;35.0;2.0;1.0;1.0;12.0;0.0;2.0;4.0;21.0;2.0;2.0
51110;Chaltrait;32.0;0.0;1.0;1.0;9.0;0.0;1.0;2.0;12.0;0.0;2.0
51112;Chamery;168.0;1.0;23.0;1.0;68.0;0.0;8.0;33.0;33.0;7.0;4.0
51113;Champaubert;42.0;0.0;5.0;1.0;10.0;0.0;5.0;11.0;16.0;2.0;0.0
51115;Champfleury;207.0;1.0;37.0;6.0;118.0;0.0;4.0;13.0;77.0;10.0;10.0
51116;Champguyon;108.0;3.0;12.0;3.0;33.0;0.0;1.0;11.0;29.0;2.0;1.0
51119;Champillon;175.0;1.0;27.0;2.0;88.0;0.0;8.0;38.0;43.0;8.0;3.0
51121;Champvoisy;87.0;6.0;23.0;1.0;24.0;0.0;1.0;5.0;42.0;4.0;4.0
51124;Chantemerle;22.0;0.0;0.0;1.0;7.0;0.0;1.0;7.0;12.0;2.0;1.0
51128;La Chapelle-sous-Orbais;15.0;0.0;0.0;0.0;15.0;0.0;2.0;6.0;5.0;2.0;0.0
51129;Charleville;69.0;1.0;17.0;2.0;33.0;0.0;4.0;4.0;36.0;2.0;2.0
51137;Châtillon-sur-Morin;72.0;1.0;9.0;2.0;25.0;0.0;3.0;19.0;23.0;5.0;2.0
51152;Chigny-les-Roses;247.0;1.0;22.0;5.0;101.0;0.0;6.0;22.0;49.0;6.0;3.0
51153;Chouilly;414.0;2.0;56.0;10.0;133.0;0.0;6.0;58.0;108.0;16.0;7.0
51157;Coizard-Joches;21.0;0.0;0.0;0.0;10.0;0.0;0.0;4.0;14.0;4.0;0.0
51163;Congy;91.0;4.0;7.0;3.0;32.0;0.0;3.0;17.0;28.0;5.0;4.0
51170;Corfélix;49.0;0.0;0.0;0.0;13.0;0.0;2.0;5.0;23.0;1.0;0.0
51173;Cormoyeux;32.0;1.0;2.0;2.0;17.0;0.0;3.0;13.0;26.0;1.0;0.0
51174;Corribert;23.0;0.0;2.0;0.0;4.0;0.0;1.0;8.0;12.0;1.0;0.0
51175;Corrobert;83.0;1.0;11.0;1.0;24.0;0.0;1.0;7.0;16.0;8.0;1.0
51185;Courgivaux;117.0;3.0;16.0;1.0;18.0;0.0;3.0;15.0;43.0;1.0;0.0
51186;Courjeonnet;13.0;0.0;0.0;1.0;4.0;0.0;2.0;7.0;3.0;6.0;0.0
51190;Courtagnon;15.0;0.0;8.0;0.0;25.0;0.0;1.0;0.0;3.0;0.0;1.0
51192;Courthiézy;123.0;4.0;28.0;5.0;37.0;0.0;4.0;10.0;51.0;3.0;6.0
51202;Cumières;296.0;4.0;42.0;9.0;94.0;0.0;7.0;34.0;98.0;17.0;9.0
51204;Damery;545.0;9.0;73.0;9.0;170.0;0.0;11.0;64.0;165.0;25.0;14.0
51210;Dizy;635.0;14.0;100.0;18.0;180.0;0.0;14.0;56.0;187.0;27.0;14.0
51217;Dormans;1181.0;17.0;143.0;9.0;260.0;0.0;24.0;97.0;313.0;49.0;11.0
51230;Epernay;9309.0;116.0;1133.0;124.0;1821.0;0.0;207.0;435.0;1198.0;265.0;131.0
51233;Escardes;31.0;0.0;5.0;1.0;3.0;0.0;1.0;3.0;14.0;1.0;1.0
51235;Les Essarts-lès-Sézanne;93.0;1.0;23.0;2.0;16.0;0.0;5.0;10.0;40.0;8.0;1.0
51236;Les Essarts-le-Vicomte;58.0;0.0;7.0;2.0;20.0;0.0;1.0;10.0;21.0;1.0;2.0
51237;Esternay;615.0;3.0;75.0;7.0;130.0;0.0;16.0;81.0;206.0;28.0;12.0
51238;Etoges;130.0;2.0;10.0;5.0;25.0;0.0;4.0;22.0;57.0;5.0;5.0
51247;Fèrebrianges;64.0;1.0;5.0;1.0;33.0;0.0;1.0;8.0;17.0;3.0;2.0
51249;Festigny;169.0;4.0;22.0;1.0;48.0;0.0;5.0;24.0;44.0;9.0;0.0
51252;Fleury-la-Rivière;173.0;1.0;18.0;1.0;72.0;0.0;7.0;25.0;87.0;6.0;3.0
51256;Fontaine-sur-Ay;134.0;0.0;16.0;4.0;53.0;0.0;3.0;24.0;0.0;6.0;5.0
51258;La Forestière;89.0;0.0;18.0;1.0;26.0;0.0;4.0;6.0;34.0;2.0;2.0
51263;Fromentières;127.0;0.0;14.0;2.0;33.0;0.0;6.0;8.0;70.0;6.0;3.0
51264;Le Gault-Soigny;192.0;4.0;33.0;2.0;56.0;0.0;8.0;16.0;27.0;7.0;4.0
51266;Germaine;184.0;1.0;66.0;7.0;88.0;0.0;5.0;11.0;17.0;8.0;17.0
51287;Hautvillers;236.0;7.0;44.0;5.0;136.0;0.0;5.0;38.0;22.0;15.0;6.0
51298;Igny-Comblizy;174.0;0.0;16.0;2.0;40.0;0.0;5.0;10.0;42.0;8.0;0.0
51304;Janvilliers;61.0;0.0;5.0;1.0;16.0;0.0;3.0;5.0;13.0;3.0;1.0
51306;Joiselle;29.0;0.0;6.0;2.0;10.0;0.0;1.0;5.0;24.0;2.0;2.0
51320;Leuvrigny;144.0;0.0;15.0;2.0;22.0;0.0;1.0;19.0;41.0;6.0;1.0
51333;Ludes;274.0;4.0;36.0;14.0;121.0;0.0;7.0;42.0;63.0;8.0;3.0
51338;Mailly-Champagne;311.0;4.0;45.0;2.0;82.0;0.0;4.0;31.0;64.0;15.0;5.0
51344;Mardeuil;597.0;11.0;140.0;12.0;204.0;0.0;11.0;31.0;205.0;29.0;15.0
51345;Mareuil-en-Brie;104.0;1.0;13.0;2.0;25.0;0.0;4.0;6.0;47.0;2.0;3.0
51346;Mareuil-le-Port;510.0;4.0;42.0;10.0;103.0;0.0;7.0;28.0;158.0;18.0;1.0
51350;Margny;45.0;4.0;3.0;1.0;15.0;0.0;2.0;1.0;15.0;4.0;2.0
51359;Mécringes;85.0;0.0;3.0;3.0;19.0;0.0;4.0;5.0;36.0;7.0;1.0
51360;Le Meix-Saint-Epoing;113.0;5.0;14.0;1.0;23.0;0.0;2.0;9.0;50.0;10.0;2.0
51375;Montbré;144.0;0.0;10.0;4.0;39.0;0.0;2.0;9.0;43.0;6.0;3.0
51376;Montgenost;38.0;0.0;8.0;2.0;12.0;0.0;0.0;9.0;20.0;9.0;1.0
51380;Montmirail;1449.0;10.0;123.0;16.0;349.0;0.0;30.0;66.0;395.0;56.0;16.0
51381;Montmort-Lucy;189.0;3.0;47.0;8.0;76.0;0.0;5.0;15.0;66.0;16.0;12.0
51386;Morsains;60.0;1.0;16.0;2.0;20.0;0.0;2.0;8.0;16.0;0.0;2.0
51390;Moussy;297.0;2.0;33.0;8.0;95.0;0.0;10.0;46.0;65.0;16.0;2.0
51392;Mutigny;63.0;2.0;19.0;1.0;32.0;0.0;3.0;5.0;31.0;1.0;3.0
51393;Nanteuil-la-Forêt;83.0;1.0;33.0;3.0;37.0;0.0;3.0;8.0;36.0;4.0;2.0
51395;Nesle-la-Reposte;25.0;4.0;9.0;2.0;15.0;0.0;7.0;3.0;19.0;1.0;1.0
51396;Nesle-le-Repons;78.0;0.0;3.0;0.0;16.0;0.0;0.0;3.0;21.0;1.0;1.0
51402;Neuvy;102.0;0.0;11.0;2.0;23.0;0.0;2.0;13.0;35.0;5.0;0.0
51407;La Noue;167.0;1.0;9.0;3.0;28.0;0.0;6.0;12.0;50.0;3.0;1.0
51410;OEuilly;266.0;6.0;38.0;1.0;53.0;0.0;4.0;17.0;62.0;14.0;7.0
51416;Orbais-l'Abbaye;195.0;2.0;29.0;2.0;66.0;0.0;4.0;11.0;47.0;5.0;5.0
51428;Les Petites-Loges;214.0;0.0;29.0;1.0;46.0;0.0;7.0;8.0;49.0;0.0;1.0
51431;Pierry;486.0;5.0;94.0;5.0;145.0;0.0;14.0;37.0;140.0;25.0;7.0
51443;Potangis;28.0;0.0;15.0;0.0;7.0;0.0;2.0;7.0;20.0;2.0;2.0
51445;Pourcy;71.0;2.0;19.0;3.0;29.0;0.0;1.0;7.0;19.0;2.0;1.0
