CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
72337;Sougé-le-Ganelon;163;5;8;143;19;160;17;76;7;12;17;4;21
72338;Souillé;123;0;6;108;7;143;21;68;3;29;19;3;4
72339;Souligné-Flacé;105;4;9;105;11;124;20;68;7;24;11;8;3
72340;Souligné-sous-Ballon;177;7;18;192;30;223;50;117;6;49;32;3;16
72341;Soulitré;107;4;10;61;9;135;30;60;6;18;8;3;16
72342;Souvigné-sur-Même;37;0;1;39;8;43;3;10;1;8;3;0;3
72343;Souvigné-sur-Sarthe;109;2;6;98;9;131;16;59;11;19;15;2;10
72344;Spay;448;21;63;521;44;533;94;308;37;101;81;12;38
72345;Surfonds;30;1;5;31;8;66;5;47;5;11;5;2;2
72346;La Suze-sur-Sarthe;985;26;54;725;60;826;122;404;58;112;136;30;59
72347;Tassé;39;3;2;56;3;58;9;16;1;5;8;2;5
72348;Tassillé;15;2;3;23;2;25;2;10;1;7;4;1;3
72349;Teillé;82;3;7;72;8;106;12;50;4;5;9;1;3
72350;Teloché;492;16;38;518;59;599;95;306;40;72;95;14;42
72351;Tennie;195;2;5;164;18;181;25;60;9;18;37;1;17
72352;Terrehault;29;1;2;15;3;50;1;5;2;2;7;3;1
72353;Théligny;40;2;0;27;7;46;2;25;1;2;11;2;3
72354;Thoigné;29;0;3;35;5;27;5;18;2;2;6;0;3
72355;Thoiré-sous-Contensor;8;0;0;13;5;36;3;5;0;1;2;2;0
72356;Thoiré-sur-Dinan;64;2;4;47;9;77;20;46;2;16;13;12;6
72357;Thorée-les-Pins;147;1;6;98;10;150;31;52;2;14;13;2;9
72358;Thorigné-sur-Dué;337;18;9;211;23;282;32;138;10;34;64;10;24
72359;Torcé-en-Vallée;277;11;19;196;25;256;34;134;12;20;28;8;20
72360;Trangé;268;8;29;315;19;209;34;186;10;74;47;9;22
72361;Tresson;67;2;7;71;14;93;13;49;6;13;14;4;8
72362;Le Tronchet;22;0;3;27;3;44;6;15;1;11;4;0;3
72363;Tuffé Val de la Chéronne;383;7;16;245;32;340;53;106;13;24;59;12;19
72364;Vaas;310;3;16;212;23;295;46;129;8;25;55;14;19
72366;Valennes;62;1;3;53;13;73;5;25;3;3;10;2;6
72367;Vallon-sur-Gée;124;6;4;76;12;135;21;62;4;7;42;2;9
72368;Vancé;57;6;7;47;13;47;14;23;1;4;12;3;6
72369;Verneil-le-Chétif;97;1;5;85;7;128;30;49;1;10;17;4;2
72370;Vernie;48;1;3;47;4;43;4;30;3;9;8;0;5
72372;Vezot;8;0;0;10;1;13;4;9;0;4;3;1;8
72373;Vibraye;472;10;23;418;58;426;66;147;19;31;112;11;39
72374;Villaines-la-Carelle;23;1;2;27;2;22;13;9;0;6;9;1;5
72375;Villaines-la-Gonais;107;5;4;74;7;101;19;40;4;11;23;3;16
72376;Villaines-sous-Lucé;130;4;9;91;20;143;19;60;2;21;38;6;13
72377;Villaines-sous-Malicorne;165;6;14;124;25;210;27;83;10;18;32;5;25
72378;Vion;267;5;14;202;21;297;39;118;11;18;48;5;12
72379;Viré-en-Champagne;41;1;0;23;6;43;9;14;3;4;7;5;4
72380;Vivoin;149;4;12;138;22;165;30;56;13;16;31;1;19
72381;Voivres-lès-le-Mans;229;8;15;200;11;239;34;160;16;48;23;9;15
72382;Volnay;153;9;10;121;13;193;24;77;10;27;23;7;11
72383;Vouvray-sur-Huisne;32;1;1;23;1;28;4;11;1;1;4;2;4
72385;Yvré-le-Pôlin;340;17;28;251;12;366;37;199;10;25;19;9;21
72386;Yvré-l'Evêque;719;9;52;971;62;545;154;504;64;177;168;17;36
73001;Aiguebelette-le-Lac;37;2;6;59;2;34;6;54;8;9;14;4;3
73003;Grand-Aigueblanche;692;12;64;537;91;580;148;379;29;111;109;15;68
73004;Aillon-le-Jeune;99;3;4;77;11;51;21;68;2;12;21;1;10
73005;Aillon-le-Vieux;26;1;7;21;8;20;10;39;5;17;9;0;6
73006;Aime-la-Plagne;926;14;63;777;126;650;152;529;66;205;164;35;74
73007;Aiton;181;1;18;118;29;262;75;114;6;27;30;8;24
73008;Aix-les-Bains;6136;61;263;5194;392;3359;1611;3296;266;1070;1083;83;446
73010;Entrelacs;1103;27;50;1084;124;1052;271;621;63;261;190;27;126
73011;Albertville;2652;42;194;1874;199;1886;539;1823;136;386;405;72;191
73012;Albiez-le-Jeune;16;0;1;26;4;12;9;42;0;9;9;2;5
73013;Albiez-Montrond;120;0;6;80;12;80;23;77;6;16;23;2;9
73014;Allondaz;41;0;5;45;11;43;9;40;5;8;5;2;4
73015;Les Allues;337;4;10;356;43;208;107;116;8;68;71;11;38
73017;Apremont;152;3;24;179;26;198;66;72;12;37;44;4;17
73018;Arbin;106;6;9;133;17;115;30;101;1;30;40;4;17
73019;Argentine;172;8;35;126;18;172;27;125;17;28;21;8;16
73020;Arith;50;4;6;73;24;82;17;56;3;30;22;6;7
73021;Arvillard;111;5;10;103;33;146;28;149;11;33;14;6;20
73022;Attignat-Oncin;112;3;8;94;15;77;29;82;6;24;17;2;11
73023;Aussois;117;2;12;125;23;83;28;120;8;52;40;4;20
73024;Les Avanchers-Valmorel;153;1;8;135;21;127;24;82;9;30;72;0;24
73025;Avressieux;77;0;8;84;19;96;30;57;4;13;25;3;7
73026;Avrieux;43;0;6;66;6;78;16;29;7;12;17;2;11
73027;Ayn;51;1;4;73;10;46;17;57;4;11;13;3;13
73028;La Balme;44;2;5;39;10;78;20;22;4;11;15;2;10
73029;Barberaz;841;13;55;816;65;529;255;657;62;238;174;17;67
73030;Barby;462;11;45;467;38;320;96;359;47;117;62;10;32
73031;Bassens;665;13;55;701;55;536;247;541;38;189;150;13;60
73032;La Bâthie;372;7;48;206;37;423;75;223;22;35;40;11;42
73033;La Bauche;67;1;9;36;16;89;21;96;2;23;12;3;7
73034;Beaufort;263;7;27;367;81;299;69;274;34;115;137;13;41
73036;Bellecombe-en-Bauges;121;2;13;106;23;92;22;152;10;50;20;8;13
73039;Belmont-Tramonet;69;1;4;83;19;87;19;62;16;17;27;2;13
73040;Bessans;79;2;7;93;23;57;14;46;7;11;25;4;7
73041;Betton-Bettonet;53;2;6;42;8;67;19;36;1;8;8;1;2
73042;Billième;51;0;3;58;11;52;11;33;3;13;9;2;5
73043;La Biolle;465;9;34;460;57;414;133;266;35;135;74;9;52
73047;Bonneval-sur-Arc;61;4;1;19;16;48;6;28;3;7;20;0;13
73048;Bonvillard;55;1;10;36;13;69;16;39;3;10;8;1;3
73049;Bonvillaret;32;0;3;22;3;27;3;27;1;2;1;0;2
73050;Bourdeau;86;0;3;116;10;57;30;54;2;38;25;2;9
73051;Le Bourget-du-Lac;557;13;50;812;77;554;241;540;48;203;181;22;65
73052;Bourget-en-Huile;27;0;2;34;8;22;7;19;3;5;14;2;1
73053;Bourgneuf;103;3;6;65;17;158;27;72;4;17;19;2;20
73054;Bourg-Saint-Maurice;1246;14;67;987;163;688;280;787;40;266;226;45;78
73055;Bozel;323;5;29;357;41;199;76;217;21;85;80;15;35
73057;Brides-les-Bains;94;5;6;76;17;66;31;38;3;18;28;3;7
73058;La Bridoire;236;6;18;155;32;172;53;135;17;32;25;8;20
73059;Brison-Saint-Innocent;383;6;25;560;51;323;154;239;18;117;117;3;41
73061;Césarches;56;3;6;70;16;67;14;54;8;16;11;0;13
73063;Cevins;133;3;30;66;14;158;32;75;6;12;12;7;13
73064;Challes-les-Eaux;765;14;59;1018;67;723;255;582;70;245;204;17;85
73065;Chambéry;8241;89;538;6342;499;3503;1496;8116;584;1910;1172;180;468
73067;La Chambre;146;3;9;144;10;183;39;92;10;31;43;7;25
73068;Chamousset;78;3;14;68;6;129;31;73;7;17;27;4;11
73069;Chamoux-sur-Gelon;167;8;19;87;23;175;41;124;6;34;25;5;15
73070;Champagneux;89;4;13;75;15;164;24;67;7;13;11;3;7
73071;Champagny-en-Vanoise;102;1;9;149;28;71;22;72;9;38;38;3;16
73072;Champ-Laurent;11;0;2;17;2;7;3;11;0;2;8;0;0
73073;Chanaz;112;0;13;75;9;101;23;45;1;16;14;3;5
73074;La Chapelle;43;1;7;37;12;74;13;48;4;8;8;3;12
73075;La Chapelle-Blanche;87;3;14;127;22;85;27;70;13;37;12;5;14
73076;La Chapelle-du-Mont-du-Chat;40;2;4;31;4;34;16;31;2;19;6;0;4
73077;Les Chapelles;83;2;2;97;9;75;23;96;6;23;24;5;12
73078;La Chapelle-Saint-Martin;21;1;2;41;5;24;4;18;1;8;2;0;4
73079;Châteauneuf;118;3;28;125;17;156;40;98;22;35;18;5;10
73081;Le Châtelard;99;2;5;71;18;72;25;125;6;20;17;4;17
73082;La Chavanne;94;2;20;127;16;90;34;104;11;32;28;3;14
73083;Les Chavannes-en-Maurienne;39;2;2;19;9;84;16;18;3;2;2;0;5
73084;Chignin;134;1;13;167;23;124;37;93;8;33;37;4;13
73085;Chindrieux;212;3;19;248;36;201;75;139;17;64;45;7;34
73086;Cléry;83;0;6;50;25;76;25;71;4;24;10;2;8
73087;Cognin;970;28;85;815;77;668;185;899;76;243;139;29;72
73088;Cohennoz;20;1;1;40;3;31;13;10;1;10;9;0;7
73089;Coise-Saint-Jean-Pied-Gauthier;125;5;36;169;32;184;50;145;13;37;34;5;29
73090;La Compôte;36;1;3;26;11;40;13;41;5;11;16;3;4
73091;Conjux;49;1;2;47;5;31;20;19;6;12;4;1;3
73092;Corbel;20;1;4;33;4;36;11;24;4;9;4;0;6
73094;Crest-Voland;54;0;3;100;20;64;23;25;2;19;27;2;12
73095;La Croix-de-la-Rochette;41;0;8;59;7;67;24;38;2;8;12;2;7
73096;Cruet;141;2;35;150;35;154;48;149;17;49;32;2;12
73097;Curienne;108;5;9;103;20;100;28;123;10;35;20;4;8
73098;Les Déserts;141;5;13;141;19;155;44;154;12;58;28;1;6
73099;Détrier;67;0;6;64;3;67;20;49;3;11;6;2;12
73100;Domessin;297;9;17;329;40;325;98;196;27;46;65;14;35
73101;Doucy-en-Bauges;9;1;4;19;4;9;5;16;1;4;2;1;1
73103;Drumettaz-Clarafond;464;12;27;574;49;402;145;314;28;115;105;14;65
73104;Dullin;65;4;5;64;15;70;28;71;5;19;7;4;10
73105;Les Echelles;186;7;16;111;23;206;48;117;15;16;37;3;30
73106;Ecole;46;1;3;47;12;45;4;35;4;8;11;4;7
73107;Entremont-le-Vieux;94;2;13;120;23;76;21;105;6;44;19;8;7
73109;Epierre;147;2;11;91;14;155;32;67;11;16;14;2;20
73110;Esserts-Blay;100;5;22;81;15;154;31;93;10;19;18;5;17
73113;Feissons-sur-Salins;15;2;2;23;4;24;6;35;1;9;7;2;1
73114;Flumet;148;3;5;113;38;127;40;53;4;33;43;3;29
73116;Fontcouverte-la-Toussuire;137;1;10;126;10;129;33;55;6;15;53;4;7
73117;Fourneaux;127;4;7;79;8;88;20;71;10;15;15;2;8
73119;Freney;7;0;3;14;10;15;9;13;1;4;5;1;2
73120;Fréterive;76;1;11;82;24;90;22;43;4;22;26;3;5
73121;Frontenex;317;6;18;214;20;297;78;183;19;47;40;10;41
73122;Gerbaix;71;4;5;81;9;74;27;70;3;31;11;2;6
73123;La Giettaz;91;0;6;68;17;67;24;26;3;12;32;1;12
73124;Gilly-sur-Isère;532;8;36;487;56;459;182;309;18;129;132;15;80
73128;Grésy-sur-Aix;685;18;54;743;98;654;187;489;50;171;115;16;86
73129;Grésy-sur-Isère;187;9;17;141;28;242;61;134;21;29;31;10;18
73130;Grignon;313;4;44;237;31;449;78;221;23;43;47;15;42
73131;Hautecour;42;1;4;61;6;37;12;51;4;26;8;4;2
73132;Hauteluce;178;5;8;151;31;193;55;66;6;24;47;3;20
73133;Hauteville;59;1;4;52;16;60;17;47;6;11;18;4;9
73135;La Tour-en-Maurienne;206;4;20;159;39;228;55;105;17;32;68;7;17
73137;Jacob-Bellecombette;469;9;39;647;45;288;157;523;33;147;115;14;44
73138;Jarrier;73;3;11;90;10;104;23;60;11;21;32;1;15
73139;Jarsy;48;1;14;45;24;29;16;56;7;16;9;1;4
73140;Jongieux;31;1;7;65;17;47;17;23;2;6;15;1;1
73141;Laissaud;97;2;9;125;11;121;34;52;3;25;29;4;12
73142;Landry;114;4;15;106;16;118;16;117;5;42;21;3;15
73145;Lépin-le-Lac;99;0;7;76;9;81;17;61;9;16;14;0;9
73146;Lescheraines;124;2;9;99;20;83;25;116;6;32;22;4;8
73147;Loisieux;47;1;6;33;8;27;9;31;1;9;9;0;6
73149;Lucey;45;0;2;54;11;54;19;35;2;8;8;0;4
73150;La Plagne Tarentaise;808;18;62;740;78;543;150;490;36;191;211;18;96
73151;Porte-de-Savoie;529;10;66;657;83;493;160;421;40;189;95;14;63
73152;Marcieux;31;1;0;48;7;26;9;44;7;11;11;0;0
73153;Marthod;167;5;23;194;28;299;48;150;13;40;47;6;24
73154;Mercury;553;6;57;606;53;516;183;364;34;150;110;10;74
73155;Méry;265;6;29;336;45;305;95;234;38;103;52;3;47
73156;Meyrieux-Trouet;53;2;7;42;12;60;21;28;6;13;26;1;6
73157;Modane;512;4;31;401;56;313;108;264;25;79;65;8;25
73159;Les Mollettes;92;3;12;116;19;160;40;88;12;31;15;7;15
73160;Montagnole;134;3;17;213;16;154;65;104;10;54;35;3;18
73161;Montagny;122;1;14;105;7;114;28;44;10;26;35;7;17
73162;Montailleur;119;3;13;101;8;118;39;83;8;16;22;4;8
73164;Montcel;188;5;9;176;18;164;47;153;14;64;42;5;12
73166;Montendry;11;1;1;8;1;7;4;11;0;3;2;3;0
73168;Montgilbert;27;0;5;10;4;20;10;12;4;3;3;1;2
73170;Monthion;92;1;9;51;18;131;35;57;8;13;14;9;13
73171;Montmélian;602;12;41;436;42;443;115;415;37;75;49;10;37
73173;Montricher-Albanne;75;2;17;87;15;84;28;62;13;16;20;4;10
73175;Montsapey;33;0;7;26;3;28;9;17;2;7;1;0;4
73176;Montvalezan;164;4;4;123;23;97;25;70;3;39;46;6;31
73177;Montvernier;28;1;7;41;9;42;6;37;9;8;8;1;2
73178;La Motte-en-Bauges;61;1;14;65;8;90;18;106;5;39;16;4;5
73179;La Motte-Servolex;1635;37;132;2210;214;1550;522;1241;144;471;440;47;166
73180;Motz;55;1;11;67;12;83;21;68;2;14;20;6;4
73181;Moûtiers;540;5;26;307;51;314;109;269;10;51;72;7;29
73182;Mouxy;304;10;33;479;40;311;138;214;25;116;98;10;36
73183;Myans;153;6;18;259;33;189;75;122;14;54;47;5;28
73184;Nances;74;1;9;92;19;86;37;67;5;19;11;1;11
73186;Notre-Dame-de-Bellecombe;82;1;4;106;18;68;15;33;4;16;33;0;20
73187;La Léchère;497;6;75;281;60;489;97;348;18;84;67;16;71
73188;Notre-Dame-des-Millières;138;7;15;101;30;233;36;88;14;16;17;3;20
73189;Notre-Dame-du-Cruet;21;0;5;28;2;68;16;20;1;2;4;2;3
73190;Notre-Dame-du-Pré;57;0;3;50;4;44;10;19;2;2;8;5;4
73191;Novalaise;271;6;24;410;53;275;108;273;34;118;66;5;30
73192;Le Noyer;46;0;5;33;5;27;8;45;0;14;1;5;8
73193;Ontex;18;1;2;9;9;12;7;8;0;6;2;1;2
73194;Orelle;76;3;5;64;10;71;10;37;0;3;13;1;2
73196;Pallud;133;4;17;138;10;124;43;88;6;35;28;3;20
73197;Peisey-Nancroix;100;1;11;159;21;55;25;72;2;28;36;2;13
73200;Planaise;77;3;10;99;18;68;23;66;8;16;16;2;6
73201;Planay;78;2;4;51;9;74;7;27;5;10;20;1;6
73202;Plancherine;64;1;8;72;5;57;17;61;14;26;20;3;8
73204;Le Pont-de-Beauvoisin;332;4;12;194;23;288;70;234;11;34;35;4;19
73205;Le Pontet;20;2;4;18;5;25;12;13;1;6;10;0;1
73206;Pralognan-la-Vanoise;147;2;11;148;22;77;28;87;6;23;48;4;15
73207;Presle;65;2;2;67;14;91;18;67;5;14;17;1;8
73208;Pugny-Chatenod;101;4;9;265;15;89;71;98;15;57;40;3;29
73210;Puygros;45;3;7;81;9;72;19;43;1;23;10;0;18
73211;Queige;123;2;19;138;20;157;35;169;11;46;25;5;16
73212;Val-d'Arc;349;2;34;194;41;334;57;182;13;34;41;5;26
73213;La Ravoire;1180;23;114;1333;127;1073;336;1031;109;313;253;24;118
73214;Rochefort;25;1;0;51;8;44;15;31;2;7;13;0;9
73215;Valgelon-La Rochette;756;8;48;533;62;646;125;379;31;92;98;19;59
73216;Rognaix;89;1;6;33;11;119;24;42;6;19;9;3;9
73217;Rotherens;50;0;7;72;4;54;14;28;3;7;5;1;5
73218;Ruffieux;132;5;17;133;19;142;31;83;14;30;36;3;16
73219;Saint-Alban-de-Montbel;88;3;14;149;14;83;12;94;13;26;17;1;8
73220;Saint-Alban-d'Hurtières;50;0;14;62;12;75;20;60;8;19;7;6;7
73221;Saint-Alban-des-Villards;29;0;14;26;9;29;11;17;2;8;11;0;2
73222;Saint-Alban-Leysse;1072;27;71;1136;110;818;350;805;71;287;195;34;108
73223;Saint-André;104;0;11;64;20;97;28;53;8;13;27;4;12
73224;Saint-Avre;142;3;17;71;9;180;31;86;2;16;23;3;17
73225;Saint-Baldoph;444;3;45;511;46;413;165;355;40;146;106;13;61
73226;Saint-Béron;248;5;38;205;44;327;65;195;13;28;38;8;21
73227;Courchevel;472;3;14;431;48;271;174;194;10;95;124;10;46
73228;Saint-Cassin;117;4;15;144;16;124;56;101;11;41;28;7;9
73229;Saint-Christophe;93;1;9;72;15;105;31;44;3;21;8;4;17
73230;Saint-Colomban-des-Villards;64;0;8;47;18;49;15;28;4;11;24;4;3
73231;Saint-Etienne-de-Cuines;209;4;20;124;23;222;56;142;9;27;44;4;27
73232;Sainte-Foy-Tarentaise;150;1;4;141;28;90;35;64;4;28;57;1;21
73233;Saint-Franc;12;0;3;27;20;14;6;33;2;10;7;1;3
73234;Saint-François-de-Sales;17;1;2;29;7;25;10;32;0;15;2;1;2
73235;Saint François Longchamp;92;3;2;102;17;82;33;62;6;20;42;0;12
73236;Saint-Genix-les-Villages;434;7;47;416;68;471;116;340;29;110;72;17;46
73237;Saint-Georges-d'Hurtières;47;2;14;33;6;43;20;84;2;11;9;2;8
73240;Sainte-Hélène-du-Lac;104;2;9;141;15;125;64;113;17;46;24;7;13
73241;Sainte-Hélène-sur-Isère;168;2;22;157;37;255;56;120;6;39;40;9;29
73242;Saint-Jean-d'Arves;54;1;6;32;15;64;11;43;2;11;18;3;6
73243;Saint-Jean-d'Arvey;246;1;24;276;37;222;65;323;36;113;51;9;29
73245;Saint-Jean-de-Chevelu;112;3;6;131;18;136;38;93;11;27;22;2;15
73246;Saint-Jean-de-Couz;19;0;3;47;5;52;8;47;5;10;5;0;7
73247;Saint-Jean-de-la-Porte;95;3;16;161;22;136;23;142;12;43;20;6;13
73248;Saint-Jean-de-Maurienne;1302;19;86;751;81;929;267;658;72;131;222;24;84
73249;Saint-Jeoire-Prieuré;193;7;24;330;22;260;93;154;21;64;58;8;32
73250;Saint-Julien-Mont-Denis;184;3;40;175;24;325;64;193;24;37;48;4;16
73252;Saint-Léger;45;2;3;22;7;71;10;29;2;7;5;1;5
73253;Saint-Marcel;97;2;14;58;5;88;17;57;2;9;15;2;2
73254;Sainte-Marie-d'Alvey;21;0;0;16;11;21;8;22;1;6;7;1;3
73255;Sainte-Marie-de-Cuines;156;2;15;77;11;188;34;91;6;25;28;5;12
73256;Saint-Martin-d'Arc;73;1;4;35;7;70;9;29;0;7;5;0;6
73257;Les Belleville;690;8;25;807;81;425;134;367;22;120;174;20;50
73258;Saint-Martin-de-la-Porte;107;3;20;100;30;117;24;103;12;31;18;10;10
73259;Saint-Martin-sur-la-Chambre;49;1;8;92;19;106;18;35;6;21;12;1;6
73261;Saint-Michel-de-Maurienne;470;8;31;296;44;380;71;289;29;68;66;15;32
73262;Saint-Nicolas-la-Chapelle;102;1;5;92;19;80;24;37;6;17;16;3;23
73263;Saint-Offenge;117;2;20;184;28;159;59;114;13;73;32;2;22
73265;Saint-Ours;109;1;7;129;19;97;27;97;11;52;18;3;15
73267;Saint-Pancrace;63;1;3;49;7;77;16;36;8;12;10;4;5
73268;Saint-Paul-sur-Isère;63;1;13;48;10;82;16;64;3;12;12;3;8
73269;Saint-Paul;73;3;7;141;15;124;36;75;7;17;14;3;17
73270;Saint-Pierre-d'Albigny;618;10;63;615;88;548;120;498;36;187;92;21;49
73271;Saint-Pierre-d'Alvey;54;0;11;56;9;33;15;38;5;23;5;2;4
73272;Saint-Pierre-de-Belleville;21;0;5;21;2;56;8;18;1;8;9;4;6
73273;Saint-Pierre-de-Curtille;67;1;2;47;9;69;22;32;2;15;15;3;8
73274;Saint-Pierre-d'Entremont;64;3;5;59;20;55;9;57;5;23;10;2;10
73275;Saint-Pierre-de-Genebroz;45;1;1;54;11;69;12;52;1;16;8;2;8
73276;Saint-Pierre-de-Soucy;75;2;3;69;12;79;31;62;5;9;11;1;14
73277;Sainte-Reine;37;1;5;31;6;22;7;16;1;15;3;2;8
73278;Saint-Rémy-de-Maurienne;199;9;26;169;36;297;64;89;11;24;42;6;25
73280;Saint-Sorlin-d'Arves;88;2;5;83;12;73;15;62;4;11;33;6;9
73281;Saint-Sulpice;113;0;7;158;26;138;50;81;8;51;23;6;16
73282;Saint-Thibaud-de-Couz;182;2;19;147;33;200;39;122;10;39;22;9;24
73283;Saint-Vital;83;3;15;82;14;124;36;82;10;26;23;0;19
73284;Salins-Fontaine;157;2;9;154;14;120;44;89;13;27;41;4;17
73285;Séez;389;1;19;316;59;320;81;247;26;102;67;9;31
73286;Serrières-en-Chautagne;217;6;13;106;23;239;49;121;15;31;23;8;27
73288;Sonnaz;203;8;33;361;38;260;82;216;18;80;64;2;29
73289;La Table;78;1;6;43;13;86;23;43;8;13;14;1;13
73290;Val Cenis;381;8;32;414;74;328;66;229;19;88;174;7;23
73292;Thénésol;52;2;9;42;4;73;10;34;9;8;3;2;11
73293;Thoiry;77;1;5;100;10;61;27;86;3;30;2;5;5
73294;La Thuile;40;1;6;47;10;59;13;66;4;13;4;1;17
73296;Tignes;441;3;15;271;46;175;114;224;14;109;58;11;23
73297;Tournon;93;2;9;95;9;86;28;77;7;22;15;0;25
73298;Tours-en-Savoie;162;3;22;94;19;196;52;87;12;20;36;4;17
73299;Traize;37;1;5;57;7;47;11;35;2;11;22;4;8
73300;Tresserve;616;9;22;677;50;306;198;214;24;105;160;9;56
73301;Trévignin;106;1;7;149;22;117;57;73;7;36;20;1;17
73302;La Trinité;52;3;1;54;11;67;10;43;3;12;5;0;13
73303;Ugine;1267;22;112;781;173;1141;306;649;45;148;153;26;112
73304;Val-d'Isère;323;3;11;361;48;143;85;128;7;72;105;14;41
73306;Valloire;180;4;11;321;31;187;63;81;10;48;85;7;24
73307;Valmeinier;70;0;2;66;9;75;13;68;6;28;46;4;10
73308;Venthon;94;0;14;84;11;135;25;79;5;13;14;2;12
73309;Verel-de-Montbel;43;2;2;46;11;54;18;45;2;7;9;2;5
73310;Verel-Pragondran;65;0;8;121;11;64;35;84;3;29;23;2;9
73311;Le Verneil;13;2;1;12;5;14;10;15;0;1;2;2;1
73312;Verrens-Arvey;115;3;4;166;32;147;42;99;14;42;34;7;17
73313;Verthemex;39;0;1;34;9;32;15;33;5;3;10;2;2
73314;Villard-d'Héry;25;1;8;41;7;46;11;31;5;18;26;3;1
73315;Villard-Léger;99;0;9;55;14;135;9;58;7;19;17;1;4
73316;Villard-Sallet;45;2;8;45;6;84;13;28;4;7;11;1;6
73317;Villard-sur-Doron;143;2;12;94;23;117;24;118;7;37;22;1;14
73318;Villarembert;63;0;1;64;10;51;6;31;2;7;20;1;4
73320;Villargondran;154;3;12;104;12;198;50;91;8;19;17;1;12
73322;Villarodin-Bourget;114;0;16;90;19;82;26;44;4;19;25;3;14
73323;Villaroger;101;3;4;74;18;69;25;39;2;14;31;3;12
73324;Villaroux;19;1;4;64;11;44;10;26;2;4;8;0;6
73326;Vimines;301;9;36;452;46;324;103;229;30;137;69;6;21
73327;Vions;73;0;11;50;9;64;34;38;1;6;8;11;9
73328;Viviers-du-Lac;279;3;18;433;37;249;90;205;19;100;76;4;34
73329;Voglans;262;2;16;362;35;282;86;183;19;40;46;8;20
73330;Yenne;464;7;28;447;45;487;142;289;23;100;72;15;48
74001;Abondance;272;11;9;215;48;256;68;83;7;45;50;3;65
74002;Alby-sur-Chéran;316;8;24;328;33;345;96;287;27;94;60;15;53
74003;Alex;124;4;2;244;22;89;46;120;4;74;39;4;15
74004;Allèves;57;0;3;54;11;59;18;61;5;24;12;2;8
74005;Allinges;691;21;34;834;94;662;231;428;33;210;134;28;116
74006;Allonzier-la-Caille;215;3;18;297;34;256;95;175;17;87;46;9;38
74007;Amancy;321;8;26;447;43;361;114;257;24;91;79;13;53
74008;Ambilly;1037;7;40;647;42;368;181;572;31;134;106;17;68
74009;Andilly;123;0;3;185;24;77;39;78;11;56;45;4;15
74010;Annecy;20073;237;975;21231;1371;9554;4780;13501;1199;5387;3488;402;1485
74012;Annemasse;5545;62;128;2785;184;1764;797;3615;185;450;368;72;269
74013;Anthy-sur-Léman;289;6;24;539;62;236;134;178;25;111;84;4;61
74014;Arâches-la-Frasse;369;5;26;399;50;188;96;211;11;79;68;12;33
74015;Arbusigny;194;1;9;147;24;194;50;120;15;45;26;2;35
74016;Archamps;382;1;7;443;35;187;93;154;16;102;75;6;26
74018;Arenthon;223;4;6;318;41;328;102;164;9;78;38;8;42
74019;Argonay;403;7;18;651;33;342;128;291;32;163;120;13;52
74020;Armoy;207;4;10;318;43;163;86;129;28;78;42;10;42
74021;Arthaz-Pont-Notre-Dame;239;2;10;229;30;282;85;113;11;40;51;9;27
74024;Ayse;369;7;18;407;40;310;98;206;27;85;89;12;41
74025;Ballaison;255;1;5;280;29;176;66;112;9;50;46;6;34
74026;La Balme-de-Sillingy;797;8;56;868;75;748;164;411;55;184;151;20;120
74027;La Balme-de-Thuy;39;1;3;81;25;88;19;38;2;13;15;2;8
74029;Bassy;50;2;0;59;20;72;24;38;4;13;14;2;11
74030;La Baume;51;0;2;44;13;28;9;36;0;6;13;0;2
74031;Beaumont;331;2;10;405;31;188;98;214;25;136;53;3;53
74032;Bellevaux;256;8;4;286;49;221;95;113;15;62;52;5;59
74033;Bernex;210;5;17;235;42;253;71;128;13;51;38;2;46
74034;Le Biot;93;3;5;77;15;70;23;52;3;29;15;3;11
74035;Bloye;81;1;2;116;17;117;33;48;4;17;15;1;16
74036;Bluffy;64;2;3;130;7;41;13;21;0;36;19;0;9
74037;Boëge;262;2;11;276;48;206;105;231;14;68;88;17;50
74038;Bogève;174;1;6;182;45;194;66;119;13;66;45;5;26
74040;Bonne;438;4;20;542;39;351;158;276;24;136;90;11;79
74041;Bonnevaux;49;1;2;30;4;47;18;26;1;3;4;1;11
74042;Bonneville;2400;21;99;1437;170;1326;419;1390;69;276;237;51;151
74043;Bons-en-Chablais;988;21;24;838;109;694;243;527;49;227;137;29;126
74044;Bossey;107;2;2;129;5;38;27;54;1;32;15;1;7
74045;Le Bouchet-Mont-Charvin;30;1;1;40;11;41;9;33;2;8;8;1;8
74046;Boussy;72;1;2;95;16;95;19;57;3;33;24;2;13
74048;Brenthonne;158;5;5;182;18;157;51;123;9;31;32;2;26
74049;Brizon;58;2;5;81;21;101;21;39;4;11;25;8;7
74050;Burdignin;93;1;10;122;23;112;27;96;6;19;21;3;24
74051;Cercier;86;1;2;105;13;64;50;54;6;34;21;3;15
74052;Cernex;150;2;5;199;23;111;56;83;13;49;34;4;31
74053;Cervens;172;3;32;182;19;142;46;149;6;53;23;4;24
74054;Chainaz-les-Frasses;99;1;12;142;16;86;42;95;8;49;25;7;13
