CODGEO;LIBGEO;Abstention;Arthaud;Roussel;Macron;Lassalle;Le Pen;Zemmour;Mélenchon;Hidalgo;Jadot;Pécresse;Poutou;Dupont-Aignan
39292;Lent;15;1;0;23;3;15;12;19;2;0;4;2;4
39293;Leschères;23;2;0;16;9;42;6;35;3;12;4;0;4
39295;Loisia;21;3;6;28;8;28;13;15;2;3;5;0;0
39296;Lombard;30;2;1;38;6;53;10;20;3;4;4;1;7
39297;Longchaumois;198;7;20;160;41;162;61;108;23;42;36;15;24
39298;Longcochon;7;0;0;11;2;10;2;6;0;4;5;0;3
39299;Longwy-sur-le-Doubs;83;2;2;76;13;105;14;38;5;6;11;3;8
39300;Lons-le-Saunier;3159;51;192;2105;200;1389;493;2103;161;374;368;37;175
39301;Loulle;13;2;2;36;10;28;8;16;2;5;4;1;9
39302;Louvatange;12;1;2;14;3;22;1;11;5;2;6;0;3
39304;Louverot (Le);34;0;1;38;3;37;12;44;7;11;11;2;5
39305;Loye (La);72;4;8;106;22;90;22;40;2;11;35;0;7
39306;Macornay;148;8;10;199;23;133;35;175;13;23;36;4;19
39307;Maisod;33;4;2;44;19;48;21;49;3;14;10;1;10
39308;Malange;20;2;4;38;7;33;26;21;0;7;9;2;6
39310;Mantry;73;1;8;60;28;71;15;83;2;11;12;2;9
39312;Marigna-sur-Valouse;13;0;1;11;11;16;13;9;2;2;3;1;3
39313;Marigny;18;0;2;47;8;31;7;20;0;9;16;0;5
39314;Marnézia;13;0;0;9;3;24;3;2;1;2;5;0;3
39315;Marnoz;60;1;7;63;13;62;12;39;7;13;20;1;7
39317;Marre (La);38;0;9;58;11;41;17;51;2;10;15;3;11
39318;Martigna;28;0;1;41;8;47;7;16;3;6;15;1;2
39319;Mathenay;21;0;1;13;7;29;8;17;1;1;4;1;1
39320;Maynal;52;1;7;38;8;62;15;37;5;6;17;1;9
39321;Menétru-le-Vignoble;23;0;0;36;5;25;9;19;3;5;8;1;5
39322;Menétrux-en-Joux;7;0;2;14;0;6;4;19;2;2;3;1;3
39323;Menotey;44;3;3;38;9;46;7;34;6;19;11;1;6
39324;Mérona;1;0;0;9;2;0;1;1;1;0;2;0;1
39325;Mesnay;40;4;9;111;13;67;14;100;11;21;12;7;9
39326;Mesnois;27;0;2;20;11;24;7;21;1;4;12;1;7
39327;Messia-sur-Sorne;121;2;14;119;16;153;30;107;11;22;13;5;14
39328;Meussia;69;2;2;59;21;83;11;33;2;8;7;2;3
39329;Mièges;16;1;0;21;1;35;12;9;4;5;13;1;2
39330;Miéry;25;1;4;22;10;19;8;21;3;7;1;2;2
39331;Mignovillard;100;5;7;135;20;138;30;45;9;19;27;6;26
39333;Moirans-en-Montagne;246;2;17;217;53;255;57;226;17;26;39;8;15
39334;Moiron;11;0;0;25;3;17;9;21;1;9;5;0;3
39335;Moissey;79;1;4;64;13;96;13;69;7;13;9;1;8
39336;Molain;19;0;5;20;6;21;7;12;3;2;6;0;3
39337;Molamboz;14;0;0;17;5;11;6;8;1;6;7;0;1
39338;Molay;93;3;8;68;12;128;20;42;2;3;13;1;4
39339;Chassal-Molinges;215;1;4;111;24;188;38;107;5;8;27;3;22
39342;Monay;27;1;2;21;7;19;1;12;1;4;8;1;1
39343;Monnetay;4;0;0;7;2;2;0;6;0;2;1;1;0
39344;Monnet-la-Ville;50;2;5;47;8;54;19;43;2;8;9;4;16
39345;Monnières;64;3;7;69;4;74;18;59;6;13;19;0;7
39346;Montagna-le-Reconduit;18;0;2;11;5;34;5;13;0;2;4;0;1
39348;Montaigu;63;2;12;103;11;35;20;63;8;15;11;4;8
39349;Montain;37;1;7;113;14;44;14;87;7;23;15;0;7
39350;Montbarrey;43;2;6;24;10;78;14;36;1;6;8;1;6
39351;Montcusel;18;0;5;30;8;24;3;24;5;2;2;2;2
39352;Monteplain;13;0;5;19;5;35;8;12;1;8;3;0;4
39353;Montfleur;43;0;5;21;4;33;10;21;1;3;4;1;3
39354;Montholier;61;1;7;44;6;60;14;11;2;6;15;2;11
39355;Montigny-lès-Arsures;33;0;6;62;13;43;15;37;6;8;23;0;2
39356;Montigny-sur-l'Ain;32;0;2;28;6;40;5;19;0;4;10;1;8
39359;Montmarlon;4;0;0;4;1;7;0;0;0;0;6;0;0
39360;Montmirey-la-Ville;14;0;3;26;4;42;6;28;3;7;5;0;1
39361;Montmirey-le-Château;26;1;0;19;8;42;5;32;4;14;9;1;1
39362;Montmorot;445;9;27;433;47;395;90;356;24;87;79;14;47
39363;Montrevel;35;0;1;12;4;30;4;5;3;1;2;0;2
39364;Montrond;56;5;6;91;19;80;9;31;5;13;10;3;20
39365;Mont-sous-Vaudrey;200;8;8;189;35;229;43;106;11;18;41;10;22
39366;Mont-sur-Monnet;36;0;4;28;15;39;14;19;1;13;3;0;2
39367;Morbier;472;8;14;362;57;313;104;231;18;79;71;10;52
39368;HAUTS DE BIENNE;882;18;21;388;72;401;116;446;25;64;66;18;54
39370;Mouchard;158;2;16;96;37;135;40;99;30;27;42;13;6
39372;Mournans-Charbonny;16;0;1;18;6;14;2;2;4;2;13;1;3
39373;Moussières (Les);33;1;1;35;11;8;3;27;1;7;12;1;4
39375;Moutonne;7;0;0;19;4;27;4;13;1;2;7;2;4
39376;Moutoux (Le);11;0;2;3;3;16;7;12;0;3;3;0;1
39377;Mutigney;24;1;2;17;4;41;7;15;2;3;7;0;5
39378;LES TROIS-CHATEAUX;123;6;17;121;30;145;29;75;14;23;21;2;22
39379;Nance;72;1;15;89;10;116;21;43;5;14;18;1;4
39380;Nancuise;8;1;2;7;0;7;3;6;1;3;4;1;2
39381;Nans (Les);20;0;1;17;0;18;6;6;4;1;4;1;5
39385;Neublans-Abergement;78;2;5;62;13;108;18;44;1;15;18;1;7
39386;Neuvilley;11;0;0;4;3;31;3;11;1;2;0;0;0
39387;Nevy-lès-Dole;31;0;7;25;6;60;11;23;2;5;9;0;5
39388;Nevy-sur-Seille;43;1;6;45;1;29;15;16;4;7;10;1;11
39389;Ney;74;4;7;120;13;94;29;66;2;14;10;4;14
39390;Nogna;29;0;2;23;10;44;8;46;4;6;9;4;4
39391;Nozeroy;45;1;3;52;11;44;11;39;3;10;13;1;9
39392;Offlanges;41;0;3;35;4;31;13;21;1;7;9;0;3
39393;Onglières;12;0;1;7;6;9;5;4;0;0;5;0;0
39394;Onoz;12;0;1;12;3;8;3;16;0;1;4;2;1
39396;Orchamps;170;8;4;91;29;169;37;70;12;21;19;4;8
39397;Orgelet;286;4;8;198;54;213;73;193;30;31;46;5;24
39398;Ougney;42;0;2;27;4;94;12;28;5;12;11;3;3
39399;Ounans;39;4;7;46;6;82;13;25;1;5;9;2;8
39400;Our;17;0;1;28;2;37;6;12;0;6;4;0;1
39401;Oussières;34;0;8;52;15;22;2;24;1;6;13;0;3
39402;Pagney;48;0;6;47;10;60;12;31;9;5;15;1;9
39403;Pagnoz;37;0;7;23;7;37;10;34;3;6;5;0;4
39404;Pannessières;83;0;7;106;16;58;8;56;13;19;12;4;2
39405;Parcey;111;5;25;154;38;213;44;81;10;24;30;5;9
39406;Pasquier (Le);33;0;4;34;9;63;3;20;3;8;9;0;4
39407;Passenans;61;1;3;83;8;33;8;63;2;7;7;2;3
39408;Patornay;29;1;2;22;7;37;5;16;2;4;5;3;2
39409;Peintre;29;1;4;23;7;17;0;14;1;7;0;0;2
39411;Perrigny;218;9;24;235;33;206;48;179;13;53;49;8;18
39412;Peseux;43;2;2;36;3;86;10;26;3;0;9;0;6
39413;Pesse (La);64;1;5;36;12;30;7;85;6;22;6;0;8
39415;Petit-Noir;189;3;11;118;14;285;49;69;12;9;19;10;21
39418;Picarreau;9;1;0;19;4;20;1;12;1;4;3;1;0
39419;Pillemoine;6;0;0;10;2;9;1;5;0;3;2;0;0
39420;Pimorin;25;0;4;28;4;46;13;23;2;1;6;0;9
39421;Pin (Le);22;0;4;68;10;34;22;28;5;5;12;1;4
39422;Plainoiseau;67;7;7;76;14;114;27;67;7;19;18;2;5
39423;Plaisia;24;0;1;19;5;27;1;16;0;5;2;1;1
39424;Planches-en-Montagne (Les);19;2;2;39;5;16;4;30;4;5;5;4;2
39425;Planches-près-Arbois (Les);9;1;6;15;9;19;5;20;0;4;0;0;2
39426;Plasne;30;1;3;35;11;26;8;33;4;6;5;1;4
39427;Plénise;5;0;1;11;4;1;0;12;0;1;5;0;1
39428;Plénisette;8;0;0;6;3;3;0;8;0;0;3;0;0
39429;Pleure;64;3;5;52;25;113;22;50;6;3;6;2;2
39430;Plumont;22;0;0;15;6;20;1;17;1;1;2;0;1
39431;Poids-de-Fiole;49;0;2;42;17;61;13;25;9;13;4;1;9
39432;Pointre;21;1;1;14;1;28;7;17;2;1;2;1;1
39434;Poligny;680;15;47;589;61;359;105;477;43;104;94;22;43
39435;Pont-de-Poitte;110;4;7;90;16;132;19;84;5;13;22;1;14
39436;Pont-d'Héry;14;1;3;34;11;18;9;13;1;1;14;2;3
39437;Pont-du-Navoy;43;0;4;28;5;50;10;39;4;9;8;0;2
39439;Port Lesney;69;1;3;94;10;62;28;70;7;19;11;8;8
39441;Prémanon;180;4;12;183;31;118;57;127;12;72;25;6;25
39443;Présilly;11;0;0;23;5;31;8;9;0;3;6;2;2
39444;Pretin;6;1;3;12;1;9;3;6;0;1;2;1;0
39445;Publy;45;1;3;36;18;35;16;56;5;4;8;2;11
39446;Pupillin;32;0;4;46;20;24;5;26;2;17;7;0;0
39447;Quintigny;15;3;4;50;11;46;14;48;4;6;3;2;12
39448;Rahon;59;2;6;100;10;114;14;57;10;19;20;0;6
39449;Rainans;32;4;1;39;8;40;7;38;1;11;13;2;1
39451;Ranchot;58;4;5;64;5;116;15;52;3;7;11;1;11
39452;Rans;70;1;2;61;14;110;25;49;4;15;11;2;14
39453;Ravilloles;79;0;9;46;8;78;22;43;6;18;12;2;11
39454;Recanoz;17;0;2;5;3;26;3;4;2;0;2;0;1
39455;Reithouse;13;1;0;5;2;9;3;13;0;2;0;0;0
39456;Relans;61;4;1;60;4;76;13;22;3;10;8;1;8
39457;Repôts (Les);8;0;0;8;1;7;0;8;0;0;6;1;0
39458;Revigny;39;0;3;24;4;41;16;44;5;13;5;1;7
39460;Rixouse (La);32;2;4;23;7;32;21;30;1;3;2;1;5
39461;Rix-Trebief;11;1;1;25;5;13;3;2;2;1;3;1;2
39462;Rochefort-sur-Nenon;84;3;14;63;9;130;26;56;2;8;22;4;3
39463;Rogna;33;1;1;46;13;38;5;22;2;8;10;2;5
39464;Romain;30;2;7;29;4;31;7;41;0;8;2;2;6
39465;Romange;16;0;2;36;4;48;3;17;1;6;6;0;2
39466;Rosay;22;2;1;16;4;23;1;28;1;0;1;0;2
39467;Rotalier;25;1;2;22;7;27;7;15;3;7;12;2;1
39468;Rothonay;25;0;3;15;3;25;9;14;2;2;7;0;3
39469;Rouffange;9;1;0;13;1;24;5;8;1;0;3;0;3
39470;Rousses (Les);656;11;34;561;62;404;137;272;27;123;127;21;88
39471;Ruffey-sur-Seille;93;3;12;123;25;170;23;80;13;15;12;5;17
39472;Rye;35;2;3;31;2;51;9;24;1;0;4;1;0
39473;Saffloz;16;0;2;20;9;19;5;9;0;5;5;0;4
39474;Sainte-Agnès;51;3;5;42;8;64;12;29;2;6;18;0;14
39475;Saint-Amour;405;11;40;297;35;293;79;236;37;50;64;13;35
39476;Saint-Aubin;294;8;23;232;32;379;65;151;29;28;63;6;29
39477;Saint-Baraing;28;0;2;29;9;66;11;15;2;5;6;1;7
39478;Saint-Claude;1568;20;98;792;152;745;328;1125;65;131;157;29;92
39479;Saint-Cyr-Montmalin;26;1;4;30;5;38;15;52;7;5;10;0;6
39480;Saint-Didier;37;2;5;43;5;37;16;38;11;7;9;3;4
39481;Saint-Germain-en-Montagne;70;0;3;67;13;78;21;32;1;7;19;0;3
39485;VAL SURAN;157;3;13;107;27;152;28;59;6;13;17;6;20
39486;Saint-Lamain;19;0;2;29;3;19;5;14;2;6;4;0;4
39487;Saint-Laurent-en-Grandvaux;361;9;17;251;28;188;34;198;14;36;46;6;29
39489;Saint-Lothain;73;3;4;82;12;43;18;79;6;15;13;4;3
39490;Saint-Loup;35;2;1;40;11;77;4;31;2;0;10;0;3
39491;COTEAUX DU LIZON;465;5;30;291;72;278;95;295;27;72;55;16;34
39492;Saint-Maur;29;0;1;33;7;24;2;38;3;11;7;2;2
39493;Saint-Maurice-Crillat;29;2;5;57;11;19;2;26;5;9;5;0;3
39494;Saint-Pierre;60;3;3;79;11;39;11;42;3;15;6;2;8
39495;Saint-Thiébaud;20;0;1;9;2;12;2;12;0;1;2;0;2
39497;Saizenay;17;0;1;10;6;12;7;15;1;4;6;0;2
39498;Salans;106;5;11;71;18;117;32;80;6;33;22;2;13
39499;Saligney;18;2;6;29;7;31;9;14;0;11;2;3;6
39500;Salins-les-Bains;506;15;32;331;51;277;76;333;25;46;76;20;25
39501;Sampans;124;5;8;154;15;191;41;105;13;25;23;5;18
39502;Santans;29;1;6;35;8;57;20;35;4;6;8;5;4
39503;Sapois;37;5;4;83;4;57;18;37;5;15;24;1;8
39504;Sarrogna;30;2;0;65;14;38;11;13;2;6;4;0;5
39505;Saugeot;12;0;0;10;1;7;4;6;0;4;4;1;0
39507;Séligney;7;1;1;12;3;5;10;5;2;0;7;0;2
39508;Sellières;126;4;12;102;15;135;37;63;6;21;15;5;8
39510;SEPTMONCEL-LES MOLUNES;133;1;9;120;35;77;29;113;14;38;24;8;18
39511;Sergenaux;7;0;3;11;5;9;0;14;0;1;1;0;1
39512;Sergenon;13;0;1;5;1;21;9;3;0;0;1;0;0
39513;Sermange;45;1;1;30;2;36;11;35;6;5;7;0;5
39514;Serre-les-Moulières;36;2;2;28;8;32;1;17;2;5;5;1;3
39517;Sirod;103;2;9;85;10;96;17;49;6;19;20;0;10
39518;Songeson;8;0;3;9;4;5;4;12;0;0;6;0;2
39519;Soucia;28;0;5;26;3;26;2;36;1;4;9;0;4
39520;Souvans;88;0;9;68;12;80;8;48;10;14;17;4;9
39522;Supt;21;1;0;14;7;16;3;12;1;5;8;1;4
39523;Syam;32;0;2;31;5;27;11;27;1;5;5;3;7
39525;Tassenières;48;2;3;47;5;77;23;28;4;2;9;3;4
39526;Tavaux;807;19;47;574;77;688;171;354;35;68;117;22;47
39527;Taxenne;12;3;0;22;6;28;4;8;2;1;5;3;2
39528;Thervay;58;3;3;68;10;76;10;55;2;2;19;1;6
39529;Thésy;14;1;0;6;0;12;1;4;0;2;7;0;5
39530;THOIRETTE-COISIA;154;2;11;89;21;177;71;75;8;17;22;9;18
39531;Thoiria;24;1;4;25;13;34;7;14;1;8;10;3;9
39532;Thoissia;10;0;4;10;1;9;2;3;0;1;2;1;2
39533;Toulouse-le-Château;36;0;2;33;7;44;11;19;2;6;6;1;2
39534;Tour-du-Meix (La);35;2;2;59;5;43;11;30;4;8;9;0;0
39535;Tourmont;75;2;1;101;19;69;10;45;7;16;18;1;5
39537;Trenal;55;1;6;69;13;96;17;42;3;17;24;1;13
39538;Uxelles;5;0;1;5;8;8;4;10;2;1;4;1;2
39539;Vadans;23;5;10;38;13;61;14;32;3;11;20;0;5
39540;Valempoulières;31;1;1;41;18;45;9;16;1;7;6;0;4
39543;Vannoz;28;0;2;38;6;27;10;14;3;3;11;2;7
39545;Vaudioux (Le);24;0;3;32;6;33;6;23;5;3;9;0;2
39546;Vaudrey;65;1;5;51;8;64;9;37;4;11;17;1;4
39547;Vaux-lès-Saint-Claude;97;2;8;88;28;106;34;69;8;12;29;3;15
39548;Vaux-sur-Poligny;13;2;2;17;5;8;1;12;0;0;0;1;0
39550;Verges;27;0;3;27;7;47;7;24;0;7;15;0;5
39551;Véria;23;0;0;11;2;33;3;19;1;4;5;2;5
39552;Vernantois;49;0;5;45;9;28;12;56;7;12;6;3;7
39553;Vernois (Le);47;2;2;50;6;48;15;37;10;7;13;2;4
39554;Vers-en-Montagne;35;0;0;45;6;45;11;19;1;5;5;1;6
39555;Vers-sous-Sellières;36;2;2;29;4;62;8;21;2;2;3;4;16
39556;Vertamboz;16;0;0;14;2;10;2;15;3;6;1;0;3
39557;Vescles;39;1;1;34;12;38;11;17;5;4;6;0;5
39558;Vevy;38;2;6;37;3;36;20;46;2;19;9;3;10
39559;Vieille-Loye (La);52;3;1;42;14;58;15;55;3;6;12;5;7
39560;Villard-Saint-Sauveur;99;1;13;85;15;94;24;71;4;8;17;9;9
39561;Villards-d'Héria;58;1;2;62;14;39;26;46;3;9;13;3;9
39565;Villeneuve d'Aval;7;0;0;15;0;11;7;8;1;2;4;1;4
39567;Villeneuve-sous-Pymont;35;1;0;61;6;38;17;33;6;13;13;3;1
39568;Villerserine;9;0;1;5;2;10;3;5;0;1;1;0;0
39569;Villers Farlay;70;2;3;87;8;105;23;78;3;23;17;5;15
39570;Villers-les-Bois;31;0;3;35;6;32;7;22;5;10;9;5;1
39571;Villers-Robert;28;0;4;41;4;48;7;28;2;3;4;0;1
39572;Villette-lès-Arbois;41;4;7;72;10;70;14;41;0;14;12;6;5
39573;Villette-lès-Dole;141;2;11;110;18;182;18;79;11;15;15;3;9
39574;Villevieux;116;5;12;123;25;126;31;79;5;23;30;6;18
39575;Villey (le);14;0;1;17;2;27;4;2;1;2;0;0;4
39576;VAL-SONNETTE;124;5;14;150;23;153;39;116;11;30;19;4;8
39577;VINCENT-FROIDEVILLE;66;2;5;51;14;83;14;46;2;9;11;3;13
39579;Viry;131;3;6;155;45;165;61;71;6;26;36;3;20
39581;Vitreux;31;2;3;25;8;62;13;32;1;1;6;1;5
39582;Voiteur;91;2;8;136;24;98;35;85;10;27;36;7;5
39583;Vosbles-Valfin;29;2;3;34;17;29;6;30;2;3;5;2;2
39584;Vriange;16;2;4;28;6;22;16;17;5;5;7;0;3
39585;Vulvoz;7;0;0;6;2;1;0;9;0;0;7;0;1
39586;Aresches;7;1;0;5;3;4;1;2;0;1;3;0;1
40001;Aire-sur-l'Adour;1054;11;115;939;378;823;219;475;170;78;166;23;59
40002;Amou;229;2;33;254;152;208;62;122;31;17;46;6;18
40003;Angoumé;36;2;5;39;15;50;9;43;8;4;1;3;1
40004;Angresse;348;1;30;413;134;250;82;224;34;46;53;6;33
40005;Arboucave;28;0;1;58;13;23;4;15;5;0;7;0;3
40006;Arengosse;110;2;16;109;48;129;36;67;20;13;5;3;8
40007;Argelos;20;0;9;22;20;35;4;16;7;1;2;0;1
40008;Argelouse;14;4;5;12;8;8;7;8;0;1;1;4;2
40011;Arsague;40;0;3;65;29;68;18;37;9;5;5;0;2
40012;Artassenx;49;0;7;39;22;37;15;17;5;4;6;0;1
40013;Arthez-d'Armagnac;12;0;2;12;14;20;4;6;1;1;8;0;2
40014;Arue;59;2;7;53;25;54;16;46;16;5;5;0;6
40015;Arx;5;0;2;22;2;17;3;5;0;0;1;3;1
40016;Aubagnan;37;0;3;50;26;47;9;25;17;4;7;0;2
40017;Audignon;56;0;9;52;24;75;12;35;24;8;11;0;3
40018;Audon;39;1;12;64;27;75;15;46;9;7;9;2;5
40019;Aureilhan;128;0;29;169;54;205;48;137;20;17;21;8;16
40020;Aurice;100;2;8;98;40;100;24;91;26;8;13;1;16
40021;Azur;128;4;22;201;53;116;36;143;16;37;26;11;16
40022;Bahus-Soubiran;68;1;5;53;30;76;12;21;4;3;23;1;9
40023;Baigts;54;0;17;35;25;48;19;25;11;6;8;2;4
40024;Banos;23;1;5;51;32;30;6;37;6;3;6;3;4
40025;Bascons;147;2;8;169;66;135;44;85;21;23;21;3;6
40026;Bas-Mauco;36;0;10;69;29;78;12;31;7;4;15;3;4
40027;Bassercles;15;2;1;21;26;24;5;12;3;3;4;2;1
40028;Bastennes;27;0;11;63;25;33;4;43;8;5;5;1;5
40029;Bats;60;0;4;52;28;62;6;17;11;3;7;1;6
40030;Baudignan;5;0;0;6;10;8;5;8;3;1;0;1;3
40031;Bégaar;174;3;24;197;94;187;37;122;28;16;20;3;16
40032;Belhade;40;1;3;29;16;52;6;32;4;4;3;2;5
40033;Bélis;19;0;1;12;20;22;9;24;4;3;4;1;2
40034;Bélus;68;1;20;103;49;88;23;79;17;14;15;6;11
40035;Bénesse-lès-Dax;77;0;13;104;31;88;23;49;16;8;8;1;8
40036;Bénesse-Maremne;618;8;47;471;185;441;159;436;44;84;80;17;38
40037;Benquet;264;4;19;327;115;248;80;191;54;40;63;6;22
40038;Bergouey;12;0;5;23;7;17;9;8;4;3;2;0;0
40039;Betbezer-d'Armagnac;26;1;2;19;14;13;5;9;6;1;1;0;1
40040;Beylongue;59;1;8;56;23;73;19;48;9;5;7;3;5
40041;Beyries;16;0;5;16;16;16;11;17;4;5;4;0;3
40042;Biarrotte;45;1;18;36;47;40;14;33;14;6;3;2;1
40043;Bias;85;5;13;96;46;143;33;81;12;19;18;6;6
40044;Biaudos;151;4;25;135;82;138;34;124;27;27;24;8;16
40046;Biscarrosse;3282;48;204;2890;617;2482;891;1472;187;383;433;66;210
40047;Bonnegarde;22;2;7;55;28;23;11;40;15;10;8;1;0
40049;Bordères-et-Lamensans;62;0;1;71;26;52;14;45;9;11;6;3;5
40050;Bostens;22;0;4;24;12;47;3;19;3;9;4;2;2
40051;Bougue;83;5;37;144;47;139;44;67;16;19;19;8;7
40052;Bourdalat;25;1;11;33;26;36;10;12;3;2;8;0;8
40053;Bourriot-Bergonce;50;1;9;37;28;63;25;35;7;5;9;2;6
40054;Brassempouy;49;0;8;43;27;28;10;32;9;8;13;2;2
40055;Bretagne-de-Marsan;189;7;22;287;65;231;55;134;40;33;30;7;26
40056;Brocas;81;4;11;123;71;115;21;78;14;17;13;2;10
40057;Buanes;36;0;4;52;21;49;9;14;8;5;6;0;1
40058;Cachen;51;0;5;17;25;41;8;37;4;2;1;1;2
40059;Cagnotte;102;2;25;132;45;96;23;105;17;21;20;3;4
40060;Callen;25;1;1;17;16;28;14;33;5;2;4;1;0
40061;Campagne;169;4;18;162;60;176;34;100;20;19;21;3;16
40062;Campet-et-Lamolère;52;1;2;88;32;98;9;22;9;3;4;3;4
40063;Candresse;144;1;24;167;43;124;47;87;10;19;25;3;15
40064;Canenx-et-Réaut;34;3;4;28;9;24;5;24;2;7;2;1;4
40065;Capbreton;1829;21;112;1896;372;995;511;1254;166;349;304;48;143
40066;Carcarès-Sainte-Croix;74;0;25;71;36;91;17;57;10;7;12;3;7
40067;Carcen-Ponson;107;0;35;101;51;119;22;87;16;6;4;6;1
40068;Cassen;61;0;8;87;34;97;13;54;22;8;13;2;2
40069;Castaignos-Souslens;43;0;14;47;41;63;11;59;2;6;6;0;2
40070;Castandet;37;2;9;91;17;74;11;32;17;10;15;1;5
40071;Castelnau-Chalosse;86;1;29;105;37;77;13;52;23;6;11;1;2
40072;Castelnau-Tursan;31;0;5;39;18;25;6;9;6;3;5;0;2
40073;Castelner;13;1;6;19;13;15;3;22;2;3;1;3;4
40074;Castel-Sarrazin;74;1;12;71;36;88;18;62;7;5;15;1;7
40075;Castets;340;10;43;312;158;366;89;268;45;54;47;18;27
40076;Cauna;66;1;18;65;31;55;16;38;7;6;12;4;8
40077;Cauneille;102;2;14;115;65;98;33;71;20;20;16;6;6
40078;Caupenne;62;2;10;75;39;46;14;43;30;7;8;0;1
40079;Cazalis;11;0;3;21;23;20;16;8;3;2;9;0;0
40080;Cazères-sur-l'Adour;191;0;19;156;85;215;33;82;15;10;21;2;12
40081;Cère;47;1;9;53;33;75;20;44;6;3;8;2;6
40082;Classun;40;0;5;39;12;55;10;27;4;2;10;1;6
40083;Clèdes;15;0;2;13;11;26;7;15;8;1;7;0;1
40084;Clermont;131;3;11;132;53;141;39;93;19;11;29;3;10
40085;Commensacq;45;2;15;58;22;78;21;52;14;10;9;1;5
40086;Coudures;90;0;8;98;26;58;13;35;16;4;13;1;4
40087;Créon-d'Armagnac;53;1;2;50;37;51;15;20;8;2;4;0;3
40088;Dax;3573;49;260;3185;758;2099;784;1852;344;364;589;85;162
40089;Doazit;126;5;17;186;70;131;30;71;40;11;23;4;13
40090;Donzacq;51;0;6;81;25;73;13;28;24;8;17;7;5
40091;Duhort-Bachen;101;2;10;135;46;94;14;68;23;8;17;2;2
40092;Dumes;26;0;2;28;18;48;7;24;10;6;13;1;5
40093;Escalans;31;3;6;37;39;34;6;25;2;3;3;1;3
40094;Escource;113;0;22;96;49;159;45;110;7;8;12;5;9
40095;Estibeaux;60;2;14;105;72;101;26;67;11;6;18;2;7
40096;Estigarde;21;0;1;14;8;13;5;6;1;2;10;1;4
40097;Eugénie-les-Bains;71;1;6;110;26;61;14;37;13;7;30;3;7
40098;Eyres-Moncube;50;0;8;63;27;47;17;37;23;7;8;4;5
40099;Fargues;32;1;2;53;45;49;18;22;13;5;7;2;3
40100;Le Frêche;76;2;16;61;25;53;9;34;7;7;7;2;3
40101;Gaas;51;1;14;89;35;58;21;54;17;17;7;3;8
40102;Gabarret;239;1;23;167;115;166;44;89;15;11;35;10;10
40103;Gaillères;64;1;18;90;38;116;25;52;20;6;20;3;6
40104;Gamarde-les-Bains;187;6;33;232;95;211;44;122;31;31;31;5;11
40105;Garein;72;0;9;49;22;47;18;62;4;9;7;2;3
40106;Garrey;31;0;8;30;15;26;6;29;10;8;5;0;3
40108;Gastes;147;10;26;131;48;177;50;87;8;17;12;5;15
40109;Gaujacq;67;0;12;98;47;52;15;37;18;3;8;1;2
40110;Geaune;85;2;2;136;51;104;22;58;9;8;18;4;4
40111;Geloux;115;2;17;130;40;106;25;99;13;10;7;5;13
40112;Gibret;17;0;3;24;10;11;3;12;0;0;4;0;0
40113;Goos;82;4;13;86;43;81;22;33;16;11;12;0;2
40114;Gourbera;47;1;5;86;30;64;16;44;7;9;11;5;4
40115;Gousse;43;1;8;42;23;49;9;38;4;5;1;5;0
40116;Gouts;42;1;3;58;12;38;9;23;4;6;4;1;6
40117;Grenade-sur-l'Adour;471;3;36;427;150;361;92;194;37;28;68;20;34
40118;Habas;222;9;40;250;109;183;53;151;27;26;37;8;15
40119;Hagetmau;652;21;79;917;376;603;142;372;169;54;127;11;45
40120;Hastingues;74;2;19;106;64;62;29;78;6;14;20;4;2
40121;Hauriet;32;0;31;34;27;38;3;23;8;0;8;4;3
40122;Haut-Mauco;101;4;14;182;71;160;55;78;25;16;29;4;19
40123;Herm;141;3;14;212;72;201;52;144;18;41;29;4;11
40124;Herré;9;0;0;19;5;37;8;14;2;0;2;1;0
40125;Heugas;201;0;29;275;77;160;49;174;59;30;47;8;21
40126;Hinx;229;0;40;294;110;347;64;162;36;23;38;6;22
40127;Hontanx;78;2;18;83;70;123;15;57;30;6;23;2;3
40128;Horsarrieu;63;1;11;158;64;83;26;59;69;10;11;2;9
40129;Josse;108;2;20;147;78;128;44;101;14;21;15;1;14
40130;Labastide-Chalosse;17;0;2;34;18;29;3;7;4;1;5;2;2
40131;Labastide-d'Armagnac;115;3;14;127;47;92;27;46;15;9;19;0;7
40132;Labatut;235;3;37;232;96;251;58;160;10;11;16;6;18
40133;Labenne;843;18;106;1052;270;879;263;809;107;202;143;38;88
40134;Labouheyre;500;4;40;324;106;377;67;297;59;27;41;15;21
40135;Labrit;128;6;11;136;54;118;20;103;22;9;20;4;7
40136;Lacajunte;21;0;3;16;22;32;6;4;2;1;1;0;0
40137;Lacquy;36;1;11;45;28;45;12;26;4;6;4;1;5
40138;Lacrabe;41;0;4;50;27;41;4;25;10;2;12;0;3
40139;Laglorieuse;84;1;11;121;52;100;21;58;11;9;23;3;9
40140;Lagrange;26;1;0;22;19;32;10;22;5;4;7;1;3
40141;Lahosse;43;0;13;39;24;44;6;48;4;9;9;1;7
40142;Laluque;136;5;32;157;48;159;34;110;21;14;18;6;10
40143;Lamothe;38;1;10;47;18;48;13;23;6;4;10;2;8
40144;Larbey;28;1;9;42;14;28;2;28;29;8;9;3;1
